poem_poem_id,诗名,花名,朝代,poem_top10_ids,poem_top10_names,poem_top10_scores,ana_top10_ids,ana_top10_names,ana_top10_scores
343,念奴娇,素馨,宋,"[542, 703, 140, 760, 900, 759, 958, 995, 817, 137]","[""浪淘沙"", ""水龙吟"", ""汉宫春"", ""蝶恋花"", ""小桃红"", ""南柯子"", ""蝶恋花"", ""瑞香花"", ""古香慢"", ""江梅引""]","[0.5162, 0.5123, 0.4765, 0.4523, 0.4445, 0.4148, 0.4131, 0.4117, 0.3967, 0.3955]","[615, 479, 956, 999, 789, 952, 984, 975, 898, 466]","[""栀 子"", ""扬州慢"", ""留春 令"", ""西江月"", ""金钗股"", ""红梅四首(其二)"", ""贺新郎"", ""水仙花"", ""鹪鸪天"", ""贺新郎""]","[0.9212, 0.9212, 0.9205, 0.9195, 0.9179, 0.9174, 0.9171, 0.9169, 0.9159, 0.9156]"
346,木 兰,木兰,宋,"[760, 958, 703, 906, 983, 960, 218, 466, 181, 792]","[""蝶恋花"", ""蝶恋花"", ""水龙吟"", ""茶轩为陈惟寅赋"", ""庆宫春"", ""定风波"", ""如梦令"", ""贺新郎"", ""寓居定惠院之东，杂花溝山，有海棠一株，土人不知贵也"", ""春桂问答二首""]","[0.4687, 0.438, 0.4332, 0.4141, 0.4102, 0.3953, 0.3725, 0.3702, 0.3417, 0.3373]","[421, 601, 853, 327, 770, 791, 746, 597, 997, 975]","[""兰 花"", ""榴 花"", ""刘员外寄移菊"", ""东风第一枝"", ""水龙吟蓼花"", ""曼陀罗"", ""白槿花"", ""榴 花"", ""咏瑞香"", ""水仙花""]","[0.948, 0.9393, 0.9348, 0.9347, 0.933, 0.9317, 0.9305, 0.9305, 0.9289, 0.9285]"
345,剪春罗,剪春罗,清,"[974, 638, 987, 663, 983, 789, 995, 962, 764, 472]","[""水 仙"", ""采莲曲"", ""戏咏蜡梅二首"", ""白 莲"", ""庆宫春"", ""金钗股"", ""瑞香花"", ""水仙花"", ""蓼 花"", ""后土庙琼花诗二首""]","[0.299, 0.272, 0.2464, 0.2393, 0.2363, 0.2324, 0.2265, 0.212, 0.2031, 0.1887]","[355, 505, 185, 979, 221, 228, 595, 791, 959, 798]","[""东风第一枝"", ""如梦"", ""海 棠"", ""菩萨蛮"", ""南乡子"", ""桃 花"", ""咏邻女东窗海石榴"", ""曼陀罗"", ""小重山"", ""岩 桂""]","[0.9248, 0.923, 0.9205, 0.9189, 0.9188, 0.9163, 0.9161, 0.9158, 0.9151, 0.915]"
339,绣 球,绣球,明,"[952, 479, 983, 706, 472, 221, 944, 219, 227, 756]","[""红梅四首(其二)"", ""扬州慢"", ""庆宫春"", ""迈陂塘"", ""后土庙琼花诗二首"", ""南乡子"", ""红 梅"", ""如梦令"", ""绯桃花歌"", ""白秋海棠""]","[0.7466, 0.6533, 0.6378, 0.6085, 0.4841, 0.4835, 0.4636, 0.4304, 0.4231, 0.4038]","[369, 906, 157, 12, 211, 798, 708, 639, 817, 793]","[""牡 丹"", ""茶轩为陈惟寅赋"", ""代迎春花招刘郎中"", ""十一月中旬扶风界见梅花"", ""黄海棠"", ""岩 桂"", ""念奴娇"", ""奉酬卢给事云夫四兄曲江荷花行见寄并呈上钱七兄阁老张十八助教"", ""古香慢"", ""咏 桂""]","[0.7014, 0.6927, 0.6915, 0.6901, 0.6883, 0.6877, 0.6866, 0.6864, 0.6848, 0.6814]"
329,腊前月季,月季,宋,"[996, 947, 841, 470, 985, 953, 221, 615, 127, 909]","[""瑞香花新开(五首之一)"", ""红 梅"", ""山园草间菊数枝开，席地独酌"", ""金沙花"", ""蜡梅一首贈赵景貺"", ""题延平刘郎中廷信所藏红梅"", ""南乡子"", ""栀 子"", ""朝中措"", ""邵伯梵行寺山茶""]","[0.6875, 0.6482, 0.2855, 0.2832, 0.2827, 0.2496, 0.2462, 0.2158, 0.2084, 0.1733]","[948, 789, 791, 185, 946, 853, 900, 611, 934, 363]","[""红 梅"", ""金钗股"", ""曼陀罗"", ""海 棠"", ""红 梅"", ""刘员外寄移菊"", ""小桃红"", ""石竹花"", ""叹庭前甘菊花"", ""远公亭牡丹""]","[0.9408, 0.9388, 0.9383, 0.9362, 0.9334, 0.9329, 0.9318, 0.9312, 0.9308, 0.9306]"
327,东风第一枝,玉兰,清,"[903, 146, 150, 957, 932, 770, 702, 465, 505, 516]","[""绛都春"", ""一尊红"", ""疏 影"", ""玉楼春"", ""酷相思"", ""水龙吟蓼花"", ""洞仙歌令"", ""玲珑四犯"", ""如梦"", ""水龙吟""]","[0.6537, 0.6152, 0.5365, 0.5124, 0.4998, 0.4964, 0.4617, 0.4592, 0.4591, 0.4429]","[346, 984, 997, 479, 746, 363, 601, 982, 966, 798]","[""木 兰"", ""贺新郎"", ""咏瑞香"", ""扬州慢"", ""白槿花"", ""远公亭牡丹"", ""榴 花"", ""金人捧露盘"", ""水仙花"", ""岩 桂""]","[0.9347, 0.9308, 0.9303, 0.9269, 0.9249, 0.9225, 0.9225, 0.9218, 0.9215, 0.9205]"
321,梨 花,李花,元,"[951, 512, 149, 949, 440, 896, 783, 521, 696, 701]","[""红梅四首(其一)"", ""声声慢"", ""疏 影"", ""红 梅"", ""六 丑"", ""卖花声"", ""芦 花"", ""木棉花歌"", ""玉楼春"", ""惜红衣""]","[0.2609, 0.2486, 0.2353, 0.2325, 0.232, 0.2259, 0.2239, 0.2201, 0.2171, 0.2163]","[470, 226, 611, 835, 833, 521, 218, 759, 834, 850]","[""金沙花"", ""风雨看舟前落花戏为新句"", ""石竹花"", ""舟上采菊"", ""和郭主簿二首(其二)"", ""木棉花歌"", ""如梦令"", ""南柯子"", ""饮 酒（其五）"", ""九 日""]","[0.9353, 0.9333, 0.932, 0.9277, 0.9251, 0.9237, 0.9223, 0.9223, 0.9217, 0.9214]"
228,桃 花,桃花,明,"[465, 327, 984, 982, 903, 543, 479, 813, 140, 221]","[""玲珑四犯"", ""东风第一枝"", ""贺新郎"", ""金人捧露盘"", ""绛都春"", ""水龙吟"", ""扬州慢"", ""霜天晓角"", ""汉宫春"", ""南乡子""]","[0.5244, 0.4047, 0.373, 0.3652, 0.3443, 0.3399, 0.335, 0.3315, 0.3298, 0.3283]","[226, 997, 595, 600, 598, 962, 543, 187, 185, 601]","[""风雨看舟前落花戏为新句"", ""咏瑞香"", ""咏邻女东窗海石榴"", ""西园石榴开"", ""榴 花"", ""水仙花"", ""水龙吟"", ""海棠"", ""海 棠"", ""榴 花""]","[0.9502, 0.95, 0.9479, 0.9447, 0.9397, 0.9392, 0.9385, 0.9377, 0.9369, 0.9351]"
291,画堂春,杏花,明,"[516, 899, 979, 600, 179, 515, 824, 702, 760, 905]","[""水龙吟"", ""南乡子"", ""菩萨蛮"", ""西园石榴开"", ""折海棠戏赠圣俞"", ""水龙吟"", ""菩萨蛮"", ""洞仙歌令"", ""蝶恋花"", ""茶轩为陈惟寅赋""]","[0.521, 0.4345, 0.4213, 0.4114, 0.3732, 0.3659, 0.3546, 0.3181, 0.3065, 0.2992]","[137, 355, 221, 932, 611, 979, 824, 218, 363, 791]","[""江梅引"", ""东风第一枝"", ""南乡子"", ""酷相思"", ""石竹花"", ""菩萨蛮"", ""菩萨蛮"", ""如梦令"", ""远公亭牡丹"", ""曼陀罗""]","[0.9373, 0.9363, 0.9354, 0.9354, 0.9338, 0.9335, 0.9322, 0.9315, 0.9312, 0.9311]"
259,定风波,桃花,宋,"[440, 703, 759, 2, 931, 642, 958, 146, 959, 699]","[""六 丑"", ""水龙吟"", ""南柯子"", ""咏梅花"", ""婆罗门引"", ""张静婉采莲曲"", ""蝶恋花"", ""一尊红"", ""小重山"", ""踏莎行""]","[0.4759, 0.4447, 0.4245, 0.4199, 0.4033, 0.378, 0.3743, 0.3741, 0.352, 0.3503]","[223, 607, 934, 958, 470, 363, 603, 515, 608, 817]","[""二月二十四夜饮海棠下作"", ""庆清朝"", ""叹庭前甘菊花"", ""蝶恋花"", ""金沙花"", ""远公亭牡丹"", ""榴 花"", ""水龙吟"", ""贺新郎"", ""古香慢""]","[0.9425, 0.9361, 0.9355, 0.9353, 0.9353, 0.9351, 0.9342, 0.934, 0.9333, 0.9328]"
260,露 华,桃花,宋,"[817, 224, 959, 770, 137, 512, 481, 155, 543, 956]","[""古香慢"", ""宴清都"", ""小重山"", ""水龙吟蓼花"", ""江梅引"", ""声声慢"", ""喜迁莺"", ""贺新郎"", ""水龙吟"", ""留春 令""]","[0.825, 0.8181, 0.7247, 0.6561, 0.65, 0.6427, 0.6161, 0.6136, 0.6015, 0.6]","[959, 984, 137, 982, 770, 975, 187, 956, 543, 835]","[""小重山"", ""贺新郎"", ""江梅引"", ""金人捧露盘"", ""水龙吟蓼花"", ""水仙花"", ""海棠"", ""留春 令"", ""水龙吟"", ""舟上采菊""]","[0.9396, 0.9369, 0.934, 0.9313, 0.9312, 0.93, 0.9292, 0.929, 0.9288, 0.9285]"
266,杏‘ 花,杏花,宋,"[702, 796, 2, 182, 259, 703, 974, 957, 611, 959]","[""洞仙歌令"", ""桂 花"", ""咏梅花"", ""张园海棠"", ""定风波"", ""水龙吟"", ""水 仙"", ""玉楼春"", ""石竹花"", ""小重山""]","[0.3214, 0.2992, 0.2813, 0.2736, 0.2587, 0.2458, 0.2438, 0.2283, 0.2186, 0.2079]","[608, 804, 817, 708, 607, 906, 701, 639, 155, 603]","[""贺新郎"", ""东城桂"", ""古香慢"", ""念奴娇"", ""庆清朝"", ""茶轩为陈惟寅赋"", ""惜红衣"", ""奉酬卢给事云夫四兄曲江荷花行见寄并呈上钱七兄阁老张十八助教"", ""贺新郎"", ""榴 花""]","[0.9161, 0.9103, 0.9052, 0.9038, 0.9036, 0.9034, 0.9032, 0.9003, 0.8999, 0.8973]"
255,潘岳爱桃,桃花,明,"[829, 975, 953, 954, 388, 840, 369, 569, 804, 951]","[""咏金钱花"", ""水仙花"", ""题延平刘郎中廷信所藏红梅"", ""题红梅"", ""惜牡丹花"", ""采菊篇"", ""牡 丹"", ""虞美人"", ""东城桂"", ""红梅四首(其一)""]","[0.356, 0.3059, 0.2794, 0.2766, 0.264, 0.2615, 0.2604, 0.2543, 0.2503, 0.2428]","[223, 603, 829, 268, 944, 610, 470, 227, 259, 699]","[""二月二十四夜饮海棠下作"", ""榴 花"", ""咏金钱花"", ""杏 花"", ""红 梅"", ""石竹花"", ""金沙花"", ""绯桃花歌"", ""定风波"", ""踏莎行""]","[0.9321, 0.932, 0.9299, 0.9291, 0.9277, 0.9266, 0.9265, 0.926, 0.9246, 0.9222]"
268,杏 花,杏花,唐,"[919, 748, 388, 798, 185, 960, 226, 286, 706, 774]","[""芙蓉"", ""槿 花(其-)"", ""惜牡丹花"", ""岩 桂"", ""海 棠"", ""定风波"", ""风雨看舟前落花戏为新句"", ""游园不值"", ""迈陂塘"", ""题画鸡冠花""]","[0.3538, 0.3282, 0.319, 0.3001, 0.299, 0.2812, 0.2504, 0.2497, 0.2281, 0.2214]","[603, 179, 255, 639, 521, 829, 181, 227, 259, 6]","[""榴 花"", ""折海棠戏赠圣俞"", ""潘岳爱桃"", ""奉酬卢给事云夫四兄曲江荷花行见寄并呈上钱七兄阁老张十八助教"", ""木棉花歌"", ""咏金钱花"", ""寓居定惠院之东，杂花溝山，有海棠一株，土人不知贵也"", ""绯桃花歌"", ""定风波"", ""十一月二十六日，松风亭下梅花盛开，""]","[0.9387, 0.9303, 0.9291, 0.9283, 0.9272, 0.9261, 0.9255, 0.9234, 0.9228, 0.9225]"
286,游园不值,杏花,宋,"[388, 363, 268, 185, 255, 157, 599, 495, 748, 642]","[""惜牡丹花"", ""远公亭牡丹"", ""杏 花"", ""海 棠"", ""潘岳爱桃"", ""代迎春花招刘郎中"", ""海 榴"", ""柳花词三首"", ""槿 花(其-)"", ""张静婉采莲曲""]","[0.5513, 0.2562, 0.2497, 0.2237, 0.1704, 0.1679, 0.1621, 0.1593, 0.1458, 0.1403]","[470, 185, 259, 388, 187, 948, 599, 598, 218, 226]","[""金沙花"", ""海 棠"", ""定风波"", ""惜牡丹花"", ""海棠"", ""红 梅"", ""海 榴"", ""榴 花"", ""如梦令"", ""风雨看舟前落花戏为新句""]","[0.9403, 0.9335, 0.9324, 0.9317, 0.9293, 0.9289, 0.9288, 0.9286, 0.926, 0.9251]"
542,浪淘沙,芍药,宋,"[703, 260, 137, 543, 959, 957, 343, 817, 699, 512]","[""水龙吟"", ""露 华"", ""江梅引"", ""水龙吟"", ""小重山"", ""玉楼春"", ""念奴娇"", ""古香慢"", ""踏莎行"", ""声声慢""]","[0.5882, 0.5767, 0.5584, 0.5433, 0.5317, 0.5182, 0.5162, 0.5105, 0.4694, 0.4426]","[543, 559, 202, 185, 363, 225, 406, 600, 388, 900]","[""水龙吟"", ""定风波"", ""赏海棠三绝"", ""海 棠"", ""远公亭牡丹"", ""摸鱼儿"", ""水龙吟"", ""西园石榴开"", ""惜牡丹花"", ""小桃红""]","[0.9507, 0.9444, 0.9371, 0.9362, 0.9327, 0.9316, 0.9304, 0.93, 0.9293, 0.9291]"
543,水龙吟,芍药,宋,"[512, 260, 956, 406, 481, 542, 224, 817, 770, 608]","[""声声慢"", ""露 华"", ""留春 令"", ""水龙吟"", ""喜迁莺"", ""浪淘沙"", ""宴清都"", ""古香慢"", ""水龙吟蓼花"", ""贺新郎""]","[0.6144, 0.6015, 0.5902, 0.5834, 0.5813, 0.5433, 0.5364, 0.5199, 0.5081, 0.5019]","[363, 542, 406, 748, 202, 759, 185, 997, 228, 900]","[""远公亭牡丹"", ""浪淘沙"", ""水龙吟"", ""槿 花(其-)"", ""赏海棠三绝"", ""南柯子"", ""海 棠"", ""咏瑞香"", ""桃 花"", ""小桃红""]","[0.9512, 0.9507, 0.945, 0.9426, 0.9401, 0.9389, 0.9386, 0.9385, 0.9385, 0.9383]"
544,望海潮,芍药,宋,"[899, 979, 516, 708, 800, 958, 218, 984, 759, 960]","[""南乡子"", ""菩萨蛮"", ""水龙吟"", ""念奴娇"", ""八月十七日天竺山送桂花分贈元素"", ""蝶恋花"", ""如梦令"", ""贺新郎"", ""南柯子"", ""定风波""]","[0.5208, 0.4527, 0.4417, 0.439, 0.4027, 0.4018, 0.399, 0.383, 0.3826, 0.3715]","[182, 764, 840, 603, 791, 481, 708, 608, 479, 919]","[""张园海棠"", ""蓼 花"", ""采菊篇"", ""榴 花"", ""曼陀罗"", ""喜迁莺"", ""念奴娇"", ""贺新郎"", ""扬州慢"", ""芙蓉""]","[0.9364, 0.9288, 0.9236, 0.9221, 0.921, 0.9206, 0.9203, 0.9198, 0.9197, 0.9191]"
559,定风波,杜鹃,宋,"[466, 505, 136, 223, 154, 958, 225, 608, 955, 515]","[""贺新郎"", ""如梦"", ""孤雁儿"", ""二月二十四夜饮海棠下作"", ""沁园春"", ""蝶恋花"", ""摸鱼儿"", ""贺新郎"", ""种红梅一株于竹下赋此"", ""水龙吟""]","[0.5593, 0.5502, 0.538, 0.5171, 0.5033, 0.4973, 0.491, 0.4779, 0.4638, 0.4556]","[542, 227, 600, 202, 185, 543, 225, 595, 934, 495]","[""浪淘沙"", ""绯桃花歌"", ""西园石榴开"", ""赏海棠三绝"", ""海 棠"", ""水龙吟"", ""摸鱼儿"", ""咏邻女东窗海石榴"", ""叹庭前甘菊花"", ""柳花词三首""]","[0.9444, 0.9306, 0.9303, 0.9279, 0.9277, 0.9265, 0.9261, 0.9259, 0.9233, 0.9232]"
564,赋虞美人草,虞美人,宋,"[897, 136, 896, 841, 149, 951, 221, 949, 601, 699]","[""鹧鸪天"", ""孤雁儿"", ""卖花声"", ""山园草间菊数枝开，席地独酌"", ""疏 影"", ""红梅四首(其一)"", ""南乡子"", ""红 梅"", ""榴 花"", ""踏莎行""]","[0.4019, 0.3934, 0.3011, 0.2973, 0.2954, 0.2953, 0.2856, 0.2592, 0.2528, 0.2512]","[569, 944, 829, 521, 610, 983, 223, 974, 5, 155]","[""虞美人"", ""红 梅"", ""咏金钱花"", ""木棉花歌"", ""石竹花"", ""庆宫春"", ""二月二十四夜饮海棠下作"", ""水 仙"", ""和秦太虚梅花"", ""贺新郎""]","[0.9338, 0.9268, 0.9247, 0.9233, 0.9229, 0.9224, 0.9212, 0.9209, 0.9207, 0.9207]"
569,虞美人,虞美人,清,"[951, 840, 183, 603, 255, 747, 228, 774, 321, 986]","[""红梅四首(其一)"", ""采菊篇"", ""海棠歌"", ""榴 花"", ""潘岳爱桃"", ""槿"", ""桃 花"", ""题画鸡冠花"", ""梨 花"", ""荀秀才送蜡梅十枝奇甚为赋此诗""]","[0.3024, 0.2934, 0.2777, 0.2685, 0.2543, 0.2322, 0.226, 0.2124, 0.2051, 0.2]","[564, 974, 699, 983, 944, 155, 702, 704, 638, 956]","[""赋虞美人草"", ""水 仙"", ""踏莎行"", ""庆宫春"", ""红 梅"", ""贺新郎"", ""洞仙歌令"", ""水龙吟白莲"", ""采莲曲"", ""留春 令""]","[0.9338, 0.9183, 0.9076, 0.9053, 0.9044, 0.904, 0.9034, 0.9018, 0.9007, 0.9]"
610,石竹花,石竹,宋,"[966, 979, 600, 939, 781, 609, 961, 899, 900, 544]","[""水仙花"", ""菩萨蛮"", ""西园石榴开"", ""野菊再奉座主闲闲公命作"", ""紫 薇"", ""石竹咏"", ""王充道送水仙花五十枝"", ""南乡子"", ""小桃红"", ""望海潮""]","[0.3422, 0.3078, 0.304, 0.2882, 0.2859, 0.2742, 0.2677, 0.2632, 0.2572, 0.2572]","[612, 962, 596, 909, 227, 611, 955, 834, 470, 937]","[""赋石竹"", ""水仙花"", ""赋园中所有"", ""邵伯梵行寺山茶"", ""绯桃花歌"", ""石竹花"", ""种红梅一株于竹下赋此"", ""饮 酒（其五）"", ""金沙花"", ""野菊""]","[0.9542, 0.9431, 0.938, 0.9375, 0.9361, 0.9361, 0.9356, 0.9354, 0.935, 0.9349]"
600,西园石榴开,榴花,宋,"[979, 291, 179, 495, 856, 516, 610, 696, 899, 939]","[""菩萨蛮"", ""画堂春"", ""折海棠戏赠圣俞"", ""柳花词三首"", ""晚香轩"", ""水龙吟"", ""石竹花"", ""玉楼春"", ""南乡子"", ""野菊再奉座主闲闲公命作""]","[0.4579, 0.4114, 0.3957, 0.3329, 0.3324, 0.3209, 0.304, 0.2969, 0.2947, 0.2813]","[598, 601, 599, 595, 388, 227, 187, 228, 179, 791]","[""榴 花"", ""榴 花"", ""海 榴"", ""咏邻女东窗海石榴"", ""惜牡丹花"", ""绯桃花歌"", ""海棠"", ""桃 花"", ""折海棠戏赠圣俞"", ""曼陀罗""]","[0.9693, 0.9664, 0.9643, 0.9566, 0.949, 0.9458, 0.9457, 0.9447, 0.9428, 0.9426]"
595,咏邻女东窗海石榴,榴花,唐,"[793, 564, 949, 946, 601, 774, 599, 609, 796, 226]","[""咏 桂"", ""赋虞美人草"", ""红 梅"", ""红 梅"", ""榴 花"", ""题画鸡冠花"", ""海 榴"", ""石竹咏"", ""桂 花"", ""风雨看舟前落花戏为新句""]","[0.762, 0.2436, 0.2322, 0.2142, 0.1978, 0.1811, 0.1746, 0.1742, 0.1705, 0.1696]","[598, 600, 599, 228, 187, 601, 470, 226, 227, 179]","[""榴 花"", ""西园石榴开"", ""海 榴"", ""桃 花"", ""海棠"", ""榴 花"", ""金沙花"", ""风雨看舟前落花戏为新句"", ""绯桃花歌"", ""折海棠戏赠圣俞""]","[0.9655, 0.9566, 0.9504, 0.9479, 0.947, 0.9446, 0.9419, 0.9385, 0.938, 0.9363]"
596,赋园中所有,榴花,宋,"[5, 985, 181, 933, 917, 182, 609, 909, 906, 6]","[""和秦太虚梅花"", ""蜡梅一首贈赵景貺"", ""寓居定惠院之东，杂花溝山，有海棠一株，土人不知贵也"", ""咏甘菊"", ""王伯扬所藏赵昌芙蓉"", ""张园海棠"", ""石竹咏"", ""邵伯梵行寺山茶"", ""茶轩为陈惟寅赋"", ""十一月二十六日，松风亭下梅花盛开，""]","[0.5382, 0.4929, 0.477, 0.4398, 0.4301, 0.4296, 0.3611, 0.3601, 0.3592, 0.3462]","[601, 599, 610, 600, 603, 611, 962, 470, 612, 934]","[""榴 花"", ""海 榴"", ""石竹花"", ""西园石榴开"", ""榴 花"", ""石竹花"", ""水仙花"", ""金沙花"", ""赋石竹"", ""叹庭前甘菊花""]","[0.9425, 0.941, 0.938, 0.9364, 0.9356, 0.9325, 0.9323, 0.9312, 0.9306, 0.9296]"
597,榴 花,榴花,明,"[609, 934, 179, 747, 995, 909, 596, 421, 834, 847]","[""石竹咏"", ""叹庭前甘菊花"", ""折海棠戏赠圣俞"", ""槿"", ""瑞香花"", ""邵伯梵行寺山茶"", ""赋园中所有"", ""兰 花"", ""饮 酒（其五）"", ""八月二十八日子容过对菊""]","[0.2666, 0.2582, 0.2326, 0.2318, 0.2072, 0.2029, 0.2011, 0.1835, 0.1829, 0.1772]","[601, 346, 600, 225, 997, 748, 465, 466, 996, 495]","[""榴 花"", ""木 兰"", ""西园石榴开"", ""摸鱼儿"", ""咏瑞香"", ""槿 花(其-)"", ""玲珑四犯"", ""贺新郎"", ""瑞香花新开(五首之一)"", ""柳花词三首""]","[0.9366, 0.9305, 0.9251, 0.9247, 0.9225, 0.9198, 0.9186, 0.9171, 0.9171, 0.9164]"
608,贺新郎,榴花,宋,"[406, 136, 958, 466, 155, 149, 481, 512, 543, 703]","[""水龙吟"", ""孤雁儿"", ""蝶恋花"", ""贺新郎"", ""贺新郎"", ""疏 影"", ""喜迁莺"", ""声声慢"", ""水龙吟"", ""水龙吟""]","[0.5839, 0.5428, 0.5338, 0.5269, 0.5146, 0.5103, 0.5083, 0.506, 0.5019, 0.5016]","[607, 708, 603, 701, 218, 817, 470, 764, 702, 639]","[""庆清朝"", ""念奴娇"", ""榴 花"", ""惜红衣"", ""如梦令"", ""古香慢"", ""金沙花"", ""蓼 花"", ""洞仙歌令"", ""奉酬卢给事云夫四兄曲江荷花行见寄并呈上钱七兄阁老张十八助教""]","[0.9472, 0.9447, 0.9446, 0.9444, 0.9394, 0.9393, 0.939, 0.9384, 0.937, 0.9361]"
598,榴 花,榴花,金,"[937, 614, 952, 227, 944, 983, 706, 903, 975, 339]","[""野菊"", ""雨过山村"", ""红梅四首(其二)"", ""绯桃花歌"", ""红 梅"", ""庆宫春"", ""迈陂塘"", ""绛都春"", ""水仙花"", ""绣 球""]","[0.5387, 0.4987, 0.4493, 0.4487, 0.4463, 0.3744, 0.3407, 0.3266, 0.3112, 0.3078]","[600, 595, 599, 601, 388, 791, 187, 179, 228, 470]","[""西园石榴开"", ""咏邻女东窗海石榴"", ""海 榴"", ""榴 花"", ""惜牡丹花"", ""曼陀罗"", ""海棠"", ""折海棠戏赠圣俞"", ""桃 花"", ""金沙花""]","[0.9693, 0.9655, 0.9524, 0.9522, 0.9469, 0.9443, 0.9423, 0.9421, 0.9397, 0.9386]"
615,栀 子,栀子花,宋,"[756, 465, 974, 872, 951, 955, 329, 792, 228, 612]","[""白秋海棠"", ""玲珑四犯"", ""水 仙"", ""题菊花"", ""红梅四首(其一)"", ""种红梅一株于竹下赋此"", ""腊前月季"", ""春桂问答二首"", ""桃 花"", ""赋石竹""]","[0.3222, 0.2696, 0.2283, 0.2269, 0.2227, 0.2174, 0.2158, 0.2123, 0.2085, 0.2063]","[746, 948, 756, 601, 187, 637, 824, 260, 791, 789]","[""白槿花"", ""红 梅"", ""白秋海棠"", ""榴 花"", ""海棠"", ""观鑫"", ""菩萨蛮"", ""露 华"", ""曼陀罗"", ""金钗股""]","[0.9351, 0.9343, 0.9336, 0.9328, 0.9327, 0.9285, 0.9277, 0.927, 0.927, 0.9259]"
599,海 榴,榴花,唐,"[946, 2, 837, 749, 369, 157, 847, 781, 607, 179]","[""红 梅"", ""咏梅花"", ""菊 花"", ""咏槿花"", ""牡 丹"", ""代迎春花招刘郎中"", ""八月二十八日子容过对菊"", ""紫 薇"", ""庆清朝"", ""折海棠戏赠圣俞""]","[0.3884, 0.304, 0.2563, 0.244, 0.2172, 0.199, 0.198, 0.1894, 0.1892, 0.1852]","[600, 601, 598, 595, 187, 603, 596, 185, 470, 179]","[""西园石榴开"", ""榴 花"", ""榴 花"", ""咏邻女东窗海石榴"", ""海棠"", ""榴 花"", ""赋园中所有"", ""海 棠"", ""金沙花"", ""折海棠戏赠圣俞""]","[0.9643, 0.9564, 0.9524, 0.9504, 0.9445, 0.9415, 0.941, 0.9381, 0.9367, 0.9363]"
614,雨过山村,栀子花,唐,"[598, 944, 227, 952, 706, 363, 975, 983, 937, 339]","[""榴 花"", ""红 梅"", ""绯桃花歌"", ""红梅四首(其二)"", ""迈陂塘"", ""远公亭牡丹"", ""水仙花"", ""庆宫春"", ""野菊"", ""绣 球""]","[0.4987, 0.3793, 0.3717, 0.3651, 0.3557, 0.3482, 0.3181, 0.3016, 0.2906, 0.2664]","[637, 984, 708, 701, 979, 355, 903, 834, 707, 470]","[""观鑫"", ""贺新郎"", ""念奴娇"", ""惜红衣"", ""菩萨蛮"", ""东风第一枝"", ""绛都春"", ""饮 酒（其五）"", ""迈陂塘"", ""金沙花""]","[0.9327, 0.9299, 0.9277, 0.9269, 0.9266, 0.9253, 0.9247, 0.9243, 0.9232, 0.9217]"
601,榴 花,榴花,宋,"[946, 2, 225, 985, 791, 6, 564, 179, 154, 999]","[""红 梅"", ""咏梅花"", ""摸鱼儿"", ""蜡梅一首贈赵景貺"", ""曼陀罗"", ""十一月二十六日，松风亭下梅花盛开，"", ""赋虞美人草"", ""折海棠戏赠圣俞"", ""沁园春"", ""西江月""]","[0.4006, 0.399, 0.3036, 0.2986, 0.2877, 0.2684, 0.2528, 0.2512, 0.2488, 0.2167]","[600, 599, 598, 595, 934, 948, 596, 603, 470, 748]","[""西园石榴开"", ""海 榴"", ""榴 花"", ""咏邻女东窗海石榴"", ""叹庭前甘菊花"", ""红 梅"", ""赋园中所有"", ""榴 花"", ""金沙花"", ""槿 花(其-)""]","[0.9664, 0.9564, 0.9522, 0.9446, 0.9444, 0.9442, 0.9425, 0.942, 0.9414, 0.9409]"
603,榴 花,榴花,唐,"[611, 954, 609, 569, 872, 219, 840, 926, 824, 857]","[""石竹花"", ""题红梅"", ""石竹咏"", ""虞美人"", ""题菊花"", ""如梦令"", ""采菊篇"", ""窗前木芙蓉"", ""菩萨蛮"", ""晚香轩""]","[0.2922, 0.2875, 0.2708, 0.2685, 0.2572, 0.2207, 0.2038, 0.1985, 0.1977, 0.1917]","[607, 223, 608, 470, 179, 181, 934, 521, 601, 599]","[""庆清朝"", ""二月二十四夜饮海棠下作"", ""贺新郎"", ""金沙花"", ""折海棠戏赠圣俞"", ""寓居定惠院之东，杂花溝山，有海棠一株，土人不知贵也"", ""叹庭前甘菊花"", ""木棉花歌"", ""榴 花"", ""海 榴""]","[0.9472, 0.9457, 0.9446, 0.9439, 0.9437, 0.9434, 0.9425, 0.9421, 0.942, 0.9415]"
607,庆清朝,榴花,宋,"[960, 185, 983, 182, 748, 505, 440, 915, 472, 749]","[""定风波"", ""海 棠"", ""庆宫春"", ""张园海棠"", ""槿 花(其-)"", ""如梦"", ""六 丑"", ""木兰花慢"", ""后土庙琼花诗二首"", ""咏槿花""]","[0.4892, 0.4307, 0.422, 0.4015, 0.3806, 0.3526, 0.337, 0.3313, 0.3311, 0.3253]","[608, 603, 817, 959, 481, 259, 185, 479, 218, 642]","[""贺新郎"", ""榴 花"", ""古香慢"", ""小重山"", ""喜迁莺"", ""定风波"", ""海 棠"", ""扬州慢"", ""如梦令"", ""张静婉采莲曲""]","[0.9472, 0.9472, 0.9453, 0.9427, 0.9372, 0.9361, 0.9349, 0.9339, 0.9338, 0.9329]"
