poem_poem_id,诗名,花名,朝代,poem_top10_ids,poem_top10_names,poem_top10_scores,ana_top10_ids,ana_top10_names,ana_top10_scores
612,赋石竹,石竹,元,"[789, 637, 915, 996, 938, 421, 791, 187, 615, 792]","[""金钗股"", ""观鑫"", ""木兰花慢"", ""瑞香花新开(五首之一)"", ""野菊座主闲闲公命作"", ""兰 花"", ""曼陀罗"", ""海棠"", ""栀 子"", ""春桂问答二首""]","[0.4127, 0.3344, 0.325, 0.238, 0.2369, 0.235, 0.225, 0.2101, 0.2063, 0.1882]","[610, 934, 909, 749, 470, 798, 611, 601, 185, 363]","[""石竹花"", ""叹庭前甘菊花"", ""邵伯梵行寺山茶"", ""咏槿花"", ""金沙花"", ""岩 桂"", ""石竹花"", ""榴 花"", ""海 棠"", ""远公亭牡丹""]","[0.9542, 0.9405, 0.9376, 0.9373, 0.9366, 0.9365, 0.9362, 0.9355, 0.9354, 0.9323]"
609,石竹咏,石竹,唐,"[746, 596, 226, 872, 934, 291, 179, 610, 603, 917]","[""白槿花"", ""赋园中所有"", ""风雨看舟前落花戏为新句"", ""题菊花"", ""叹庭前甘菊花"", ""画堂春"", ""折海棠戏赠圣俞"", ""石竹花"", ""榴 花"", ""王伯扬所藏赵昌芙蓉""]","[0.3798, 0.3611, 0.3367, 0.311, 0.2999, 0.2837, 0.2778, 0.2742, 0.2708, 0.2702]","[610, 596, 223, 834, 707, 612, 255, 833, 949, 962]","[""石竹花"", ""赋园中所有"", ""二月二十四夜饮海棠下作"", ""饮 酒（其五）"", ""迈陂塘"", ""赋石竹"", ""潘岳爱桃"", ""和郭主簿二首(其二)"", ""红 梅"", ""水仙花""]","[0.9299, 0.9275, 0.9193, 0.9162, 0.9153, 0.9126, 0.9122, 0.9116, 0.9108, 0.9096]"
611,石竹花,石竹,宋,"[663, 603, 872, 388, 953, 909, 600, 266, 781, 369]","[""白 莲"", ""榴 花"", ""题菊花"", ""惜牡丹花"", ""题延平刘郎中廷信所藏红梅"", ""邵伯梵行寺山茶"", ""西园石榴开"", ""杏‘ 花"", ""紫 薇"", ""牡 丹""]","[0.2943, 0.2922, 0.2919, 0.2878, 0.2755, 0.2349, 0.2255, 0.2186, 0.199, 0.1891]","[937, 791, 857, 470, 979, 934, 853, 223, 179, 363]","[""野菊"", ""曼陀罗"", ""晚香轩"", ""金沙花"", ""菩萨蛮"", ""叹庭前甘菊花"", ""刘员外寄移菊"", ""二月二十四夜饮海棠下作"", ""折海棠戏赠圣俞"", ""远公亭牡丹""]","[0.9478, 0.9465, 0.9456, 0.9456, 0.944, 0.9435, 0.9431, 0.9428, 0.9425, 0.9407]"
872,题菊花,菊花,唐,"[346, 609, 953, 219, 611, 926, 603, 995, 760, 791]","[""木 兰"", ""石竹咏"", ""题延平刘郎中廷信所藏红梅"", ""如梦令"", ""石竹花"", ""窗前木芙蓉"", ""榴 花"", ""瑞香花"", ""蝶恋花"", ""曼陀罗""]","[0.3262, 0.311, 0.3094, 0.3021, 0.2919, 0.2655, 0.2572, 0.2544, 0.25, 0.2409]","[939, 938, 856, 897, 841, 837, 857, 943, 853, 843]","[""野菊再奉座主闲闲公命作"", ""野菊座主闲闲公命作"", ""晚香轩"", ""鹧鸪天"", ""山园草间菊数枝开，席地独酌"", ""菊 花"", ""晚香轩"", ""如梦令"", ""刘员外寄移菊"", ""万年厉员外宅赏残菊""]","[0.9527, 0.95, 0.9495, 0.943, 0.9418, 0.9405, 0.9395, 0.9366, 0.9364, 0.9353]"
663,白 莲,木芙蓉,唐,"[962, 369, 843, 827, 829, 804, 611, 974, 345, 872]","[""水仙花"", ""牡 丹"", ""万年厉员外宅赏残菊"", ""滴滴金"", ""咏金钱花"", ""东城桂"", ""石竹花"", ""水 仙"", ""剪春罗"", ""题菊花""]","[0.5187, 0.4855, 0.4286, 0.3102, 0.2973, 0.2958, 0.2943, 0.249, 0.2393, 0.2267]","[834, 610, 470, 595, 601, 948, 934, 612, 857, 226]","[""饮 酒（其五）"", ""石竹花"", ""金沙花"", ""咏邻女东窗海石榴"", ""榴 花"", ""红 梅"", ""叹庭前甘菊花"", ""赋石竹"", ""晚香轩"", ""风雨看舟前落花戏为新句""]","[0.931, 0.9306, 0.9287, 0.9287, 0.9276, 0.9274, 0.9264, 0.9261, 0.9255, 0.9232]"
642,张静婉采莲曲,荷花,唐,"[260, 224, 817, 959, 440, 137, 512, 956, 703, 155]","[""露 华"", ""宴清都"", ""古香慢"", ""小重山"", ""六 丑"", ""江梅引"", ""声声慢"", ""留春 令"", ""水龙吟"", ""贺新郎""]","[0.5985, 0.5906, 0.5529, 0.5431, 0.487, 0.4765, 0.4711, 0.436, 0.4074, 0.3963]","[703, 704, 466, 607, 984, 187, 699, 791, 638, 959]","[""水龙吟"", ""水龙吟白莲"", ""贺新郎"", ""庆清朝"", ""贺新郎"", ""海棠"", ""踏莎行"", ""曼陀罗"", ""采莲曲"", ""小重山""]","[0.9416, 0.938, 0.9337, 0.9329, 0.9324, 0.9295, 0.9287, 0.9285, 0.9281, 0.9275]"
704,水龙吟白莲,虞美人,宋,"[984, 770, 768, 813, 915, 481, 956, 140, 406, 327]","[""贺新郎"", ""水龙吟蓼花"", ""迷仙引"", ""霜天晓角"", ""木兰花慢"", ""喜迁莺"", ""留春 令"", ""汉宫春"", ""水龙吟"", ""东风第一枝""]","[0.5698, 0.5236, 0.5076, 0.4941, 0.483, 0.4758, 0.4618, 0.4576, 0.4471, 0.4192]","[703, 817, 642, 984, 699, 959, 764, 903, 637, 608]","[""水龙吟"", ""古香慢"", ""张静婉采莲曲"", ""贺新郎"", ""踏莎行"", ""小重山"", ""蓼 花"", ""绛都春"", ""观鑫"", ""贺新郎""]","[0.9417, 0.9386, 0.938, 0.9329, 0.9301, 0.9295, 0.9287, 0.9286, 0.9285, 0.927]"
639,奉酬卢给事云夫四兄曲江荷花行见寄并呈上钱七兄阁老张十八助教,荷花,唐,"[832, 853, 895, 421, 979, 764, 824, 516, 495, 840]","[""蘋 花"", ""刘员外寄移菊"", ""阮郎归"", ""兰 花"", ""菩萨蛮"", ""蓼 花"", ""菩萨蛮"", ""水龙吟"", ""柳花词三首"", ""采菊篇""]","[1.0, 1.0, 1.0, 0.2637, 0.2424, 0.2171, 0.1851, 0.1699, 0.1632, 0.1566]","[708, 701, 702, 608, 699, 7, 817, 857, 369, 268]","[""念奴娇"", ""惜红衣"", ""洞仙歌令"", ""贺新郎"", ""踏莎行"", ""再用前韵"", ""古香慢"", ""晚香轩"", ""牡 丹"", ""杏 花""]","[0.9528, 0.9467, 0.9366, 0.9361, 0.9342, 0.9321, 0.9314, 0.9311, 0.9295, 0.9283]"
638,采莲曲,荷花,唐,"[219, 637, 472, 202, 345, 983, 707, 708, 834, 850]","[""如梦令"", ""观鑫"", ""后土庙琼花诗二首"", ""赏海棠三绝"", ""剪春罗"", ""庆宫春"", ""迈陂塘"", ""念奴娇"", ""饮 酒（其五）"", ""九 日""]","[0.3263, 0.3191, 0.314, 0.2804, 0.272, 0.2553, 0.2438, 0.2338, 0.2338, 0.229]","[636, 702, 607, 637, 642, 959, 703, 746, 975, 961]","[""采莲曲"", ""洞仙歌令"", ""庆清朝"", ""观鑫"", ""张静婉采莲曲"", ""小重山"", ""水龙吟"", ""白槿花"", ""水仙花"", ""王充道送水仙花五十枝""]","[0.9512, 0.9299, 0.9295, 0.9291, 0.9281, 0.9276, 0.9263, 0.9258, 0.9244, 0.9207]"
696,玉楼春,木芙蓉,明,"[226, 440, 783, 146, 905, 149, 259, 187, 600, 291]","[""风雨看舟前落花戏为新句"", ""六 丑"", ""芦 花"", ""一尊红"", ""茶轩为陈惟寅赋"", ""疏 影"", ""定风波"", ""海棠"", ""西园石榴开"", ""画堂春""]","[0.3948, 0.3861, 0.37, 0.3479, 0.3366, 0.3206, 0.3152, 0.2979, 0.2969, 0.2897]","[637, 703, 746, 984, 702, 642, 704, 835, 770, 615]","[""观鑫"", ""水龙吟"", ""白槿花"", ""贺新郎"", ""洞仙歌令"", ""张静婉采莲曲"", ""水龙吟白莲"", ""舟上采菊"", ""水龙吟蓼花"", ""栀 子""]","[0.9492, 0.9427, 0.9366, 0.9261, 0.9261, 0.9256, 0.925, 0.9248, 0.9246, 0.9237]"
637,观鑫,荷花,清,"[218, 704, 702, 612, 638, 900, 792, 544, 813, 211]","[""如梦令"", ""水龙吟白莲"", ""洞仙歌令"", ""赋石竹"", ""采莲曲"", ""小桃红"", ""春桂问答二首"", ""望海潮"", ""霜天晓角"", ""黄海棠""]","[0.3805, 0.3438, 0.3394, 0.3344, 0.3191, 0.3125, 0.3035, 0.3002, 0.2768, 0.2596]","[984, 696, 835, 703, 702, 701, 770, 857, 938, 903]","[""贺新郎"", ""玉楼春"", ""舟上采菊"", ""水龙吟"", ""洞仙歌令"", ""惜红衣"", ""水龙吟蓼花"", ""晚香轩"", ""野菊座主闲闲公命作"", ""绛都春""]","[0.9527, 0.9492, 0.9421, 0.9417, 0.9411, 0.94, 0.9381, 0.9371, 0.935, 0.9338]"
636,采莲曲,荷花,金,"[227, 952, 955, 638, 706, 944, 835, 915, 470, 707]","[""绯桃花歌"", ""红梅四首(其二)"", ""种红梅一株于竹下赋此"", ""采莲曲"", ""迈陂塘"", ""红 梅"", ""舟上采菊"", ""木兰花慢"", ""金沙花"", ""迈陂塘""]","[0.2742, 0.2333, 0.217, 0.2116, 0.1984, 0.1882, 0.1757, 0.1694, 0.1668, 0.1611]","[638, 699, 702, 637, 746, 642, 708, 703, 770, 470]","[""采莲曲"", ""踏莎行"", ""洞仙歌令"", ""观鑫"", ""白槿花"", ""张静婉采莲曲"", ""念奴娇"", ""水龙吟"", ""水龙吟蓼花"", ""金沙花""]","[0.9512, 0.9354, 0.9342, 0.9302, 0.9294, 0.9273, 0.9257, 0.9257, 0.9248, 0.9232]"
699,踏莎行,虞美人,宋,"[137, 703, 260, 932, 150, 512, 959, 770, 542, 140]","[""江梅引"", ""水龙吟"", ""露 华"", ""酷相思"", ""疏 影"", ""声声慢"", ""小重山"", ""水龙吟蓼花"", ""浪淘沙"", ""汉宫春""]","[0.5531, 0.5328, 0.5168, 0.5057, 0.5029, 0.4923, 0.4818, 0.4785, 0.4694, 0.4659]","[702, 703, 636, 639, 708, 608, 919, 704, 944, 259]","[""洞仙歌令"", ""水龙吟"", ""采莲曲"", ""奉酬卢给事云夫四兄曲江荷花行见寄并呈上钱七兄阁老张十八助教"", ""念奴娇"", ""贺新郎"", ""芙蓉"", ""水龙吟白莲"", ""红 梅"", ""定风波""]","[0.9419, 0.9356, 0.9354, 0.9342, 0.9326, 0.9321, 0.9311, 0.9301, 0.9299, 0.9296]"
701,惜红衣,虞美人,宋,"[521, 896, 221, 841, 708, 983, 136, 321, 707, 607]","[""木棉花歌"", ""卖花声"", ""南乡子"", ""山园草间菊数枝开，席地独酌"", ""念奴娇"", ""庆宫春"", ""孤雁儿"", ""梨 花"", ""迈陂塘"", ""庆清朝""]","[0.3548, 0.3538, 0.2669, 0.2664, 0.2543, 0.2322, 0.2176, 0.2163, 0.2012, 0.2]","[708, 639, 608, 702, 817, 637, 984, 857, 764, 835]","[""念奴娇"", ""奉酬卢给事云夫四兄曲江荷花行见寄并呈上钱七兄阁老张十八助教"", ""贺新郎"", ""洞仙歌令"", ""古香慢"", ""观鑫"", ""贺新郎"", ""晚香轩"", ""蓼 花"", ""舟上采菊""]","[0.9511, 0.9467, 0.9444, 0.9436, 0.9406, 0.94, 0.9344, 0.9326, 0.9321, 0.9311]"
702,洞仙歌令,虞美人,宋,"[957, 900, 218, 760, 703, 759, 327, 699, 958, 146]","[""玉楼春"", ""小桃红"", ""如梦令"", ""蝶恋花"", ""水龙吟"", ""南柯子"", ""东风第一枝"", ""踏莎行"", ""蝶恋花"", ""一尊红""]","[0.5618, 0.4885, 0.4881, 0.4865, 0.4839, 0.4699, 0.4617, 0.4395, 0.4331, 0.4231]","[708, 701, 699, 637, 835, 832, 770, 608, 639, 636]","[""念奴娇"", ""惜红衣"", ""踏莎行"", ""观鑫"", ""舟上采菊"", ""蘋 花"", ""水龙吟蓼花"", ""贺新郎"", ""奉酬卢给事云夫四兄曲江荷花行见寄并呈上钱七兄阁老张十八助教"", ""采莲曲""]","[0.948, 0.9436, 0.9419, 0.9411, 0.9407, 0.9384, 0.9376, 0.937, 0.9366, 0.9342]"
703,水龙吟,虞美人,宋,"[146, 542, 959, 140, 770, 260, 137, 957, 699, 817]","[""一尊红"", ""浪淘沙"", ""小重山"", ""汉宫春"", ""水龙吟蓼花"", ""露 华"", ""江梅引"", ""玉楼春"", ""踏莎行"", ""古香慢""]","[0.5913, 0.5882, 0.5846, 0.5806, 0.5804, 0.5797, 0.5477, 0.544, 0.5328, 0.5246]","[696, 637, 704, 642, 699, 984, 746, 919, 608, 702]","[""玉楼春"", ""观鑫"", ""水龙吟白莲"", ""张静婉采莲曲"", ""踏莎行"", ""贺新郎"", ""白槿花"", ""芙蓉"", ""贺新郎"", ""洞仙歌令""]","[0.9427, 0.9417, 0.9417, 0.9416, 0.9356, 0.9353, 0.9345, 0.9325, 0.9319, 0.9311]"
706,迈陂塘,虞美人,金,"[952, 479, 339, 983, 707, 227, 975, 896, 472, 932]","[""红梅四首(其二)"", ""扬州慢"", ""绣 球"", ""庆宫春"", ""迈陂塘"", ""绯桃花歌"", ""水仙花"", ""卖花声"", ""后土庙琼花诗二首"", ""酷相思""]","[0.631, 0.6139, 0.6085, 0.5848, 0.4922, 0.4737, 0.4577, 0.4403, 0.4191, 0.3972]","[707, 223, 834, 949, 857, 470, 611, 979, 850, 829]","[""迈陂塘"", ""二月二十四夜饮海棠下作"", ""饮 酒（其五）"", ""红 梅"", ""晚香轩"", ""金沙花"", ""石竹花"", ""菩萨蛮"", ""九 日"", ""咏金钱花""]","[0.9467, 0.9341, 0.9312, 0.9261, 0.9261, 0.924, 0.9224, 0.9222, 0.9219, 0.9192]"
707,迈陂塘,虞美人,元,"[706, 708, 521, 136, 896, 983, 982, 544, 479, 150]","[""迈陂塘"", ""念奴娇"", ""木棉花歌"", ""孤雁儿"", ""卖花声"", ""庆宫春"", ""金人捧露盘"", ""望海潮"", ""扬州慢"", ""疏 影""]","[0.4922, 0.4404, 0.3688, 0.3488, 0.3274, 0.312, 0.302, 0.2908, 0.2777, 0.2736]","[706, 979, 834, 223, 226, 470, 185, 850, 187, 938]","[""迈陂塘"", ""菩萨蛮"", ""饮 酒（其五）"", ""二月二十四夜饮海棠下作"", ""风雨看舟前落花戏为新句"", ""金沙花"", ""海 棠"", ""九 日"", ""海棠"", ""野菊座主闲闲公命作""]","[0.9467, 0.9459, 0.9409, 0.9398, 0.9396, 0.934, 0.9289, 0.9285, 0.9275, 0.9269]"
708,念奴娇,虞美人,宋,"[707, 544, 136, 982, 896, 704, 984, 954, 932, 915]","[""迈陂塘"", ""望海潮"", ""孤雁儿"", ""金人捧露盘"", ""卖花声"", ""水龙吟白莲"", ""贺新郎"", ""题红梅"", ""酷相思"", ""木兰花慢""]","[0.4404, 0.439, 0.3723, 0.3283, 0.3253, 0.3234, 0.3187, 0.2946, 0.2909, 0.2853]","[639, 701, 702, 608, 6, 603, 699, 7, 470, 369]","[""奉酬卢给事云夫四兄曲江荷花行见寄并呈上钱七兄阁老张十八助教"", ""惜红衣"", ""洞仙歌令"", ""贺新郎"", ""十一月二十六日，松风亭下梅花盛开，"", ""榴 花"", ""踏莎行"", ""再用前韵"", ""金沙花"", ""牡 丹""]","[0.9528, 0.9511, 0.948, 0.9447, 0.9374, 0.9333, 0.9326, 0.9326, 0.9325, 0.9325]"
759,南柯子,秋海棠,清,"[957, 770, 702, 760, 960, 327, 259, 900, 703, 218]","[""玉楼春"", ""水龙吟蓼花"", ""洞仙歌令"", ""蝶恋花"", ""定风波"", ""东风第一枝"", ""定风波"", ""小桃红"", ""水龙吟"", ""如梦令""]","[0.5482, 0.4876, 0.4699, 0.4596, 0.4488, 0.434, 0.4245, 0.4242, 0.421, 0.4198]","[543, 185, 833, 791, 770, 187, 226, 228, 221, 938]","[""水龙吟"", ""海 棠"", ""和郭主簿二首(其二)"", ""曼陀罗"", ""水龙吟蓼花"", ""海棠"", ""风雨看舟前落花戏为新句"", ""桃 花"", ""南乡子"", ""野菊座主闲闲公命作""]","[0.9389, 0.9373, 0.9352, 0.9337, 0.9329, 0.9324, 0.9307, 0.9287, 0.9287, 0.9285]"
756,白秋海棠,秋海棠,清,"[465, 137, 906, 339, 952, 343, 479, 817, 615, 224]","[""玲珑四犯"", ""江梅引"", ""茶轩为陈惟寅赋"", ""绣 球"", ""红梅四首(其二)"", ""念奴娇"", ""扬州慢"", ""古香慢"", ""栀 子"", ""宴清都""]","[0.5122, 0.4937, 0.4135, 0.4038, 0.36, 0.3562, 0.3367, 0.334, 0.3222, 0.3117]","[615, 746, 135, 696, 833, 637, 966, 260, 150, 759]","[""栀 子"", ""白槿花"", ""渔家傲"", ""玉楼春"", ""和郭主簿二首(其二)"", ""观鑫"", ""水仙花"", ""露 华"", ""疏 影"", ""南柯子""]","[0.9336, 0.9321, 0.9256, 0.9226, 0.9158, 0.9101, 0.9096, 0.9074, 0.9067, 0.9036]"
749,咏槿花,木槿,唐,"[798, 607, 937, 982, 983, 598, 748, 599, 944, 962]","[""岩 桂"", ""庆清朝"", ""野菊"", ""金人捧露盘"", ""庆宫春"", ""榴 花"", ""槿 花(其-)"", ""海 榴"", ""红 梅"", ""水仙花""]","[0.3395, 0.3253, 0.3084, 0.278, 0.2605, 0.2587, 0.2446, 0.244, 0.2405, 0.2371]","[185, 748, 746, 603, 363, 223, 612, 791, 764, 979]","[""海 棠"", ""槿 花(其-)"", ""白槿花"", ""榴 花"", ""远公亭牡丹"", ""二月二十四夜饮海棠下作"", ""赋石竹"", ""曼陀罗"", ""蓼 花"", ""菩萨蛮""]","[0.9468, 0.9462, 0.9422, 0.9409, 0.94, 0.9384, 0.9373, 0.9371, 0.9348, 0.9347]"
782,同儿曹赋芦花,芦花,金,"[796, 898, 702, 542, 2, 146, 959, 218, 440, 957]","[""桂 花"", ""鹪鸪天"", ""洞仙歌令"", ""浪淘沙"", ""咏梅花"", ""一尊红"", ""小重山"", ""如梦令"", ""六 丑"", ""玉楼春""]","[0.2688, 0.2618, 0.2496, 0.2469, 0.2456, 0.238, 0.2328, 0.232, 0.2239, 0.2095]","[783, 835, 834, 702, 226, 903, 701, 187, 637, 704]","[""芦 花"", ""舟上采菊"", ""饮 酒（其五）"", ""洞仙歌令"", ""风雨看舟前落花戏为新句"", ""绛都春"", ""惜红衣"", ""海棠"", ""观鑫"", ""水龙吟白莲""]","[0.9609, 0.9426, 0.9301, 0.9262, 0.9233, 0.923, 0.9216, 0.9205, 0.9201, 0.9197]"
747,槿,木槿,明,"[946, 906, 798, 614, 6, 756, 569, 597, 857, 840]","[""红 梅"", ""茶轩为陈惟寅赋"", ""岩 桂"", ""雨过山村"", ""十一月二十六日，松风亭下梅花盛开，"", ""白秋海棠"", ""虞美人"", ""榴 花"", ""晚香轩"", ""采菊篇""]","[0.3057, 0.2968, 0.2656, 0.2487, 0.2473, 0.2389, 0.2322, 0.2318, 0.2157, 0.2142]","[748, 225, 934, 612, 937, 746, 853, 227, 363, 749]","[""槿 花(其-)"", ""摸鱼儿"", ""叹庭前甘菊花"", ""赋石竹"", ""野菊"", ""白槿花"", ""刘员外寄移菊"", ""绯桃花歌"", ""远公亭牡丹"", ""咏槿花""]","[0.9393, 0.9287, 0.9252, 0.9248, 0.9244, 0.9236, 0.9219, 0.9217, 0.921, 0.9207]"
746,白槿花,木槿,元,"[833, 934, 609, 226, 856, 495, 291, 470, 696, 388]","[""和郭主簿二首(其二)"", ""叹庭前甘菊花"", ""石竹咏"", ""风雨看舟前落花戏为新句"", ""晚香轩"", ""柳花词三首"", ""画堂春"", ""金沙花"", ""玉楼春"", ""惜牡丹花""]","[0.4951, 0.4086, 0.3798, 0.3335, 0.2912, 0.288, 0.2543, 0.253, 0.2329, 0.2286]","[748, 749, 900, 696, 798, 853, 770, 615, 703, 789]","[""槿 花(其-)"", ""咏槿花"", ""小桃红"", ""玉楼春"", ""岩 桂"", ""刘员外寄移菊"", ""水龙吟蓼花"", ""栀 子"", ""水龙吟"", ""金钗股""]","[0.9493, 0.9422, 0.9369, 0.9366, 0.9359, 0.9357, 0.9356, 0.9351, 0.9345, 0.9342]"
760,蝶恋花,秋海棠,清,"[958, 957, 900, 702, 346, 759, 703, 343, 515, 995]","[""蝶恋花"", ""玉楼春"", ""小桃红"", ""洞仙歌令"", ""木 兰"", ""南柯子"", ""水龙吟"", ""念奴娇"", ""水龙吟"", ""瑞香花""]","[0.5541, 0.5135, 0.5093, 0.4865, 0.4687, 0.4596, 0.4559, 0.4523, 0.4518, 0.4277]","[185, 355, 791, 221, 746, 363, 225, 202, 505, 997]","[""海 棠"", ""东风第一枝"", ""曼陀罗"", ""南乡子"", ""白槿花"", ""远公亭牡丹"", ""摸鱼儿"", ""赏海棠三绝"", ""如梦"", ""咏瑞香""]","[0.9407, 0.937, 0.9342, 0.933, 0.9323, 0.9323, 0.9317, 0.9305, 0.929, 0.9287]"
748,槿 花(其-),木槿,唐,"[937, 960, 899, 157, 227, 363, 607, 388, 975, 268]","[""野菊"", ""定风波"", ""南乡子"", ""代迎春花招刘郎中"", ""绯桃花歌"", ""远公亭牡丹"", ""庆清朝"", ""惜牡丹花"", ""水仙花"", ""杏 花""]","[0.5314, 0.4296, 0.4131, 0.4013, 0.3996, 0.3902, 0.3806, 0.3555, 0.3408, 0.3282]","[746, 363, 934, 749, 388, 543, 791, 601, 900, 747]","[""白槿花"", ""远公亭牡丹"", ""叹庭前甘菊花"", ""咏槿花"", ""惜牡丹花"", ""水龙吟"", ""曼陀罗"", ""榴 花"", ""小桃红"", ""槿""]","[0.9493, 0.9488, 0.9486, 0.9462, 0.9428, 0.9426, 0.9425, 0.9409, 0.9394, 0.9393]"
764,蓼 花,蓼花,宋,"[421, 516, 259, 369, 979, 966, 987, 895, 853, 832]","[""兰 花"", ""水龙吟"", ""定风波"", ""牡 丹"", ""菩萨蛮"", ""水仙花"", ""戏咏蜡梅二首"", ""阮郎归"", ""刘员外寄移菊"", ""蘋 花""]","[0.3556, 0.2816, 0.2768, 0.2462, 0.2457, 0.2456, 0.2217, 0.2171, 0.2171, 0.2171]","[857, 791, 608, 919, 824, 481, 748, 749, 185, 701]","[""晚香轩"", ""曼陀罗"", ""贺新郎"", ""芙蓉"", ""菩萨蛮"", ""喜迁莺"", ""槿 花(其-)"", ""咏槿花"", ""海 棠"", ""惜红衣""]","[0.9435, 0.9429, 0.9384, 0.938, 0.9367, 0.9361, 0.935, 0.9348, 0.9324, 0.9321]"
783,芦 花,芦花,明,"[835, 696, 440, 259, 959, 768, 355, 224, 521, 321]","[""舟上采菊"", ""玉楼春"", ""六 丑"", ""定风波"", ""小重山"", ""迷仙引"", ""东风第一枝"", ""宴清都"", ""木棉花歌"", ""梨 花""]","[0.3727, 0.37, 0.3553, 0.2696, 0.2639, 0.2563, 0.2553, 0.2508, 0.2375, 0.2239]","[782, 903, 835, 796, 832, 834, 637, 944, 226, 696]","[""同儿曹赋芦花"", ""绛都春"", ""舟上采菊"", ""桂 花"", ""蘋 花"", ""饮 酒（其五）"", ""观鑫"", ""红 梅"", ""风雨看舟前落花戏为新句"", ""玉楼春""]","[0.9609, 0.9327, 0.9296, 0.9208, 0.9152, 0.915, 0.9139, 0.9093, 0.9092, 0.909]"
789,金钗股,金银花,清,"[612, 996, 995, 135, 791, 974, 962, 345, 343, 346]","[""赋石竹"", ""瑞香花新开(五首之一)"", ""瑞香花"", ""渔家傲"", ""曼陀罗"", ""水 仙"", ""水仙花"", ""剪春罗"", ""念奴娇"", ""木 兰""]","[0.4127, 0.3304, 0.3246, 0.2948, 0.2803, 0.2485, 0.2355, 0.2324, 0.21, 0.21]","[791, 979, 329, 827, 185, 900, 824, 746, 137, 363]","[""曼陀罗"", ""菩萨蛮"", ""腊前月季"", ""滴滴金"", ""海 棠"", ""小桃红"", ""菩萨蛮"", ""白槿花"", ""江梅引"", ""远公亭牡丹""]","[0.9501, 0.941, 0.9388, 0.9385, 0.938, 0.9372, 0.9364, 0.9342, 0.9337, 0.9332]"
791,曼陀罗,曼陀罗,宋,"[938, 702, 218, 792, 960, 900, 135, 346, 181, 917]","[""野菊座主闲闲公命作"", ""洞仙歌令"", ""如梦令"", ""春桂问答二首"", ""定风波"", ""小桃红"", ""渔家傲"", ""木 兰"", ""寓居定惠院之东，杂花溝山，有海棠一株，土人不知贵也"", ""王伯扬所藏赵昌芙蓉""]","[0.4123, 0.3623, 0.3423, 0.3416, 0.3393, 0.3354, 0.3329, 0.3311, 0.3179, 0.3037]","[185, 789, 363, 611, 857, 598, 840, 187, 900, 764]","[""海 棠"", ""金钗股"", ""远公亭牡丹"", ""石竹花"", ""晚香轩"", ""榴 花"", ""采菊篇"", ""海棠"", ""小桃红"", ""蓼 花""]","[0.9525, 0.9501, 0.9477, 0.9465, 0.9457, 0.9443, 0.944, 0.9436, 0.9434, 0.9429]"
768,迷仙引,蓼花,清,"[355, 704, 770, 481, 260, 146, 959, 699, 835, 224]","[""东风第一枝"", ""水龙吟白莲"", ""水龙吟蓼花"", ""喜迁莺"", ""露 华"", ""一尊红"", ""小重山"", ""踏莎行"", ""舟上采菊"", ""宴清都""]","[0.545, 0.5076, 0.4936, 0.4557, 0.4511, 0.4458, 0.4422, 0.4373, 0.4249, 0.3961]","[770, 962, 611, 938, 975, 703, 749, 696, 943, 982]","[""水龙吟蓼花"", ""水仙花"", ""石竹花"", ""野菊座主闲闲公命作"", ""水仙花"", ""水龙吟"", ""咏槿花"", ""玉楼春"", ""如梦令"", ""金人捧露盘""]","[0.931, 0.9193, 0.9188, 0.9187, 0.9158, 0.9156, 0.9153, 0.9138, 0.9133, 0.912]"
770,水龙吟蓼花,蓼花,清,"[260, 224, 817, 959, 140, 155, 355, 703, 137, 481]","[""露 华"", ""宴清都"", ""古香慢"", ""小重山"", ""汉宫春"", ""贺新郎"", ""东风第一枝"", ""水龙吟"", ""江梅引"", ""喜迁莺""]","[0.6561, 0.6163, 0.6153, 0.6084, 0.6074, 0.6021, 0.5814, 0.5804, 0.5727, 0.5661]","[835, 637, 900, 702, 791, 355, 961, 746, 346, 759]","[""舟上采菊"", ""观鑫"", ""小桃红"", ""洞仙歌令"", ""曼陀罗"", ""东风第一枝"", ""王充道送水仙花五十枝"", ""白槿花"", ""木 兰"", ""南柯子""]","[0.9434, 0.9381, 0.9379, 0.9376, 0.9372, 0.9372, 0.9367, 0.9356, 0.933, 0.9329]"
774,题画鸡冠花,鸡冠花,元,"[369, 804, 12, 521, 183, 268, 841, 896, 919, 569]","[""牡 丹"", ""东城桂"", ""十一月中旬扶风界见梅花"", ""木棉花歌"", ""海棠歌"", ""杏 花"", ""山园草间菊数枝开，席地独酌"", ""卖花声"", ""芙蓉"", ""虞美人""]","[0.2877, 0.2709, 0.2638, 0.2568, 0.2429, 0.2214, 0.2209, 0.214, 0.2139, 0.2124]","[595, 600, 521, 598, 470, 599, 228, 564, 966, 791]","[""咏邻女东窗海石榴"", ""西园石榴开"", ""木棉花歌"", ""榴 花"", ""金沙花"", ""海 榴"", ""桃 花"", ""赋虞美人草"", ""水仙花"", ""曼陀罗""]","[0.9307, 0.9228, 0.9224, 0.9196, 0.9175, 0.9132, 0.9125, 0.9113, 0.9092, 0.9091]"
