ID,诗名,花名,朝代,月份,正文_preview,top10_tokens,top5_preview
760,蝶恋花,秋海棠,清,七月,万朵春红难位置。直待秋宵，点就妆儿媚。墙畔绿萝阴满地，和烟笼,"[[""烟"", 0.05664035305380821], [""墙"", 0.04700418561697006], [""萝"", 0.043820276856422424], [""浪"", 0.03500431030988693], [""脂"", 0.03449215739965439], [""位"", 0.033208154141902924], [""窗"", 0.030650369822978973], [""蝶"", 0.030349096283316612], [""蜂"", 0.02966310642659664], [""宵"", 0.023682819679379463]]",烟、墙、萝、浪、脂
748,槿 花(其-),木槿,唐,七月,燕体伤风力， 鸡香积露文。 殷鲜一相杂， 啼笑两难分。 月里,"[[""岛"", 0.02669183351099491], [""商"", 0.022704683244228363], [""香"", 0.018542226403951645], [""云"", 0.017501438036561012], [""鸡"", 0.014759859070181847], [""和"", 0.012525324709713459], [""啼"", 0.012021557427942753], [""风"", 0.01198615599423647], [""坷"", 0.01184757985174656], [""花"", 0.010992560535669327]]",岛、商、香、云、鸡
764,蓼 花,蓼花,宋,七月,"夏砌绿茎秀， 秋檐红穗繁。
终然体不媚， 无那对虞翻。","[[""砌"", 0.11537241190671921], [""檐"", 0.09828294813632965], [""秋"", 0.09118981659412384], [""虞"", 0.07447254657745361], [""茎"", 0.048963867127895355], [""绿"", 0.04505476728081703], [""那"", 0.04194428399205208], [""媚"", 0.037439871579408646], [""夏"", 0.02754066325724125], [""秀"", 0.026717599481344223]]",砌、檐、秋、虞、茎
783,芦 花,芦花,明,七月,"江畔洲前白渺茫， 萧萧摵摵斗秋光。
轻风乱播漫天雪， 斜月微","[[""风"", 0.03589075803756714], [""岸"", 0.03341810032725334], [""江"", 0.032318901270627975], [""天"", 0.029594745486974716], [""香"", 0.025718245655298233], [""洲"", 0.024524467065930367], [""树"", 0.02366219460964203], [""雪"", 0.02351870760321617], [""琼"", 0.022162707522511482], [""摵"", 0.02075609378516674]]",风、岸、江、天、香
789,金钗股,金银花,清,七月,"金虎胎含素， 黄银瑞出云。
参差随意染， 深浅一香薰。
雾鬓","[[""云"", 0.06258833408355713], [""香"", 0.051284655928611755], [""烟"", 0.042915377765893936], [""韵"", 0.03938344493508339], [""士"", 0.037635281682014465], [""胎"", 0.037504643201828], [""鬟"", 0.033006370067596436], [""含"", 0.02977072261273861], [""鬓"", 0.0292726531624794], [""翠"", 0.028038807213306427]]",云、香、烟、韵、士
791,曼陀罗,曼陀罗,宋,七月,"我圃殊不俗， 翠蕤敷玉房。
秋风不敢吹， 谓是天上香。
烟迷","[[""房"", 0.06195485591888428], [""露"", 0.043637774884700775], [""翠"", 0.04275929927825928], [""烟"", 0.03933735936880112], [""梦"", 0.0301160030066967], [""昂"", 0.023379869759082794], [""金"", 0.02113395929336548], [""调"", 0.020262248814105988], [""天"", 0.019482702016830444], [""圃"", 0.01776275411248207]]",房、露、翠、烟、梦
768,迷仙引,蓼花,清,七月,断续寒汀，容与芳洲，斜倚高岸。移近山茨，绿葵定得相伴。爱冷红,"[[""荷"", 0.03611360490322113], [""香"", 0.03606896847486496], [""水"", 0.028918951749801636], [""寒"", 0.028462614864110947], [""洲"", 0.023811429738998413], [""葵"", 0.021688777953386307], [""雨"", 0.01985548622906208], [""雪"", 0.017509017139673233], [""冷"", 0.017475735396146774], [""绿"", 0.01611478440463543]]",荷、香、水、寒、洲
770,水龙吟蓼花,蓼花,清,七月,小红开遍遥汀，明漪倒浸玲珑影。花工似惜，秋容催老，堵莲千柄。,"[[""阳"", 0.018135197460651398], [""香"", 0.017327897250652313], [""婀"", 0.01707659289240837], [""烟"", 0.015879778191447258], [""珞"", 0.015581328421831131], [""玲"", 0.015445826575160027], [""冷"", 0.014491933397948742], [""花"", 0.014269549399614334], [""娜"", 0.014125400222837925], [""虹"", 0.01411084271967411]]",阳、香、婀、烟、珞
774,题画鸡冠花,鸡冠花,元,七月,"何处一声天下白，霜华晚拂绛云冠。
、五陵斗罢归来后，独立秋亭","[[""斗"", 0.10131798684597015], [""云"", 0.06732109189033508], [""血"", 0.062276896089315414], [""霜"", 0.0604504719376564], [""五"", 0.05892062932252884], [""华"", 0.053089678287506104], [""声"", 0.04959847033023834], [""独"", 0.031927913427352905], [""处"", 0.028340142220258713], [""陵"", 0.027446262538433075]]",斗、云、血、霜、五
781,紫 薇,紫薇,宋,七月,"钟鼓楼前官样花， 谁令流落到天涯。
少年妄想今除尽， 但爱清","[[""钟"", 0.15582530200481415], [""霞"", 0.14384372532367706], [""天"", 0.09029161930084229], [""花"", 0.07111417502164841], [""清"", 0.06918404251337051], [""浸"", 0.06504219770431519], [""落"", 0.05689923092722893], [""楼"", 0.04980598762631416], [""鼓"", 0.030379971489310265], [""樽"", 0.028922783210873604]]",钟、霞、天、花、清
800,八月十七日天竺山送桂花分贈元素,桂花,宋,八月,月缺霜浓细蕊干， 此花元属玉堂仙。鹫峰子落惊前夜， 蟾窟枝空,"[[""堂"", 0.04735890030860901], [""清"", 0.04470460116863251], [""峰"", 0.041579797863960266], [""涧"", 0.03567883372306824], [""裓"", 0.03307049348950386], [""夜"", 0.028409896418452263], [""介"", 0.023570319637656212], [""裙"", 0.02103721909224987], [""月"", 0.02059219963848591], [""纫"", 0.01981659047305584]]",堂、清、峰、涧、裓
804,东城桂,桂花,唐,八月,"子堕本从天竺寺， 根盘今在阖闾城。
当时应逐南风落， 落向人","[[""城"", 0.09445910900831223], [""根"", 0.07961185276508331], [""风"", 0.0767383798956871], [""堕"", 0.0708257183432579], [""盘"", 0.06083093583583832], [""竺"", 0.04958698898553848], [""落"", 0.04153196141123772], [""天"", 0.041428614407777786], [""生"", 0.03425642102956772], [""闾"", 0.02921757474541664]]",城、根、风、堕、盘
817,古香慢,桂花,宋,八月,怨娥坠柳，离佩摇，霜讯南圃。漫忆桥扉，倚竹袖寒日暮。还问月中,"[[""雨"", 0.02473362162709236], [""浩"", 0.023041442036628723], [""藓"", 0.020607806742191315], [""阳"", 0.018024342134594917], [""佩"", 0.01629183441400528], [""月"", 0.01578032597899437], [""粟"", 0.014898054301738739], [""云"", 0.014710529707372189], [""柳"", 0.013379002921283245], [""竹"", 0.013235747814178467]]",雨、浩、藓、阳、佩
824,菩萨蛮,秋葵,宋,八月,秋花最是黄葵好，天然嫩态迎春早。染得道家衣，淡妆梳洗时。 晚,"[[""是"", 0.03210223466157913], [""露"", 0.028432682156562805], [""道"", 0.028072616085410118], [""洗"", 0.02561943605542183], [""一"", 0.025160757824778557], [""清"", 0.023794928565621376], [""云"", 0.023606406524777412], [""染"", 0.023267455399036407], [""然"", 0.022570470348000526], [""便"", 0.02244490198791027]]",是、露、道、洗、一
827,滴滴金,滴滴金,宋,八月,九秋瑞露滴成芽，不是榆花即桂花。星女月娥宫不锁，：天风吹落野,"[[""花"", 0.0770336464047432], [""风"", 0.05717490240931511], [""星"", 0.05619529262185097], [""月"", 0.05420154333114624], [""芽"", 0.04189329594373703], [""人"", 0.039331067353487015], [""娥"", 0.035795558243989944], [""露"", 0.03471091389656067], [""锁"", 0.03267928957939148], [""秋"", 0.03194429352879524]]",花、风、星、月、芽
829,咏金钱花,金钱花,唐,八月,"占得佳名绕树芳，依依相伴向秋光。
若教此物也收贮，应被豪门尽","[[""物"", 0.1020161435008049], [""名"", 0.0934293270111084], [""秋"", 0.07535964995622635], [""树"", 0.05198845639824867], [""光"", 0.051978856325149536], [""豪"", 0.051272861659526825], [""将"", 0.04552137479186058], [""门"", 0.04377127066254616], [""佳"", 0.03759293630719185], [""芳"", 0.02757187932729721]]",物、名、秋、树、光
832,蘋 花,蘋花,清,八月,nan,[],
857,晚香轩,菊花,明,八月,"焉知老子非元亮， 请看黄花满白沙。
剩有香醪共采采， 何须蜡","[[""花"", 0.08090384304523468], [""蜡"", 0.06506727635860443], [""沙"", 0.06496476382017136], [""采"", 0.036355581134557724], [""醪"", 0.03320636600255966], [""风"", 0.026745444163680077], [""雨"", 0.025669388473033905], [""株"", 0.0235693771392107], [""屐"", 0.023016387596726418], [""白"", 0.022667033597826958]]",花、蜡、沙、采、醪
856,晚香轩,菊花,明,八月,"不畏风霜向晚欺， 独开众卉已凋时。
地荒老圃苔三径， 节过重","[[""山"", 0.10178021341562271], [""风"", 0.04664267227053642], [""阳"", 0.04355723410844803], [""轩"", 0.03584322705864906], [""圃"", 0.034996505826711655], [""苔"", 0.03239066153764725], [""寒"", 0.023214399814605713], [""雨"", 0.022667063400149345], [""篱"", 0.0224778912961483], [""赋"", 0.019450776278972626]]",山、风、阳、轩、圃
798,岩 桂,桂花,宋,八月,"要玉黏枝细， 青云剪叶齐。
团团岩下桂， 表表木中犀。
江树","[[""花"", 0.07108151912689209], [""山"", 0.07028049230575562], [""玉"", 0.05855382978916168], [""岩"", 0.04512547329068184], [""枝"", 0.04105060547590256], [""叶"", 0.04029398038983345], [""云"", 0.02891586162149906], [""桂"", 0.02698906697332859], [""薰"", 0.025414766743779182], [""犀"", 0.02393917553126812]]",花、山、玉、岩、枝
853,刘员外寄移菊,菊花,唐,八月,nan,[],
796,桂 花,桂花,元,八月,"桂花留晚色， 帘影淡秋光。
靡靡风还落， 菲菲夜未央。
玉绳","[[""园"", 0.057440537959337234], [""花"", 0.0443752147257328], [""帘"", 0.04288024082779884], [""梦"", 0.03683019056916237], [""绳"", 0.03271719068288803], [""夜"", 0.02578035742044449], [""鸭"", 0.025588935241103172], [""月"", 0.024487854912877083], [""桂"", 0.0204149316996336], [""金"", 0.018333785235881805]]",园、花、帘、梦、绳
850,九 日,菊花,明,八月,三载重阳菊， 开时不在家。何期今日酒， 忽对故园花。野旷云连,"[[""酒"", 0.051134586334228516], [""寒"", 0.03958726301789284], [""阳"", 0.037918537855148315], [""菊"", 0.035878345370292664], [""载"", 0.03560207039117813], [""园"", 0.031340815126895905], [""忽"", 0.029764285311102867], [""花"", 0.02965816669166088], [""沙"", 0.02557460032403469], [""云"", 0.025543607771396637]]",酒、寒、阳、菊、载
793,咏 桂,桂花,唐,八月,"世人种桃李， 多在金张门。
攀折争捷径， 及此春风暄。
一朝","[[""霜"", 0.09307315200567245], [""叶"", 0.04042612016201019], [""李"", 0.03620842844247818], [""桂"", 0.026692336425185204], [""人"", 0.025390859693288803], [""桃"", 0.025184810161590576], [""园"", 0.024953996762633324], [""金"", 0.022665485739707947], [""山"", 0.022595040500164032], [""绿"", 0.021436555311083794]]",霜、叶、李、桂、人
792,春桂问答二首,桂花,唐,八月,"问春桂： 桃李正芬华。年光随处满， 何事独无花？
春桂答： ","[[""独"", 0.03133805841207504], [""桂"", 0.030724644660949707], [""何"", 0.025950457900762558], [""事"", 0.025239793583750725], [""处"", 0.023618023842573166], [""否"", 0.023610414937138557], [""钜"", 0.02335876040160656], [""风"", 0.023101747035980225], [""正"", 0.02257302589714527], [""答"", 0.022170698270201683]]",独、桂、何、事、处
813,霜天晓角,桂花,宋,八月,绿云剪叶，低护黄金屑。占断花中声誉，香与韵、 两清洁。 胜绝,"[[""犹"", 0.05242222175002098], [""香"", 0.03430113196372986], [""洁"", 0.030859442427754402], [""露"", 0.027582241222262383], [""清"", 0.025461271405220032], [""听"", 0.024765657261013985], [""护"", 0.024363089352846146], [""月"", 0.022432979196310043], [""声"", 0.021572304889559746], [""庭"", 0.020135432481765747]]",犹、香、洁、露、清
839,墨菊二首(其二),菊花,明,九月,画菊不画香， 香空钜堪掬？画菊不画色， 色似花已俗。都无色香,"[[""堂"", 0.04080761596560478], [""香"", 0.036594606935977936], [""桃"", 0.03084452450275421], [""菊"", 0.029321303591132164], [""李"", 0.026259880512952805], [""不"", 0.018530458211898804], [""人"", 0.017604561522603035], [""世"", 0.01715359464287758], [""掬"", 0.0160500667989254], [""见"", 0.015987928956747055]]",堂、香、桃、菊、李
903,绛都春,雁来红,清,九月,芳丛旖旎，映画槛六曲，平添秋意。落叶打窗，昨夜高斋西风起。罗,"[[""雁"", 0.0349871963262558], [""灯"", 0.03316478803753853], [""洒"", 0.02158733829855919], [""蓼"", 0.020844431594014168], [""筝"", 0.018508872017264366], [""叶"", 0.017159130424261093], [""凉"", 0.017062515020370483], [""泪"", 0.016683241352438927], [""旎"", 0.016452012583613396], [""摺"", 0.015847330912947655]]",雁、灯、洒、蓼、筝
840,采菊篇,菊花,南朝梁,九月,"日精丽草散秋株， 洛阳少妇绝妍姝。
相呼提筐采菊珠， 朝起露","[[""山"", 0.09368159621953964], [""方"", 0.05752602592110634], [""露"", 0.05401104316115379], [""筐"", 0.05260046571493149], [""骑"", 0.051981743425130844], [""妍"", 0.04097136855125427], [""精"", 0.03780745342373848], [""驹"", 0.03688761964440346], [""阳"", 0.034360121935606], [""菊"", 0.03194437175989151]]",山、方、露、筐、骑
899,南乡子,菊花,宋,九月,黄菊满东篱，与客携壶上翠微。已是有花兼有酒，良期。不用登临怨,"[[""翠"", 0.038600947707891464], [""怨"", 0.018411604687571526], [""蝶"", 0.01805185340344906], [""落"", 0.01772007718682289], [""花"", 0.01754547841846943], [""篱"", 0.017028730362653732], [""阳"", 0.015382462181150913], [""须"", 0.013308658264577389], [""愁"", 0.012871112674474716], [""空"", 0.012205678969621658]]",翠、怨、蝶、落、花
841,山园草间菊数枝开，席地独酌,菊花,宋,九月,屋东菊畦蔓草荒， 瘦枝出草三尺长。碎金狼藉不堪摘， 扫地为渠,"[[""畦"", 0.0841691866517067], [""耳"", 0.050768524408340454], [""觞"", 0.03410455584526062], [""尺"", 0.03266355022788048], [""扫"", 0.027182508260011673], [""碎"", 0.025508351624011993], [""花"", 0.023676656186580658], [""金"", 0.021757859736680984], [""蔓"", 0.02035450004041195], [""藉"", 0.018518300727009773]]",畦、耳、觞、尺、扫
837,菊 花,菊花,宋,九月,"菊花如端人， 独立寒冰霜。
名纪先秦书， 功标列仙方。
纷纷","[[""花"", 0.04192376509308815], [""霜"", 0.039998751133680344], [""节"", 0.03776721656322479], [""嗅"", 0.03471192717552185], [""标"", 0.028544660657644272], [""芬"", 0.02560332976281643], [""觞"", 0.025468824431300163], [""秦"", 0.023486243560910225], [""枝"", 0.023345598950982094], [""渊"", 0.0231839157640934]]",花、霜、节、嗅、标
843,万年厉员外宅赏残菊,菊花,唐,九月,"才过重阳后， 人心已为残。
近霜须苦惜， 带蝶更宜看。
色减","[[""香"", 0.10754045844078064], [""蝶"", 0.07443463802337646], [""雨"", 0.06473208218812943], [""阳"", 0.03815793618559837], [""霜"", 0.035843439400196075], [""心"", 0.032820671796798706], [""寒"", 0.026048848405480385], [""更"", 0.025480160489678383], [""醉"", 0.025291070342063904], [""宅"", 0.024701938033103943]]",香、蝶、雨、阳、霜
847,八月二十八日子容过对菊,菊花,明,九月,"近节逢花放， 开樽集异乡。
乾坤共一笑， 风雨似重阳。
谁识","[[""雨"", 0.05894838646054268], [""花"", 0.05272269248962402], [""堂"", 0.042011529207229614], [""阳"", 0.029160229489207268], [""坤"", 0.025425376370549202], [""蝉"", 0.024210331961512566], [""风"", 0.023716645315289497], [""西"", 0.02137274481356144], [""节"", 0.021269595250487328], [""意"", 0.021195759996771812]]",雨、花、堂、阳、坤
835,舟上采菊,菊花,宋,九月,"泯泯平慢流，行当季秋月。
演漾过汀洲，汀洲芳杜歇。
：白露夜","[[""寒"", 0.030845116823911667], [""菊"", 0.02969631366431713], [""酒"", 0.02177874743938446], [""洲"", 0.020791521295905113], [""黄"", 0.019750339910387993], [""有"", 0.01799282804131508], [""夜"", 0.017217589542269707], [""诗"", 0.01581903174519539], [""霏"", 0.015722036361694336], [""更"", 0.015409721061587334]]",寒、菊、酒、洲、黄
898,鹪鸪天,菊花,宋,九月,一种浓华别样妆，留连春色到秋光。解将天上千年艳，翻作人间九月,"[[""醉"", 0.02923857979476452], [""霜"", 0.027202177792787552], [""篱"", 0.02576003223657608], [""阮"", 0.02497979998588562], [""眼"", 0.024669690057635307], [""潜"", 0.023292336612939835], [""偷"", 0.022923646494746208], [""武"", 0.022183379158377647], [""九"", 0.02076064795255661], [""雾"", 0.02060042694211006]]",醉、霜、篱、阮、眼
834,饮 酒（其五）,菊花,晋,九月,"结庐在人境， 而无车马喧。
问君何能尔？ 心远地自偏。
采菊","[[""山"", 0.16212892532348633], [""篱"", 0.05900256335735321], [""心"", 0.05768459290266037], [""庐"", 0.04556175693869591], [""车"", 0.04352952912449837], [""飞"", 0.026046134531497955], [""气"", 0.02064293622970581], [""佳"", 0.013550586998462677], [""马"", 0.012339978478848934], [""人"", 0.012144702486693859]]",山、篱、心、庐、车
833,和郭主簿二首(其二),菊花,晋,九月,"和泽周三春， 清凉素秋节。
露凝无游氛， 天高风景澈。
陵岑","[[""霜"", 0.07656791806221008], [""峰"", 0.033456217497587204], [""三"", 0.020229561254382133], [""松"", 0.0186728835105896], [""风"", 0.01692296750843525], [""岩"", 0.016877632588148117], [""菊"", 0.01618548482656479], [""泽"", 0.015587562695145607], [""贞"", 0.015246436931192875], [""陵"", 0.015164011158049107]]",霜、峰、三、松、风
900,小桃红,菊花,清,九月,种擅秋花俊，色比春花嫩。拂拂丹葩，斑斑红雨，一天孤韵。向征君,"[[""边"", 0.018745360895991325], [""花"", 0.017855685204267502], [""雨"", 0.01679081656038761], [""错"", 0.01442756224423647], [""风"", 0.014331447891891003], [""开"", 0.014126760885119438], [""秋"", 0.014005311764776707], [""带"", 0.013872453942894936], [""气"", 0.01346245314925909], [""春"", 0.013413908891379833]]",边、花、雨、错、风
895,阮郎归,菊花,清,九月,nan,[],
897,鹧鸪天,菊花,宋,九月,黄菊枝头破晓寒，人生莫放酒杯干。风前横笛斜吹雨，醉里簮花倒著,"[[""雨"", 0.050551172345876694], [""杯"", 0.03562789410352707], [""花"", 0.035416021943092346], [""笛"", 0.034500353038311005], [""扇"", 0.027602002024650574], [""干"", 0.026683470234274864], [""菊"", 0.02509205788373947], [""枝"", 0.023103194311261177], [""舞"", 0.020861279219388962], [""裙"", 0.02084559202194214]]",雨、杯、花、笛、扇
896,卖花声,菊花,清,九月,近世菊花纷红骇绿，无有东篱古意，偶客秣陵，得墨菊二本，甚娟妙,"[[""寒"", 0.04424414411187172], [""灯"", 0.03635789453983307], [""花"", 0.028950637206435204], [""墨"", 0.022148460149765015], [""畦"", 0.019110480323433876], [""绿"", 0.018609579652547836], [""门"", 0.01569364033639431], [""菜"", 0.01514641847461462], [""人"", 0.014894313178956509], [""秣"", 0.014671673998236656]]",寒、灯、花、墨、畦
943,如梦令,野菊,宋,十月,野菊亭亭争秀，闲伴露荷风柳。浅碧小开花，谁摘、.谁看、谁嗅？,"[[""菊"", 0.03883323073387146], [""碧"", 0.037213653326034546], [""亭"", 0.03541391342878342], [""荷"", 0.034447479993104935], [""篱"", 0.026646343991160393], [""花"", 0.024560265243053436], [""谁"", 0.023062456399202347], [""杯"", 0.022210247814655304], [""露"", 0.02207404188811779], [""秀"", 0.0211628470569849]]",菊、碧、亭、荷、篱
938,野菊座主闲闲公命作,野菊,金,十月,"柴桑人去已千年， 细菊班班也自圆。
共爱鲜明照秋色， 争教狼","[[""烟"", 0.14929448068141937], [""畦"", 0.07220538705587387], [""桑"", 0.07034220546483994], [""圆"", 0.029830241575837135], [""明"", 0.025100771337747574], [""疏"", 0.02164146862924099], [""蝶"", 0.019433002918958664], [""幽"", 0.01736101694405079], [""人"", 0.01626082882285118], [""丛"", 0.01575760543346405]]",烟、畦、桑、圆、明
939,野菊再奉座主闲闲公命作,野菊,金,十月,"晚景萧疏画不成， 晚花作意出繁英。
鲜明独向霜露见， 烂漫却","[[""花"", 0.05987062677741051], [""露"", 0.0536930076777935], [""山"", 0.05312969535589218], [""艾"", 0.04870474338531494], [""蒿"", 0.029900163412094116], [""风"", 0.02899077534675598], [""西"", 0.028381111100316048], [""英"", 0.024242177605628967], [""出"", 0.023340336978435516], [""南"", 0.023287435993552208]]",花、露、山、艾、蒿
934,叹庭前甘菊花,甘菊,唐,十月,庭前甘菊移时晚，青蕊重阳不堪摘。 明日萧条醉尽醒， 残花烂漫,"[[""堂"", 0.11610959470272064], [""庭"", 0.05105534940958023], [""阳"", 0.045225873589515686], [""甘"", 0.04149587079882622], [""叶"", 0.0342865027487278], [""条"", 0.03131181746721268], [""花"", 0.027666615322232246], [""根"", 0.02538285031914711], [""霜"", 0.025072230026125908], [""风"", 0.023776240646839142]]",堂、庭、阳、甘、叶
933,咏甘菊,甘菊,宋,十月,"越山春始寒， 霜菊晚愈好。
朝来出细粟， 稍觉芳岁老。
孤根","[[""松"", 0.032841168344020844], [""壶"", 0.019919419661164284], [""颊"", 0.016850586980581284], [""山"", 0.015996454283595085], [""蝶"", 0.015956195071339607], [""黎"", 0.012673299759626389], [""珠"", 0.011899055913090706], [""牙"", 0.011615222319960594], [""雨"", 0.011437119916081429], [""腹"", 0.011134670116007328]]",松、壶、颊、山、蝶
932,酷相思,木芙蓉,清,十月,一簇花光楼角倚。正花下、深杯递。渐斜照玲珑红 影帶。人道是、,"[[""水"", 0.025939278304576874], [""玲"", 0.01602587290108204], [""符"", 0.014905553311109543], [""蓉"", 0.012712079100310802], [""今"", 0.011644593439996243], [""有"", 0.010629714466631413], [""也"", 0.010442592203617096], [""花"", 0.010168961249291897], [""芙"", 0.010003120638430119], [""滋"", 0.00993447843939066]]",水、玲、符、蓉、今
905,茶轩为陈惟寅赋,雁来红,明,十月,"千苞凛冰雪， 一树当窗几。
晴旭晓微烘， 游蜂掠芳蕊。
淡香","[[""苞"", 0.05722002685070038], [""露"", 0.05579813942313194], [""烟"", 0.04317144304513931], [""蜂"", 0.041918929666280746], [""雪"", 0.036662593483924866], [""窗"", 0.033051956444978714], [""密"", 0.030091874301433563], [""凛"", 0.029904572293162346], [""水"", 0.02824212796986103], [""冰"", 0.027397776022553444]]",苞、露、烟、蜂、雪
906,茶轩为陈惟寅赋,雁来红,宋,十月,长明灯下石栏干， 长共松杉守岁寒。叶厚有棱犀甲健， 花深少态,"[[""蓿"", 0.0903230831027031], [""松"", 0.046738117933273315], [""灯"", 0.04098467528820038], [""犀"", 0.03909583389759064], [""栏"", 0.034430425614118576], [""棱"", 0.03366580978035927], [""叶"", 0.03348821401596069], [""雨"", 0.031548548489809036], [""杉"", 0.030760303139686584], [""盘"", 0.030477028340101242]]",蓿、松、灯、犀、栏
909,邵伯梵行寺山茶,山茶,宋,十月,"山茶相对阿谁栽？ 细雨无人我独来。
说似与君君不会， 烂红如","[[""山"", 0.09774605184793472], [""雪"", 0.056396931409835815], [""茶"", 0.05124632269144058], [""火"", 0.04064396023750305], [""人"", 0.038601405918598175], [""开"", 0.03409939631819725], [""似"", 0.03242132067680359], [""阿"", 0.03163091465830803], [""会"", 0.02906368300318718], [""烂"", 0.027501408010721207]]",山、雪、茶、火、人
915,木兰花慢,山茶花,清,十月,谱滇南花卉，推第一，是山茶。爱枝偃虬形，苞含鹤顶，烘日蒸霞。,"[[""牡"", 0.02423633076250553], [""名"", 0.022101661190390587], [""咏"", 0.02133796736598015], [""日"", 0.019925588741898537], [""卉"", 0.016982635483145714], [""山"", 0.015834029763936996], [""绿"", 0.014976337552070618], [""推"", 0.013766678050160408], [""火"", 0.01292561087757349], [""绛"", 0.012833050452172756]]",牡、名、咏、日、卉
917,王伯扬所藏赵昌芙蓉,木芙蓉,宋,十月,"清飚已拂林， 积水渐收潦。
溪边野芙蓉， 花木相媚好。
坐看","[[""溪"", 0.0782746896147728], [""蓉"", 0.03606407716870308], [""莲"", 0.03461572155356407], [""林"", 0.03100057877600193], [""花"", 0.027618426829576492], [""剑"", 0.02756825089454651], [""池"", 0.02513127587735653], [""容"", 0.022301800549030304], [""樵"", 0.0203467458486557], [""媚"", 0.01896609738469124]]",溪、蓉、莲、林、花
919,芙蓉,木芙蓉,明,十月,"群芳摇落后， 秋色在林塘。
艳态偏临水， 幽姿独拒霜。
汉皋","[[""霜"", 0.11596789211034775], [""林"", 0.05963626503944397], [""阳"", 0.05952787399291992], [""秋"", 0.05162833258509636], [""姿"", 0.04206375032663345], [""佩"", 0.032896388322114944], [""芳"", 0.03185052424669266], [""湘"", 0.025071805343031883], [""落"", 0.019431699067354202], [""江"", 0.019161932170391083]]",霜、林、阳、秋、姿
925,芙 蓉,木芙蓉,宋,十月,"今年古寺摘芙蓉， 憔悴真成泽畔翁。聊把一枝闲照水, 明年何处","[[""蓉"", 0.10712415724992752], [""水"", 0.1049831360578537], [""泽"", 0.10491538792848587], [""芙"", 0.08019004017114639], [""枝"", 0.062437281012535095], [""霜"", 0.057401370257139206], [""红"", 0.049854911863803864], [""明"", 0.04955926537513733], [""照"", 0.040922313928604126], [""寺"", 0.022569680586457253]]",蓉、水、泽、芙、枝
931,婆罗门引,木芙蓉,宋,十月,暮霞照水，水边无数木芙蓉。晓来露湿轻红。十里锦丝步障，日转影,"[[""阳"", 0.03968470171093941], [""蓉"", 0.02390095219016075], [""芙"", 0.02258610539138317], [""露"", 0.021297002211213112], [""霞"", 0.019408218562602997], [""木"", 0.018592236563563347], [""水"", 0.01820998266339302], [""日"", 0.017194535583257675], [""帐"", 0.017007561400532722], [""粉"", 0.016951261088252068]]",阳、蓉、芙、露、霞
937,野菊,野菊,唐,十月,苦竹园南椒坞边， 微香冉冉泪涓涓。已悲节物同寒雁， 忍委芳心,"[[""野"", 0.02641262672841549], [""商"", 0.020372506231069565], [""芸"", 0.013474020175635815], [""花"", 0.011989094316959381], [""蝉"", 0.011314737610518932], [""竹"", 0.011036872863769531], [""香"", 0.010350328870117664], [""紫"", 0.009238188154995441], [""寒"", 0.008911053650081158], [""霜"", 0.008824115619063377]]",野、商、芸、花、蝉
926,窗前木芙蓉,木芙蓉,宋,十月,"辛苦孤花破小寒， 花心应似客心酸。
更凭青女留连得， 未作愁","[[""花"", 0.09896289557218552], [""孤"", 0.06247906759381294], [""心"", 0.058660734444856644], [""红"", 0.055947594344615936], [""女"", 0.05257001519203186], [""苦"", 0.04100525379180908], [""看"", 0.03750519081950188], [""寒"", 0.03167763352394104], [""愁"", 0.029747478663921356], [""青"", 0.02357776276767254]]",花、孤、心、红、女
954,题红梅,红梅,明,十一月,"三百年来处士家， 酒旗风里一枝斜。
断桥荒藓无人问， 颜色如","[[""藓"", 0.11910783499479294], [""旗"", 0.08037873357534409], [""花"", 0.07179202139377594], [""杏"", 0.05731305480003357], [""风"", 0.053012728691101074], [""枝"", 0.047759220004081726], [""桥"", 0.044402722269296646], [""荒"", 0.042168427258729935], [""士"", 0.038995835930109024], [""颜"", 0.033689044415950775]]",藓、旗、花、杏、风
960,定风波,红梅,宋,十一月,好睡慵开莫厌迟，自怜冰脸不时宜。偶作小红桃杏色，闲雅，尚余孤,"[[""孤"", 0.04561915621161461], [""叶"", 0.03694702684879303], [""雪"", 0.02778010070323944], [""肌"", 0.02682817541062832], [""睡"", 0.024306563660502434], [""梅"", 0.02382957749068737], [""沁"", 0.023382846266031265], [""脸"", 0.022888896986842155], [""枝"", 0.01797124184668064], [""霜"", 0.016966363415122032]]",孤、叶、雪、肌、睡
959,小重山,红梅,宋,十一月,人绕湘皋月坠时，斜横花树小，浸愁漪。--春幽事有谁知？东风冷,"[[""血"", 0.03415108472108841], [""筠"", 0.03067779168486595], [""花"", 0.02720443531870842], [""香"", 0.0266143586486578], [""月"", 0.02623591385781765], [""冷"", 0.024122823029756546], [""云"", 0.02335885725915432], [""风"", 0.022293707355856895], [""啼"", 0.02036188542842865], [""绿"", 0.019773248583078384]]",血、筠、花、香、月
