ID,诗名,朝代,花名,sxhy_imagery_count,sxhy_imagery_headings,sxhy_raw_words,sxhy_imagery_freq,sxhy_catalog_paths
928,木芙蓉,宋,木芙蓉,7,花|新秋|春|秋|篇章|蒲|遇雨,冷落|妖艳|日烘|春|秋|紫茸|花|西风,花:2|蒲:1|篇章:1|遇雨:1|新秋:1|春:1|秋:1,卷四/百花类/花|卷一/时令类/新秋|卷一/时令类/春|卷一/时令类/秋|?/篇章|卷三/百草类/蒲|?/遇雨
929,木芙蓉,元,木芙蓉,8,山|帐|月|秋暮|裳|赋|雁|雨,宋玉愁|山|度云|月|翠羽|裳|赋|雨,帐:1|雁:1|秋暮:1|月:1|山:1|雨:1|裳:1|赋:1,卷一/地舆类/山|卷三/服饰类/帐|卷一/天文类/月|卷一/时令类/秋暮|卷三/服饰类/裳|卷二/文学类/赋|?/雁|卷一/天文类/雨
930,少年游,宋,木芙蓉,11,芙蓉|书简|人品类|悼亡|感|新秋|果|榴花|海棠花|画花|赏日,一枝|对酒|当歌|往事|满树|秋艳|肠断|胭脂|芙蓉|芳容|西风|黄金,芙蓉:2|果:1|榴花:1|书简:1|新秋:1|感:1|赏日:1|人品类:1|海棠花:1|悼亡:1|画花:1,?/芙蓉|卷二/文学类/书简|?/人品类|卷二/人伦类/悼亡|?/感|卷一/时令类/新秋|卷四/百果类/果|卷四/百花类/榴花|卷四/百花类/海棠花|卷三/书画类/画花|?/赏日
931,卜算子 并涧顷种木芙蓉九月旦盛开,宋,木芙蓉,6,早春|桔皋|水|烟|采菊|鱼,东风|低昂|水|波浅|烟|雨洗,采菊:1|早春:1|鱼:1|桔皋:1|水:1|烟:1,卷一/时令类/早春|?/桔皋|卷一/地舆类/水|卷一/天文类/烟|卷四/百花类/采菊|卷四/鳞介类/鱼
932,菩萨蛮 苏堤芙蓉,宋,木芙蓉,16,城|夏日途中|新秋|日|桥|梦|烟|石|神童|秋|秋暮|袍|谢惠酒|酴醿花|锦|香,城|日|桥|梦|水寒|泣露|烟|石|秋|红云|袍|西风|醉醒|锦|风流|香,夏日途中:1|酴醿花:1|神童:1|谢惠酒:1|新秋:1|秋暮:1|秋:1|梦:1|城:1|石:1|袍:1|锦:1|日:1|香:1|桥:1|烟:1,卷二/宫室类/城|?/夏日途中|卷一/时令类/新秋|卷一/天文类/日|卷一/地舆类/桥|卷二/人事类/梦|卷一/天文类/烟|卷一/地舆类/石|卷二/人品类/神童|卷一/时令类/秋|卷一/时令类/秋暮|卷三/服饰类/袍|卷三/谢惠类/谢惠酒|卷四/百花类/酴醿花|卷三/珍宝类/锦|卷三/器用类下/香
933,婆罗门引,宋,木芙蓉,25,日|天|帐|新秋|春晓|晚眺|月|木|桂花|楼子芍药|水|游春|滑稽|烟|猫|秋兴|秋色|红梅|纸|芙蓉|花|酴醿花|锦|雨伞|霞,三千|人立|十里|夕阳|天|寂寞|帐|施朱|无穷|日|暮霞|木|步障|水|水边|烟|照水|秋色|芙蓉|花|西风|转影|轻红|重重|锦|露湿,日:2|晚眺:1|霞:1|酴醿花:1|芙蓉:1|春晓:1|桂花:1|游春:1|雨伞:1|楼子芍药:1|猫:1|新秋:1|秋兴:1|秋色:1|月:1|纸:1|红梅:1|滑稽:1|木:1|锦:1|天:1|帐:1|花:1|烟:1|水:1,卷一/天文类/日|卷一/天文类/天|卷三/服饰类/帐|卷一/时令类/新秋|卷一/时令类/春晓|卷三/游眺类/晚眺|卷一/天文类/月|卷四/竹木类/木|卷四/百花类/桂花|卷四/百花类/楼子芍药|卷一/地舆类/水|卷一/时令类/游春|卷二/志气类/滑稽|卷一/天文类/烟|卷四/走兽类/猫|卷一/时令类/秋兴|卷一/时令类/秋色|卷四/百花类/红梅|卷三/器用类上/纸|?/芙蓉|卷四/百花类/花|卷四/百花类/酴醿花|卷三/珍宝类/锦|卷三/器用类上/雨伞|卷一/天文类/霞
934,酷相思,清,木芙蓉,12,花|几|巾|方丈|春色|梅溪|楼|海棠|白莲花|秋色|角|酒,花|一簇|几|巾|楼|玲珑|秋色|红影|花下|花光|角|酒,花:3|白莲花:1|春色:1|海棠:1|方丈:1|梅溪:1|秋色:1|楼:1|角:1|酒:1|巾:1|几:1,卷四/百花类/花|卷三/器用类上/几|卷三/服饰类/巾|卷二/宫室类/方丈|卷一/时令类/春色|卷一/地舆类/梅溪|卷二/宫室类/楼|?/海棠|卷四/百花类/白莲花|卷一/时令类/秋色|卷三/音乐类/角|卷三/饮食类/酒
935,咏甘菊,宋,甘菊,16,云|初冬|初日|喜雪|天|妓女|山|春|泰山|游春|珠|石菖蒲|秋雨|芙蓉|草|蝶,天|始寒|孤根|山|扬扬|春|晨光|独秀|珠|秋雨|草|蝶|送酒|长松|香风|黄叶,初冬:1|石菖蒲:1|泰山:1|芙蓉:1|初日:1|秋雨:1|喜雪:1|妓女:1|游春:1|云:1|山:1|春:1|草:1|珠:1|天:1|蝶:1,卷一/天文类/云|卷一/时令类/初冬|?/初日|卷一/天文类/喜雪|卷一/天文类/天|卷二/丽人类/妓女|卷一/地舆类/山|卷一/时令类/春|卷一/地舆类/泰山|卷一/时令类/游春|卷三/珍宝类/珠|卷三/百草类/石菖蒲|卷一/天文类/秋雨|?/芙蓉|卷三/百草类/草|卷四/昆虫类/蝶
936,叹庭前甘菊花,唐,甘菊,11,假山|日|春暮|木|桃花|白菊|益|秋|秋径|苦寒|重九,庭前|日|枝叶|残花|烂漫|益|篱边|萧条|重阳|野外|风霜,假山:1|重九:1|秋:1|春暮:1|桃花:1|白菊:1|秋径:1|木:1|苦寒:1|日:1|益:1,卷一/地舆类/假山|卷一/天文类/日|卷一/时令类/春暮|卷四/竹木类/木|卷四/百花类/桃花|卷四/百花类/白菊|?/益|卷一/时令类/秋|?/秋径|卷一/时令类/苦寒|卷一/节序类/重九
937,野 菊,宋,野菊,9,寻访|春晴|月夜访友|游山|秋|秋声|花|草|郊行,何处|幽人|秋|移席|花|草|蛩吟|蝶舞|野菊,郊行:1|月夜访友:1|春晴:1|秋声:1|游山:1|寻访:1|秋:1|花:1|草:1,卷三/游眺类/寻访|卷一/天文类/春晴|卷二/师友类/月夜访友|卷一/地舆类/游山|卷一/时令类/秋|卷一/时令类/秋声|卷四/百花类/花|卷三/百草类/草|卷三/游眺类/郊行
938,十日取野菊从酒,宋,野菊,9,上元|官|山|悲秋|日|春晴|渔矶|酒|野,九华|官|家千里|山|日|花心|酒|野|风雨,春晴:1|悲秋:1|上元:1|渔矶:1|野:1|酒:1|日:1|官:1|山:1,卷一/节序类/上元|?/官|卷一/地舆类/山|卷一/时令类/悲秋|卷一/天文类/日|卷一/天文类/春晴|卷一/地舆类/渔矶|卷三/饮食类/酒|?/野
939,野菊,唐,野菊,9,园|云|旅舍|武夷山|江湖|牡丹|竹|萱草|蝉,冉冉|园|寒雁|微香|涓涓|移花|竹|紫云|芳心|蝉,园:2|萱草:1|云:1|江湖:1|旅舍:1|牡丹:1|武夷山:1|竹:1|蝉:1,卷一/地舆类/园|卷一/天文类/云|卷二/宫室类/旅舍|卷一/地舆类/武夷山|?/江湖|卷四/百花类/牡丹|卷四/竹木类/竹|卷三/百草类/萱草|卷四/昆虫类/蝉
940,野菊座主闲闲公命作,金,野菊,12,云峰|悲秋|春|河|烟|秋望|秋色|落花|蛇|蝶|锦|黄葵,千年|幽妍|新霜|春|晚景|烟|狼藉|秋色|自圆|蝶|题诗|鲜明,河:1|蛇:1|锦:1|秋色:1|落花:1|秋望:1|悲秋:1|云峰:1|黄葵:1|烟:1|蝶:1|春:1,卷一/天文类/云峰|卷一/时令类/悲秋|卷一/时令类/春|卷一/地舆类/河|卷一/天文类/烟|卷三/游眺类/秋望|卷一/时令类/秋色|卷四/百花类/落花|卷四/鳞介类/蛇|卷四/昆虫类/蝶|卷三/珍宝类/锦|卷四/百花类/黄葵
941,野菊再奉座主闲闲公命作,金,野菊,11,新秋|圣寿|悲秋|桃花|梦|残蝶|画|蔬园|谪仙|迁居|锦,南山|多情|晚景|晚花|烂漫|画|芳樽|蝴蝶|西风|霜露|骚人|鲜明,新秋:2|悲秋:1|锦:1|蔬园:1|桃花:1|谪仙:1|梦:1|残蝶:1|圣寿:1|迁居:1|画:1,卷一/时令类/新秋|卷二/君道类/圣寿|卷一/时令类/悲秋|卷四/百花类/桃花|卷二/人事类/梦|卷四/昆虫类/残蝶|卷三/书画类/画|卷一/地舆类/蔬园|?/谪仙|卷二/宫室类/迁居|卷三/珍宝类/锦
942,野 菊,唐,野菊,5,画梅|石|石碁盘|秋水|蛩,冷香|山中|石|秋水|蛩,画梅:1|秋水:1|石碁盘:1|蛩:1|石:1,卷三/书画类/画梅|卷一/地舆类/石|?/石碁盘|卷一/地舆类/秋水|卷四/昆虫类/蛩
943,戏 笔,宋,野菊,6,天|苔|诗|赠内|郊行|钱,争妍|天|苔|诗|野菊|钱,郊行:1|赠内:1|苔:1|钱:1|天:1|诗:1,卷一/天文类/天|卷三/百草类/苔|卷二/文学类/诗|卷二/人伦类/赠内|卷三/游眺类/郊行|卷三/珍宝类/钱
944,野 菊,清,野菊,6,几|秋|花|莲花|落梅|迁居,几|无人赏|相怜|秋|篱落|花,迁居:1|莲花:1|落梅:1|秋:1|几:1|花:1,卷三/器用类上/几|卷一/时令类/秋|卷四/百花类/花|卷四/百花类/莲花|卷四/百花类/落梅|卷二/宫室类/迁居
945,如梦令,宋,野菊,7,候|夏|春风|柳|秋|郊行|酒,东篱|亭亭|开花|柳|荷风|酒|野菊,郊行:1|候:1|夏:1|春风:1|秋:1|柳:1|酒:1,?/候|卷一/时令类/夏|卷一/天文类/春风|卷四/树木类/柳|卷一/时令类/秋|卷三/游眺类/郊行|卷三/饮食类/酒
946,红 梅,宋,红梅,24,春|梦|园亭|天|山城|星|月|梅溪|楼|残月|江湖|烟|珠|秋风|红梅|花|谢惠砚|酒|酒壶|鞭|风|香|鸽|鹰,春|梦|东君|夜光|天|山城|归来|斟酌|星光|月|有无|有风|楼|横枝|淡淡|烟|红梅|绛雪|腾腾|花|花梢|萧索|酒|风|香,春:3|梦:2|红梅:1|江湖:1|山城:1|秋风:1|鹰:1|残月:1|酒壶:1|园亭:1|珠:1|梅溪:1|鞭:1|谢惠砚:1|星:1|鸽:1|天:1|酒:1|月:1|花:1|风:1|楼:1|烟:1|香:1,卷一/时令类/春|卷二/人事类/梦|卷二/宫室类/园亭|卷一/天文类/天|卷二/宫室类/山城|卷一/天文类/星|卷一/天文类/月|卷一/地舆类/梅溪|卷二/宫室类/楼|卷一/天文类/残月|?/江湖|卷一/天文类/烟|卷三/珍宝类/珠|卷一/天文类/秋风|卷四/百花类/红梅|卷四/百花类/花|卷三/谢惠类/谢惠砚|卷三/饮食类/酒|卷三/器用类上/酒壶|卷三/器用类上/鞭|卷一/天文类/风|卷三/器用类下/香|卷四/飞禽类/鸽|卷四/飞禽类/鹰
947,岭上红梅,宋,红梅,17,城|妓女|寒食雨|日|春风|月|楼|榴花|清明|游春|牡丹|画花|红梅|花|蛩|雨|雾,城|一枝|不能|倾城|娉婷|寂寞|无语|日|春风|松竹|桃李|江南|游子|胭脂|花|雨|雾,城:2|榴花:1|楼:1|红梅:1|春风:1|画花:1|寒食雨:1|月:1|游春:1|妓女:1|清明:1|蛩:1|牡丹:1|雾:1|雨:1|花:1|日:1,卷二/宫室类/城|卷二/丽人类/妓女|卷一/节序类/寒食雨|卷一/天文类/日|卷一/天文类/春风|卷一/天文类/月|卷二/宫室类/楼|卷四/百花类/榴花|卷一/节序类/清明|卷一/时令类/游春|卷四/百花类/牡丹|卷三/书画类/画花|卷四/百花类/红梅|卷四/百花类/花|卷四/昆虫类/蛩|卷一/天文类/雨|卷一/天文类/雾
948,红 梅,宋,红梅,8,园|山|待月|春|桃花|溪|笛|野,丹唇|园|山|春|江上|溪|笛|野,桃花:1|待月:1|溪:1|春:1|野:1|山:1|笛:1|园:1,卷一/地舆类/园|卷一/地舆类/山|卷一/天文类/待月|卷一/时令类/春|卷四/百花类/桃花|卷一/地舆类/溪|卷三/音乐类/笛|?/野
949,红 梅,宋,红梅,10,春|春日书怀|未开牡丹|李花|栗子|栢|红梅|蓼花|诗|酒,小红|尚余孤瘦|开迟|春|玉肌|绿叶|诗|酒|雪霜姿|青枝,未开牡丹:1|蓼花:1|红梅:1|栢:1|栗子:1|春日书怀:1|李花:1|春:1|酒:1|诗:1,卷一/时令类/春|?/春日书怀|卷四/百花类/未开牡丹|卷四/百花类/李花|卷四/百果类/栗子|卷四/树木类/栢|卷四/百花类/红梅|卷四/百花类/蓼花|卷二/文学类/诗|卷三/饮食类/酒
950,红 梅,宋,红梅,4,寒食雨|春风|潮|酒,春风|桃李|潮|酒,寒食雨:1|春风:1|酒:1|潮:1,卷一/节序类/寒食雨|卷一/天文类/春风|卷一/地舆类/潮|卷三/饮食类/酒
951,红 梅,元,红梅,6,游春|宫阙|春|梦|榴花|玉,春|梦|深院|玉|胭脂|花雨|香风,游春:2|宫阙:1|榴花:1|春:1|玉:1|梦:1,卷一/时令类/游春|卷二/宫室类/宫阙|卷一/时令类/春|卷二/人事类/梦|卷四/百花类/榴花|卷三/珍宝类/玉
952,红 梅,明,红梅,8,几|帐|春|榴花|红梅|谢惠梅|赠内|雨,几|帐|春|江南|玉箫|胭脂|陇头|雨,谢惠梅:1|红梅:1|赠内:1|榴花:1|春:1|几:1|帐:1|雨:1,卷三/器用类上/几|卷三/服饰类/帐|卷一/时令类/春|卷四/百花类/榴花|卷四/百花类/红梅|卷三/谢惠类/谢惠梅|卷二/人伦类/赠内|卷一/天文类/雨
953,红 梅,宋,红梅,3,月夜访友|梅溪|池,何处|池|绛雪,月夜访友:1|梅溪:1|池:1,卷二/师友类/月夜访友|卷一/地舆类/梅溪|卷一/地舆类/池
954,红 梅,宋,红梅,6,园|捣药|早梅|春|梅花|风,园|春|梅花|溪头|雪里|风,早梅:1|捣药:1|梅花:1|春:1|园:1|风:1,卷一/地舆类/园|?/捣药|卷四/百花类/早梅|卷一/时令类/春|卷四/百花类/梅花|卷一/天文类/风
955,红 梅,金,红梅,6,冬|早春|梅花|神童|美人|谪仙,东风|冰魂|岁寒|朱唇|自由|风流,梅花:1|美人:1|神童:1|冬:1|早春:1|谪仙:1,卷一/时令类/冬|卷一/时令类/早春|卷四/百花类/梅花|卷二/人品类/神童|卷二/丽人类/美人|?/谪仙
956,红梅四首(其一),元,红梅,10,观|丽情|寻访|山|梦|烟|玉|石|罗|苔,山|彩凤|梦|烟|玄都|玉|石|穿花|罗|苔|观,观:2|丽情:1|寻访:1|石:1|苔:1|玉:1|烟:1|山:1|罗:1|梦:1,卷二/宫室类/观|卷二/丽人类/丽情|卷三/游眺类/寻访|卷一/地舆类/山|卷二/人事类/梦|卷一/天文类/烟|卷三/珍宝类/玉|卷一/地舆类/石|?/罗|卷三/百草类/苔
957,红梅四首(其二),元,红梅,9,如昼|春风|梦|步月|玉|红梅|药园|酒|鹤,半夜|春风|梦|步月|江南|玉|瑶池|酒|香露,步月:1|鹤:1|如昼:1|药园:1|春风:1|红梅:1|玉:1|酒:1|梦:1,?/如昼|卷一/天文类/春风|卷二/人事类/梦|卷一/天文类/步月|卷三/珍宝类/玉|卷四/百花类/红梅|卷一/地舆类/药园|卷三/饮食类/酒|卷四/飞禽类/鹤
958,红梅四首(其三),元,红梅,11,宝贝|早春|月影|梦|梨花|花|莲花|蝶|酒|酴醿花|香,一树|东风|月影|梦|水边|珊瑚|花|蝶|西湖|酒|香,莲花:1|酴醿花:1|早春:1|梨花:1|宝贝:1|月影:1|酒:1|花:1|蝶:1|香:1|梦:1,?/宝贝|卷一/时令类/早春|卷一/天文类/月影|卷二/人事类/梦|卷四/百花类/梨花|卷四/百花类/花|卷四/百花类/莲花|卷四/昆虫类/蝶|卷三/饮食类/酒|卷四/百花类/酴醿花|卷三/器用类下/香
959,题延平刘郎中廷信所藏红梅,明,红梅,7,花|春|春径|春色|秋色|莲花|鵞,花|春|春光|水清|水滨|花艳|西湖,花:2|莲花:1|鵞:1|秋色:1|春色:1|春径:1|春:1,卷四/百花类/花|卷一/时令类/春|?/春径|卷一/时令类/春色|卷一/时令类/秋色|卷四/百花类/莲花|?/鵞
960,题红梅,明,红梅,7,李花|梅溪|甲胄|画花|花|酒旗|风,一枝|断桥|百年|花|酒旗|问杏|风,甲胄:1|酒旗:1|画花:1|梅溪:1|李花:1|风:1|花:1,卷四/百花类/李花|卷一/地舆类/梅溪|卷三/器用类上/甲胄|卷三/书画类/画花|卷四/百花类/花|卷三/器用类上/酒旗|卷一/天文类/风
961,鹊桥仙 种红梅一株于竹下赋此,清,红梅,12,上元|十六夜月|双头牡丹|商|属|早春|烟|盆池|秋|茶|风|龙,商|天寒|属|昨夜|烟|相倚|秋|翠袖|苔痕|茶|萧萧|龙,风:1|双头牡丹:1|十六夜月:1|早春:1|盆池:1|上元:1|茶:1|烟:1|龙:1|秋:1|商:1|属:1,卷一/节序类/上元|卷一/天文类/十六夜月|卷四/百花类/双头牡丹|?/商|?/属|卷一/时令类/早春|卷一/天文类/烟|卷一/地舆类/盆池|卷一/时令类/秋|卷三/饮食类/茶|卷一/天文类/风|卷四/鳞介类/龙
962,留春 令,宋,红梅,13,春|木笔花|未开牡丹|杏花|松径|梅花|江湖|渔矶|玉|秋夜|红梅|绿萼梅|角,夜寒|开迟|春|杏花|江南|清绝|玉|竹外|胭脂雪|角|风月|风韵|黄昏,秋夜:1|红梅:1|渔矶:1|梅花:1|绿萼梅:1|未开牡丹:1|松径:1|杏花:1|江湖:1|木笔花:1|玉:1|春:1|角:1,卷一/时令类/春|卷四/百花类/木笔花|卷四/百花类/未开牡丹|卷四/百花类/杏花|?/松径|卷四/百花类/梅花|?/江湖|卷一/地舆类/渔矶|卷三/珍宝类/玉|卷一/时令类/秋夜|卷四/百花类/红梅|卷四/百花类/绿萼梅|卷三/音乐类/角
963,玉楼春,宋,红梅,9,白牡丹|城|日|春|水帘|罗|菱角|酒|霞,冰肌|城|岭头|日|春|玉骨|罗|酒|霞|香冷,白牡丹:2|水帘:1|菱角:1|日:1|城:1|酒:1|霞:1|春:1|罗:1,卷四/百花类/白牡丹|卷二/宫室类/城|卷一/天文类/日|卷一/时令类/春|卷一/地舆类/水帘|?/罗|卷四/百果类/菱角|卷三/饮食类/酒|卷一/天文类/霞
964,蝶恋花,宋,红梅,15,花|梅溪|上元|春|月|未开杏花|桥|榴花|溪|烈女|牡丹|珍珠花|红梅|雨|香,花|东君|两岸|冰霜|半吐|无语|月|枝头|桥|武陵|江南|游人|溪|点点|胭脂|香,花:3|梅溪:2|未开杏花:1|上元:1|红梅:1|烈女:1|珍珠花:1|雨:1|榴花:1|春:1|牡丹:1|月:1|桥:1|香:1|溪:1,卷四/百花类/花|卷一/地舆类/梅溪|卷一/节序类/上元|卷一/时令类/春|卷一/天文类/月|卷四/百花类/未开杏花|卷一/地舆类/桥|卷四/百花类/榴花|卷一/地舆类/溪|卷二/丽人类/烈女|卷四/百花类/牡丹|卷四/百花类/珍珠花|卷四/百花类/红梅|卷一/天文类/雨|卷三/器用类下/香
965,小重山令 赋潭州红梅,宋,红梅,9,花|云|怀友|早春|春|月|柳|梦|画梅,花|东风|云|依依|冷香|春|月|梦|相思,花:2|早春:1|画梅:1|柳:1|怀友:1|月:1|春:1|梦:1|云:1,卷四/百花类/花|卷一/天文类/云|卷二/师友类/怀友|卷一/时令类/早春|卷一/时令类/春|卷一/天文类/月|卷四/树木类/柳|卷二/人事类/梦|卷三/书画类/画梅
966,定风波 咏红梅,宋,红梅,7,红梅|春日书怀|春晴|李花|栢|诗|酒,偶作小红|尚余孤瘦|物态|绿叶|诗|酒|雪霜姿|青枝,红梅:2|栢:1|春晴:1|春日书怀:1|李花:1|酒:1|诗:1,卷四/百花类/红梅|?/春日书怀|卷一/天文类/春晴|卷四/百花类/李花|卷四/树木类/栢|卷二/文学类/诗|卷三/饮食类/酒
967,王充道送水仙花五十枝,宋,水仙花,14,尘|山|月|桥|残星|水|江湖|游春|石洞|秋兴|笛|美人|花|香,一笑|仙子|倾城|凌波|大江|寒花|尘|山|断肠|月|水|盈盈|花|香,江湖:1|石洞:1|残星:1|笛:1|秋兴:1|游春:1|美人:1|桥:1|尘:1|水:1|月:1|香:1|山:1|花:1,卷一/地舆类/尘|卷一/地舆类/山|卷一/天文类/月|卷一/地舆类/桥|卷一/天文类/残星|卷一/地舆类/水|?/江湖|卷一/时令类/游春|卷一/地舆类/石洞|卷一/时令类/秋兴|卷三/音乐类/笛|卷二/丽人类/美人|卷四/百花类/花|卷三/器用类下/香
968,水仙花,宋,水仙花,10,临览友诗|十六夜月|志气|烈女|秋晴|秋暮|纸被|除夜|风|黄葵,婵娟|岁华|幽妍|捉月|摇落|沉湘|清风|玉色|风|高雅,除夜:1|秋暮:1|秋晴:1|黄葵:1|烈女:1|纸被:1|志气:1|临览友诗:1|十六夜月:1|风:1,?/临览友诗|卷一/天文类/十六夜月|卷二/志气类/志气|卷二/丽人类/烈女|卷一/天文类/秋晴|卷一/时令类/秋暮|卷三/服饰类/纸被|卷一/节序类/除夜|卷一/天文类/风|卷四/百花类/黄葵
969,题赵子固水墨双钩水仙卷,元,水仙花,9,喜雪|宝贝|旱|沙|秋风|蕙草|谷食|阁|香,九畹|夜月|沙|珊瑚|白粲|秋风|草枯|铜盘|香,旱:1|阁:1|秋风:1|蕙草:1|谷食:1|喜雪:1|宝贝:1|沙:1|香:1,卷一/天文类/喜雪|?/宝贝|卷一/天文类/旱|卷一/地舆类/沙|卷一/天文类/秋风|?/蕙草|卷三/饮食类/谷食|卷二/宫室类/阁|卷三/器用类下/香
970,水 仙(其一),明,水仙花,7,十六夜月|残星|江湖|牡丹|药园|萱草|鹿,仙骨|凌波|婵娟|檀心|玉面|盈盈|馥郁,鹿:1|十六夜月:1|牡丹:1|药园:1|残星:1|萱草:1|江湖:1,卷一/天文类/十六夜月|卷一/天文类/残星|?/江湖|卷四/百花类/牡丹|卷一/地舆类/药园|卷三/百草类/萱草|卷四/走兽类/鹿
971,水 仙(其二),明,水仙花,5,冬|方丈|白莲花|竹几|花,寒柯|淑气|玲珑|白玉|花,白莲花:1|冬:1|竹几:1|方丈:1|花:1,卷一/时令类/冬|卷二/宫室类/方丈|卷四/百花类/白莲花|卷三/器用类上/竹几|卷四/百花类/花
972,水仙花,宋,水仙花,8,倦绣|夏夜|寒食雨|循吏|曝日|秋|秋暮|笳,中夜|冰雪|寒霜|徘徊|明月|桃李|素娥|青女,寒食雨:1|循吏:1|夏夜:1|秋暮:1|笳:1|曝日:1|秋:1|倦绣:1,卷二/丽人类/倦绣|卷一/时令类/夏夜|卷一/节序类/寒食雨|卷二/臣道类/循吏|?/曝日|卷一/时令类/秋|卷一/时令类/秋暮|卷三/音乐类/笳
973,以水仙供都运判院,宋,水仙花,9,云|帷幙|江湖|石洞|观涨|迁居|阁|雪意|雾,云|仙子|佳人|凌波|寒露|幽谷|玉壶|阁|雾,观涨:1|雪意:1|江湖:1|石洞:1|迁居:1|帷幙:1|雾:1|阁:1|云:1,卷一/天文类/云|卷三/服饰类/帷幙|?/江湖|卷一/地舆类/石洞|卷一/地舆类/观涨|卷二/宫室类/迁居|卷二/宫室类/阁|卷一/天文类/雪意|卷一/天文类/雾
974,水仙花,宋,水仙花,6,春风|月|白莲花|莲花|袍|香,春风|月|水仙|袍|西湖|香,春风:1|莲花:1|白莲花:1|袍:1|月:1|香:1,卷一/天文类/春风|卷一/天文类/月|卷四/百花类/白莲花|卷四/百花类/莲花|卷三/服饰类/袍|卷三/器用类下/香
975,送水仙花,宋,水仙花,8,月|天|松轩|水|画花|白牡丹|道士|香,一枝|仙风|冰肌|天|寂寞|水|蛾眉|道骨|香,月:2|白牡丹:1|松轩:1|道士:1|画花:1|水:1|天:1|香:1,卷一/天文类/月|卷一/天文类/天|卷二/宫室类/松轩|卷一/地舆类/水|卷三/书画类/画花|卷四/百花类/白牡丹|卷二/释老类/道士|卷三/器用类下/香
976,水仙花,宋,水仙花,6,喜雪|天|带|竹径|花|诗,天|带|无尘|花|诗|铅华,喜雪:1|竹径:1|天:1|花:1|带:1|诗:1,卷一/天文类/喜雪|卷一/天文类/天|卷三/服饰类/带|?/竹径|卷四/百花类/花|卷二/文学类/诗
