volume,top_header,category,entry,entry_len,emotion_hint,source_line
卷四,百果类,百果类,木瓜,2,neutral,154
卷四,百果类,百果类,瓜,1,neutral,154
卷四,百果类,百果类,西瓜,2,neutral,154
卷四,百果类,百果类,葡萄,2,neutral,154
卷四,百果类,百果类,甘蔗,2,neutral,154
卷四,百果类,百果类,莲子,2,neutral,154
卷四,百果类,百果类,鸡头子,3,neutral,155
卷四,百果类,百果类,菱角,2,neutral,155
卷四,百果类,百果类,藕,1,neutral,155
卷四,树木类,树木类,松,1,neutral,157
卷四,树木类,树木类,矮松,2,neutral,157
卷四,树木类,树木类,老松,2,neutral,157
卷四,树木类,树木类,小松,2,neutral,157
卷四,树木类,树木类,松声,2,neutral,157
卷四,树木类,树木类,桧,1,neutral,157
卷四,树木类,树木类,栢,1,neutral,157
卷四,树木类,树木类,椿,1,neutral,157
卷四,树木类,树木类,柳,1,neutral,157
卷四,树木类,树木类,柳丝,2,neutral,157
卷四,树木类,树木类,新柳,2,neutral,158
卷四,树木类,树木类,衰柳,2,neutral,158
卷四,树木类,树木类,槐,1,neutral,158
卷四,树木类,树木类,枫,1,neutral,158
卷四,树木类,树木类,榆钱,2,neutral,158
卷四,树木类,树木类,梧桐,2,neutral,158
卷四,树木类,树木类,桑,1,neutral,158
卷四,树木类,树木类,采桑,2,neutral,158
卷四,竹木类,竹木类,竹,1,neutral,160
卷四,竹木类,竹木类,斑竹,2,neutral,160
卷四,竹木类,竹木类,紫竹,2,neutral,160
卷四,竹木类,竹木类,筇竹,2,neutral,160
卷四,竹木类,竹木类,新竹,2,neutral,160
卷四,竹木类,竹木类,衰竹,2,neutral,160
卷四,竹木类,竹木类,竹影,2,neutral,160
卷四,竹木类,竹木类,移竹,2,neutral,160
卷四,竹木类,竹木类,笋,1,neutral,160
卷四,竹木类,竹木类,木,1,neutral,160
卷四,竹木类,竹木类,伐术,2,neutral,161
卷四,竹木类,竹木类,红树,2,neutral,161
卷四,竹木类,竹木类,木叶,2,neutral,161
卷四,竹木类,竹木类,落叶,2,neutral,161
卷四,飞禽类,飞禽类,凤凰,2,neutral,163
卷四,飞禽类,飞禽类,鹤,1,neutral,163
卷四,飞禽类,飞禽类,舞鹤,2,neutral,163
卷四,飞禽类,飞禽类,病鹤,2,negative,163
卷四,飞禽类,飞禽类,放鹤,2,neutral,163
卷四,飞禽类,飞禽类,鹏,1,neutral,163
卷四,飞禽类,飞禽类,雕鹗,2,neutral,163
卷四,飞禽类,飞禽类,鹰,1,neutral,163
卷四,飞禽类,飞禽类,鹘,1,neutral,163
卷四,飞禽类,飞禽类,鹆,1,neutral,164
卷四,飞禽类,飞禽类,孔雀,2,neutral,164
卷四,飞禽类,飞禽类,鹦鹉,2,neutral,164
卷四,飞禽类,飞禽类,莺,1,neutral,164
卷四,飞禽类,飞禽类,燕,1,neutral,164
卷四,飞禽类,飞禽类,雏燕,2,neutral,164
卷四,飞禽类,飞禽类,归燕,2,neutral,164
卷四,飞禽类,飞禽类,鴈,1,neutral,164
卷四,飞禽类,飞禽类,鴈字,2,neutral,164
卷四,飞禽类,飞禽类,孤鴈,2,neutral,164
卷四,飞禽类,飞禽类,归鴈,2,neutral,165
卷四,飞禽类,飞禽类,雉,1,neutral,165
卷四,飞禽类,飞禽类,锦雉,2,neutral,165
卷四,飞禽类,飞禽类,鸯,1,neutral,165
卷四,飞禽类,飞禽类,白鹆,2,neutral,165
卷四,飞禽类,飞禽类,杜鹃,2,neutral,165
卷四,飞禽类,飞禽类,百舌,2,neutral,165
卷四,飞禽类,飞禽类,鹧鸪,2,neutral,165
卷四,飞禽类,飞禽类,啄木,2,neutral,165
卷四,飞禽类,飞禽类,鸽,1,neutral,165
卷四,飞禽类,飞禽类,鸠,1,neutral,166
卷四,飞禽类,飞禽类,鸦,1,neutral,166
卷四,飞禽类,飞禽类,鹊,1,neutral,166
卷四,飞禽类,飞禽类,雀,1,neutral,166
卷四,飞禽类,飞禽类,鸜鹆,2,neutral,166
卷四,飞禽类,飞禽类,鸥,1,neutral,166
卷四,飞禽类,飞禽类,鹭鹚,2,neutral,166
卷四,飞禽类,飞禽类,鸳鸯,2,neutral,166
卷四,飞禽类,飞禽类,翡翠,2,neutral,166
卷四,飞禽类,飞禽类,凫,1,neutral,166
卷四,飞禽类,飞禽类,鸡,1,neutral,167
卷四,飞禽类,飞禽类,白鸡,2,neutral,167
卷四,飞禽类,飞禽类,鸡雏,2,neutral,167
卷四,飞禽类,飞禽类,鬭鸡,2,neutral,167
卷四,飞禽类,飞禽类,鹅,1,neutral,167
卷四,飞禽类,飞禽类,鹅雏,2,neutral,167
卷四,飞禽类,飞禽类,鸭,1,neutral,167
卷四,飞禽类,飞禽类,笼中鸟,3,neutral,167
卷四,走兽类,走兽类,麒麟,2,neutral,169
卷四,走兽类,走兽类,狮子,2,neutral,169
卷四,走兽类,走兽类,虎,1,neutral,169
卷四,走兽类,走兽类,豹,1,neutral,169
卷四,走兽类,走兽类,熊罴,2,neutral,169
卷四,走兽类,走兽类,犀,1,neutral,169
卷四,走兽类,走兽类,象,1,neutral,169
卷四,走兽类,走兽类,骆驼,2,neutral,169
卷四,走兽类,走兽类,马,1,neutral,169
卷四,走兽类,走兽类,老马,2,neutral,169
卷四,走兽类,走兽类,病马,2,negative,170
卷四,走兽类,走兽类,走马,2,neutral,170
卷四,走兽类,走兽类,驴,1,neutral,170
卷四,走兽类,走兽类,牛,1,neutral,170
卷四,走兽类,走兽类,老牛,2,neutral,170
卷四,走兽类,走兽类,土牛,2,neutral,170
卷四,走兽类,走兽类,羊,1,neutral,170
卷四,走兽类,走兽类,鹿,1,neutral,170
卷四,走兽类,走兽类,狐,1,neutral,170
卷四,走兽类,走兽类,兔,1,neutral,170
卷四,走兽类,走兽类,猿猴,2,neutral,171
卷四,走兽类,走兽类,犬,1,neutral,171
卷四,走兽类,走兽类,豕,1,neutral,171
卷四,走兽类,走兽类,猫,1,neutral,171
卷四,走兽类,走兽类,鼠,1,neutral,171
卷四,鳞介类,鳞介类,龙,1,neutral,173
卷四,鳞介类,鳞介类,蛟,1,neutral,173
卷四,鳞介类,鳞介类,鼋,1,neutral,173
卷四,鳞介类,鳞介类,鼍,1,neutral,173
卷四,鳞介类,鳞介类,鱼,1,neutral,173
卷四,鳞介类,鳞介类,蛇,1,neutral,173
卷四,鳞介类,鳞介类,龟,1,neutral,173
卷四,鳞介类,鳞介类,放龟,2,neutral,173
卷四,鳞介类,鳞介类,鼈,1,neutral,173
卷四,鳞介类,鳞介类,蠏,1,neutral,173
卷四,鳞介类,鳞介类,蛙,1,neutral,174
卷四,鳞介类,鳞介类,螺,1,neutral,174
卷四,鳞介类,鳞介类,蚌,1,neutral,174
卷四,鳞介类,鳞介类,蛤,1,neutral,174
卷四,鳞介类,鳞介类,蛤蜊,2,neutral,174
卷四,昆虫类,昆虫类,蚕,1,neutral,176
卷四,昆虫类,昆虫类,蝉,1,neutral,176
卷四,昆虫类,昆虫类,新蝉,2,neutral,176
卷四,昆虫类,昆虫类,蜂,1,neutral,176
卷四,昆虫类,昆虫类,蝶,1,neutral,176
卷四,昆虫类,昆虫类,残蝶,2,neutral,176
卷四,昆虫类,昆虫类,蜻蜓,2,neutral,176
卷四,昆虫类,昆虫类,蟋蟀,2,neutral,176
卷四,昆虫类,昆虫类,促织,2,neutral,176
卷四,昆虫类,昆虫类,蛩,1,neutral,176
卷四,昆虫类,昆虫类,蜘蛛,2,neutral,177
卷四,昆虫类,昆虫类,萤,1,neutral,177
卷四,昆虫类,昆虫类,络纬,2,neutral,177
卷四,昆虫类,昆虫类,蝇,1,neutral,177
卷四,昆虫类,昆虫类,螳螂,2,neutral,177
卷四,昆虫类,昆虫类,蚁,1,neutral,177
卷四,昆虫类,昆虫类,蚊,1,neutral,177
卷四,昆虫类,昆虫类,灯蛾,2,neutral,177
