词,C3,C3_zh,C2,C1,词长
变化迅速,praise,称颂赞美,favour,positive,4
变幻无穷,praise,称颂赞美,favour,positive,4
叠字叠韵,praise,称颂赞美,favour,positive,4
句句有画,praise,称颂赞美,favour,positive,4
另辟蹊径,praise,称颂赞美,favour,positive,4
可歌可泣,praise,称颂赞美,favour,positive,4
可见一斑,praise,称颂赞美,favour,positive,4
叱咤风云,praise,称颂赞美,favour,positive,4
各奔前程,praise,称颂赞美,favour,positive,4
各有千秋,praise,称颂赞美,favour,positive,4
合二为一,praise,称颂赞美,favour,positive,4
合情合理,praise,称颂赞美,favour,positive,4
同仇敌忾,praise,称颂赞美,favour,positive,4
同心一意,praise,称颂赞美,favour,positive,4
同心协力,praise,称颂赞美,favour,positive,4
同甘共苦,praise,称颂赞美,favour,positive,4
名不虚传,praise,称颂赞美,favour,positive,4
名列榜首,praise,称颂赞美,favour,positive,4
名噪一时,praise,称颂赞美,favour,positive,4
名垂青史,praise,称颂赞美,favour,positive,4
名士风流,praise,称颂赞美,favour,positive,4
名声大振,praise,称颂赞美,favour,positive,4
名满天下,praise,称颂赞美,favour,positive,4
名盛一时,praise,称颂赞美,favour,positive,4
名重一时,praise,称颂赞美,favour,positive,4
名门望族,praise,称颂赞美,favour,positive,4
名门闺秀,praise,称颂赞美,favour,positive,4
名闻遐迩,praise,称颂赞美,favour,positive,4
后来居上,praise,称颂赞美,favour,positive,4
后生可畏,praise,称颂赞美,favour,positive,4
后起之秀,praise,称颂赞美,favour,positive,4
向往自由,praise,称颂赞美,favour,positive,4
含辛茹苦,praise,称颂赞美,favour,positive,4
呕心沥血,praise,称颂赞美,favour,positive,4
周公吐哺,praise,称颂赞美,favour,positive,4
呼之欲出,praise,称颂赞美,favour,positive,4
和谐流畅,praise,称颂赞美,favour,positive,4
咏史之作,praise,称颂赞美,favour,positive,4
咏史怀古,praise,称颂赞美,favour,positive,4
咏史抒怀,praise,称颂赞美,favour,positive,4
咏物抒怀,praise,称颂赞美,favour,positive,4
咏物言志,praise,称颂赞美,favour,positive,4
哀而不伤,praise,称颂赞美,favour,positive,4
响亮动听,praise,称颂赞美,favour,positive,4
响彻云霄,praise,称颂赞美,favour,positive,4
唾手可得,praise,称颂赞美,favour,positive,4
善男信女,praise,称颂赞美,favour,positive,4
四平八稳,praise,称颂赞美,favour,positive,4
回味深长,praise,称颂赞美,favour,positive,4
回天之力,praise,称颂赞美,favour,positive,4
回天神力,praise,称颂赞美,favour,positive,4
回肠荡气,praise,称颂赞美,favour,positive,4
因人成事,praise,称颂赞美,favour,positive,4
因难见巧,praise,称颂赞美,favour,positive,4
团结一致,praise,称颂赞美,favour,positive,4
固若磐石,praise,称颂赞美,favour,positive,4
国泰民安,praise,称颂赞美,favour,positive,4
国泰民康,praise,称颂赞美,favour,positive,4
国色天香,praise,称颂赞美,favour,positive,4
坚不可摧,praise,称颂赞美,favour,positive,4
坚如磐石,praise,称颂赞美,favour,positive,4
坚定不移,praise,称颂赞美,favour,positive,4
坚定有力,praise,称颂赞美,favour,positive,4
坚强不屈,praise,称颂赞美,favour,positive,4
坚持不懈,praise,称颂赞美,favour,positive,4
坚持操守,praise,称颂赞美,favour,positive,4
坚毅不屈,praise,称颂赞美,favour,positive,4
坚硬无比,praise,称颂赞美,favour,positive,4
坚贞不屈,praise,称颂赞美,favour,positive,4
坚贞不渝,praise,称颂赞美,favour,positive,4
坚韧不拔,praise,称颂赞美,favour,positive,4
坦率直言,praise,称颂赞美,favour,positive,4
垂手折腰,praise,称颂赞美,favour,positive,4
堂堂正正,praise,称颂赞美,favour,positive,4
堂堂皇皇,praise,称颂赞美,favour,positive,4
堂而皇之,praise,称颂赞美,favour,positive,4
壮志不酬,praise,称颂赞美,favour,positive,4
声势浩大,praise,称颂赞美,favour,positive,4
声名大振,praise,称颂赞美,favour,positive,4
声情并茂,praise,称颂赞美,favour,positive,4
夙兴夜寐,praise,称颂赞美,favour,positive,4
多姿多彩,praise,称颂赞美,favour,positive,4
多才多艺,praise,称颂赞美,favour,positive,4
夜不闭户,praise,称颂赞美,favour,positive,4
夜以继日,praise,称颂赞美,favour,positive,4
大义灭亲,praise,称颂赞美,favour,positive,4
大处着眼,praise,称颂赞美,favour,positive,4
大处落墨,praise,称颂赞美,favour,positive,4
大家闺秀,praise,称颂赞美,favour,positive,4
大展宏图,praise,称颂赞美,favour,positive,4
大巧若拙,praise,称颂赞美,favour,positive,4
大庭广众,praise,称颂赞美,favour,positive,4
大彻大悟,praise,称颂赞美,favour,positive,4
大显神威,praise,称颂赞美,favour,positive,4
大显身手,praise,称颂赞美,favour,positive,4
大智若愚,praise,称颂赞美,favour,positive,4
大有作为,praise,称颂赞美,favour,positive,4
大有可为,praise,称颂赞美,favour,positive,4
大气磅礴,praise,称颂赞美,favour,positive,4
大雅之堂,praise,称颂赞美,favour,positive,4
天下太平,praise,称颂赞美,favour,positive,4
天下第一,praise,称颂赞美,favour,positive,4
天之骄子,praise,称颂赞美,favour,positive,4
天壤之别,praise,称颂赞美,favour,positive,4
天姿国色,praise,称颂赞美,favour,positive,4
天府之国,praise,称颂赞美,favour,positive,4
天真无邪,praise,称颂赞美,favour,positive,4
天真活泼,praise,称颂赞美,favour,positive,4
天荒地老,praise,称颂赞美,favour,positive,4
天衣无缝,praise,称颂赞美,favour,positive,4
天造地设,praise,称颂赞美,favour,positive,4
天马行空,praise,称颂赞美,favour,positive,4
天高地厚,praise,称颂赞美,favour,positive,4
太平盛世,praise,称颂赞美,favour,positive,4
头头是道,praise,称颂赞美,favour,positive,4
奇功异勋,praise,称颂赞美,favour,positive,4
奇珍异宝,praise,称颂赞美,favour,positive,4
奇花异卉,praise,称颂赞美,favour,positive,4
奋不顾身,praise,称颂赞美,favour,positive,4
奋勇抗争,praise,称颂赞美,favour,positive,4
奋勇杀敌,praise,称颂赞美,favour,positive,4
奋发图强,praise,称颂赞美,favour,positive,4
奋笔疾书,praise,称颂赞美,favour,positive,4
好整以暇,praise,称颂赞美,favour,positive,4
如花似玉,praise,称颂赞美,favour,positive,4
妇孺皆知,praise,称颂赞美,favour,positive,4
妙不可言,praise,称颂赞美,favour,positive,4
始终不渝,praise,称颂赞美,favour,positive,4
始终如一,praise,称颂赞美,favour,positive,4
委婉含蓄,praise,称颂赞美,favour,positive,4
委婉有致,praise,称颂赞美,favour,positive,4
委曲求全,praise,称颂赞美,favour,positive,4
姹紫千红,praise,称颂赞美,favour,positive,4
姹紫嫣红,praise,称颂赞美,favour,positive,4
姿容绝世,praise,称颂赞美,favour,positive,4
姿态横生,praise,称颂赞美,favour,positive,4
威武不屈,praise,称颂赞美,favour,positive,4
威风凛凛,praise,称颂赞美,favour,positive,4
娉娉袅袅,praise,称颂赞美,favour,positive,4
娓娓动听,praise,称颂赞美,favour,positive,4
娓娓而谈,praise,称颂赞美,favour,positive,4
婀娜多姿,praise,称颂赞美,favour,positive,4
婀娜多情,praise,称颂赞美,favour,positive,4
嬉戏自如,praise,称颂赞美,favour,positive,4
孑然独行,praise,称颂赞美,favour,positive,4
孔武有力,praise,称颂赞美,favour,positive,4
字字珠玑,praise,称颂赞美,favour,positive,4
字斟句酌,praise,称颂赞美,favour,positive,4
孤傲高洁,praise,称颂赞美,favour,positive,4
孤芳孑立,praise,称颂赞美,favour,positive,4
学成归国,praise,称颂赞美,favour,positive,4
宁死不屈,praise,称颂赞美,favour,positive,4
安于一时,praise,称颂赞美,favour,positive,4
安分守己,praise,称颂赞美,favour,positive,4
安贫乐道,praise,称颂赞美,favour,positive,4
安邦定国,praise,称颂赞美,favour,positive,4
完璧归赵,praise,称颂赞美,favour,positive,4
宏伟壮阔,praise,称颂赞美,favour,positive,4
实而有据,praise,称颂赞美,favour,positive,4
宠辱皆忘,praise,称颂赞美,favour,positive,4
家喻户晓,praise,称颂赞美,favour,positive,4
容光焕发,praise,称颂赞美,favour,positive,4
寄情山水,praise,称颂赞美,favour,positive,4
密不可分,praise,称颂赞美,favour,positive,4
富丽堂皇,praise,称颂赞美,favour,positive,4
富幽默感,praise,称颂赞美,favour,positive,4
富有魅力,praise,称颂赞美,favour,positive,4
寓情于事,praise,称颂赞美,favour,positive,4
寓情于景,praise,称颂赞美,favour,positive,4
寓意含蓄,praise,称颂赞美,favour,positive,4
寓意无穷,praise,称颂赞美,favour,positive,4
寓意深刻,praise,称颂赞美,favour,positive,4
寓意深长,praise,称颂赞美,favour,positive,4
寥寥无几,praise,称颂赞美,favour,positive,4
寸寸为之,praise,称颂赞美,favour,positive,4
寸金难买,praise,称颂赞美,favour,positive,4
对比突出,praise,称颂赞美,favour,positive,4
小家碧玉,praise,称颂赞美,favour,positive,4
小巧玲珑,praise,称颂赞美,favour,positive,4
小心谨慎,praise,称颂赞美,favour,positive,4
尽人皆知,praise,称颂赞美,favour,positive,4
尽善尽美,praise,称颂赞美,favour,positive,4
尽态极妍,praise,称颂赞美,favour,positive,4
尽职尽责,praise,称颂赞美,favour,positive,4
居安思危,praise,称颂赞美,favour,positive,4
居高临下,praise,称颂赞美,favour,positive,4
屏气凝神,praise,称颂赞美,favour,positive,4
履险如夷,praise,称颂赞美,favour,positive,4
山明水秀,praise,称颂赞美,favour,positive,4
山水田园,praise,称颂赞美,favour,positive,4
山高水长,praise,称颂赞美,favour,positive,4
屹立不拔,praise,称颂赞美,favour,positive,4
岁寒三友,praise,称颂赞美,favour,positive,4
岿然不动,praise,称颂赞美,favour,positive,4
嵚崎磊落,praise,称颂赞美,favour,positive,4
巍然屹立,praise,称颂赞美,favour,positive,4
工力悉敌,praise,称颂赞美,favour,positive,4
巧取豪夺,praise,称颂赞美,favour,positive,4
巧夺天工,praise,称颂赞美,favour,positive,4
已见一斑,praise,称颂赞美,favour,positive,4
常备不懈,praise,称颂赞美,favour,positive,4
干净利落,praise,称颂赞美,favour,positive,4
干干净净,praise,称颂赞美,favour,positive,4
平分秋色,praise,称颂赞美,favour,positive,4
平平淡淡,praise,称颂赞美,favour,positive,4
平易近人,praise,称颂赞美,favour,positive,4
平静下来,praise,称颂赞美,favour,positive,4
年富力强,praise,称颂赞美,favour,positive,4
年轻力壮,praise,称颂赞美,favour,positive,4
并驾齐驱,praise,称颂赞美,favour,positive,4
幽默滑稽,praise,称颂赞美,favour,positive,4
康庄大道,praise,称颂赞美,favour,positive,4
建功报国,praise,称颂赞美,favour,positive,4
建功立业,praise,称颂赞美,favour,positive,4
开宗明义,praise,称颂赞美,favour,positive,4
开门见山,praise,称颂赞美,favour,positive,4
异彩纷呈,praise,称颂赞美,favour,positive,4
异想升天,praise,称颂赞美,favour,positive,4
引人注意,praise,称颂赞美,favour,positive,4
引人注目,praise,称颂赞美,favour,positive,4
引人瞩目,praise,称颂赞美,favour,positive,4
引古鉴今,praise,称颂赞美,favour,positive,4
张敞画眉,praise,称颂赞美,favour,positive,4
弹丸脱手,praise,称颂赞美,favour,positive,4
归根到底,praise,称颂赞美,favour,positive,4
归隐山林,praise,称颂赞美,favour,positive,4
当之无愧,praise,称颂赞美,favour,positive,4
当仁不让,praise,称颂赞美,favour,positive,4
彪炳千古,praise,称颂赞美,favour,positive,4
彬彬有礼,praise,称颂赞美,favour,positive,4
征夫思妇,praise,称颂赞美,favour,positive,4
征歌逐舞,praise,称颂赞美,favour,positive,4
待时而动,praise,称颂赞美,favour,positive,4
很有抱负,praise,称颂赞美,favour,positive,4
得天独厚,praise,称颂赞美,favour,positive,4
循序渐进,praise,称颂赞美,favour,positive,4
循循善诱,praise,称颂赞美,favour,positive,4
微言大义,praise,称颂赞美,favour,positive,4
德高望重,praise,称颂赞美,favour,positive,4
心凝形释,praise,称颂赞美,favour,positive,4
心地善良,praise,称颂赞美,favour,positive,4
心如磐石,praise,称颂赞美,favour,positive,4
心灵手巧,praise,称颂赞美,favour,positive,4
心胸开阔,praise,称颂赞美,favour,positive,4
心雄万夫,praise,称颂赞美,favour,positive,4
志在千里,praise,称颂赞美,favour,positive,4
志士仁人,praise,称颂赞美,favour,positive,4
忠厚老实,praise,称颂赞美,favour,positive,4
忠君爱国,praise,称颂赞美,favour,positive,4
忠心耿耿,praise,称颂赞美,favour,positive,4
忠贞不渝,praise,称颂赞美,favour,positive,4
忠贞不贰,praise,称颂赞美,favour,positive,4
忠贞爱情,praise,称颂赞美,favour,positive,4
忧国忧时,praise,称颂赞美,favour,positive,4
忧国忧民,praise,称颂赞美,favour,positive,4
忧国爱民,praise,称颂赞美,favour,positive,4
忧民悯农,praise,称颂赞美,favour,positive,4
忧深思远,praise,称颂赞美,favour,positive,4
快马加鞭,praise,称颂赞美,favour,positive,4
怀古之作,praise,称颂赞美,favour,positive,4
怀古之情,praise,称颂赞美,favour,positive,4
怀瑾握瑜,praise,称颂赞美,favour,positive,4
思妇情长,praise,称颂赞美,favour,positive,4
恒久不变,praise,称颂赞美,favour,positive,4
恬静安谧,praise,称颂赞美,favour,positive,4
恭恭敬敬,praise,称颂赞美,favour,positive,4
恰到好处,praise,称颂赞美,favour,positive,4
恰如其分,praise,称颂赞美,favour,positive,4
患难与共,praise,称颂赞美,favour,positive,4
悲壮淋漓,praise,称颂赞美,favour,positive,4
情景互生,praise,称颂赞美,favour,positive,4
情景交映,praise,称颂赞美,favour,positive,4
情景交融,praise,称颂赞美,favour,positive,4
情景相生,praise,称颂赞美,favour,positive,4
情深意切,praise,称颂赞美,favour,positive,4
情真意切,praise,称颂赞美,favour,positive,4
情见乎辞,praise,称颂赞美,favour,positive,4
惊世骇俗,praise,称颂赞美,favour,positive,4
惜墨如金,praise,称颂赞美,favour,positive,4
惜花之情,praise,称颂赞美,favour,positive,4
惟妙惟肖,praise,称颂赞美,favour,positive,4
惨淡经营,praise,称颂赞美,favour,positive,4
想方设法,praise,称颂赞美,favour,positive,4
想象新奇,praise,称颂赞美,favour,positive,4
意味悠长,praise,称颂赞美,favour,positive,4
意味深长,praise,称颂赞美,favour,positive,4
意境雄浑,praise,称颂赞美,favour,positive,4
意境高远,praise,称颂赞美,favour,positive,4
意气飞扬,praise,称颂赞美,favour,positive,4
意蕴丰富,praise,称颂赞美,favour,positive,4
感人心魄,praise,称颂赞美,favour,positive,4
感人肺腑,praise,称颂赞美,favour,positive,4
感恩戴德,praise,称颂赞美,favour,positive,4
感情深沉,praise,称颂赞美,favour,positive,4
感慨淋漓,praise,称颂赞美,favour,positive,4
感慨系之,praise,称颂赞美,favour,positive,4
感物思人,praise,称颂赞美,favour,positive,4
慷慨不平,praise,称颂赞美,favour,positive,4
慷慨悲凉,praise,称颂赞美,favour,positive,4
慷慨悲愤,praise,称颂赞美,favour,positive,4
慷慨激昂,praise,称颂赞美,favour,positive,4
成竹在胸,praise,称颂赞美,favour,positive,4
战无不胜,praise,称颂赞美,favour,positive,4
戛戛独造,praise,称颂赞美,favour,positive,4
所向披靡,praise,称颂赞美,favour,positive,4
所向无敌,praise,称颂赞美,favour,positive,4
手不释杯,praise,称颂赞美,favour,positive,4
才华横溢,praise,称颂赞美,favour,positive,4
才子佳人,praise,称颂赞美,favour,positive,4
才气横溢,praise,称颂赞美,favour,positive,4
才貌双全,praise,称颂赞美,favour,positive,4
才过屈宋,praise,称颂赞美,favour,positive,4
打动人心,praise,称颂赞美,favour,positive,4
打成平手,praise,称颂赞美,favour,positive,4
打抱不平,praise,称颂赞美,favour,positive,4
托物咏志,praise,称颂赞美,favour,positive,4
托物抒怀,praise,称颂赞美,favour,positive,4
托物抒情,praise,称颂赞美,favour,positive,4
托物言志,praise,称颂赞美,favour,positive,4
扣人心弦,praise,称颂赞美,favour,positive,4
扫眉才子,praise,称颂赞美,favour,positive,4
扬威耀武,praise,称颂赞美,favour,positive,4
扶摇而上,praise,称颂赞美,favour,positive,4
扶老携幼,praise,称颂赞美,favour,positive,4
承上启下,praise,称颂赞美,favour,positive,4
承前启后,praise,称颂赞美,favour,positive,4
抑塞磊落,praise,称颂赞美,favour,positive,4
投桃报李,praise,称颂赞美,favour,positive,4
报国无成,praise,称颂赞美,favour,positive,4
报国无路,praise,称颂赞美,favour,positive,4
报国无门,praise,称颂赞美,favour,positive,4
报效无门,praise,称颂赞美,favour,positive,4
报效祖国,praise,称颂赞美,favour,positive,4
