ID,sample_id,花名,月份,朝代,作者,诗名,top20_words,top5_preview
798,130,桂花,八月,宋,曾几,岩 桂,"[[""生于"", 0.7269], [""团团"", 0.6867]]",生于、团团
853,131,菊花,八月,唐,李山甫,刘员外寄移菊,[],
796,132,桂花,八月,元,倪瓒,桂 花,"[[""故园"", 1.0]]",故园
850,133,菊花,八月,明,文森,九 日,"[[""登临"", 0.496], [""故园"", 0.4686], [""无限"", 0.4473], [""开时"", 0.4152], [""重阳"", 0.4025]]",登临、故园、无限、开时、重阳
793,134,桂花,八月,唐,李白,咏 桂,"[[""南山"", 0.4972], [""世人"", 0.4972], [""绿叶"", 0.4747], [""桃李"", 0.378], [""春风"", 0.3705]]",南山、世人、绿叶、桃李、春风
792,135,桂花,八月,唐,王绩,春桂问答二首,"[[""独秀"", 0.5287], [""知否"", 0.5287], [""风霜"", 0.5287], [""桃李"", 0.4019]]",独秀、知否、风霜、桃李
813,136,桂花,八月,宋,谢懋,霜天晓角,"[[""黄金"", 0.7071], [""绿云"", 0.7071]]",黄金、绿云
839,137,菊花,九月,明,李东阳,墨菊二首(其二),"[[""世人"", 0.6728], [""不知"", 0.5344], [""桃李"", 0.5116]]",世人、不知、桃李
903,138,雁来红,九月,清,边浴礼,绛都春,"[[""落叶"", 0.4237], [""艳妆"", 0.4002], [""天涯"", 0.3821], [""点点"", 0.3821], [""桃花"", 0.3821], [""相思"", 0.3547], [""西风"", 0.3108]]",落叶、艳妆、天涯、点点、桃花
840,139,菊花,九月,南朝梁,萧纲,采菊篇,[],
899,140,菊花,九月,宋,黄庭坚,南乡子,"[[""登临"", 0.3403], [""黄菊"", 0.3215], [""菊花"", 0.3215], [""人们"", 0.3215], [""不须"", 0.3069], [""盛开"", 0.3069], [""酒醒"", 0.295], [""东篱"", 0.2849], [""重阳"", 0.2761], [""寂寞"", 0.2761], [""不知"", 0.2553]]",登临、黄菊、菊花、人们、不须
841,141,菊花,九月,宋,陆游,山园草间菊数枝开，席地独酌,"[[""不堪"", 0.7233], [""狼藉"", 0.6905]]",不堪、狼藉
837,142,菊花,九月,宋,陆游,菊 花,"[[""纷纷"", 0.3931], [""菊花"", 0.3931], [""数枝"", 0.3931], [""芬芳"", 0.3752], [""零落"", 0.3752], [""独立"", 0.3752], [""叹息"", 0.3377]]",纷纷、菊花、数枝、芬芳、零落
843,143,菊花,九月,唐,顾非熊,万年厉员外宅赏残菊,"[[""重阳"", 1.0]]",重阳
847,144,菊花,九月,明,何景明,八月二十八日子容过对菊,"[[""独怜"", 0.6295], [""风雨"", 0.5579], [""重阳"", 0.5408]]",独怜、风雨、重阳
835,145,菊花,九月,宋,梅尧臣,舟上采菊,"[[""采菊"", 0.5418], [""黄菊"", 0.5118], [""寄托"", 0.4886], [""东篱"", 0.4536]]",采菊、黄菊、寄托、东篱
898,146,菊花,九月,宋,张孝祥,鹪鸪天,"[[""秋光"", 0.3954], [""醉眼"", 0.3954], [""留连"", 0.3735], [""相顾"", 0.3566], [""武陵"", 0.3427], [""东篱"", 0.331], [""春色"", 0.331], [""人间"", 0.2901]]",秋光、醉眼、留连、相顾、武陵
834,147,菊花,九月,晋,陶渊明,饮 酒（其五）,"[[""采菊"", 0.5418], [""南山"", 0.5118], [""车马"", 0.4886], [""东篱"", 0.4536]]",采菊、南山、车马、东篱
833,148,菊花,九月,晋,陶渊明,和郭主簿二首(其二),"[[""风景"", 0.7426], [""幽人"", 0.6697]]",风景、幽人
900,149,菊花,九月,清,董元恺,小桃红,"[[""霜点"", 0.5156], [""幽人"", 0.465], [""秋风"", 0.447], [""佳人"", 0.4317], [""春风"", 0.363]]",霜点、幽人、秋风、佳人、春风
895,150,菊花,九月,清,叶申芗,阮郎归,[],
897,151,菊花,九月,宋,黄庭坚,鹧鸪天,"[[""黄花"", 0.5418], [""黄菊"", 0.5118], [""人生"", 0.4886], [""枝头"", 0.4536]]",黄花、黄菊、人生、枝头
896,152,菊花,九月,清,龚自珍,卖花声,"[[""菊花"", 0.5992], [""不成"", 0.5992], [""东篱"", 0.531]]",菊花、不成、东篱
943,153,野菊,十月,宋,张鎡,如梦令,"[[""知否"", 0.731], [""野菊"", 0.3869], [""亭亭"", 0.3354], [""东篱"", 0.3239], [""开花"", 0.314]]",知否、野菊、亭亭、东篱、开花
938,154,野菊,十月,金,元好问,野菊座主闲闲公命作,"[[""鲜明"", 0.609], [""狼藉"", 0.5813], [""秋色"", 0.5397]]",鲜明、狼藉、秋色
939,155,野菊,十月,金,元好问,野菊再奉座主闲闲公命作,"[[""骚人"", 0.4561], [""南山"", 0.4309], [""鲜明"", 0.4309], [""不成"", 0.4309], [""多情"", 0.3506], [""西风"", 0.3346]]",骚人、南山、鲜明、不成、多情
934,156,甘菊,十月,唐,杜甫,叹庭前甘菊花,"[[""不堪"", 0.6043], [""风霜"", 0.6043], [""重阳"", 0.5192]]",不堪、风霜、重阳
933,157,甘菊,十月,宋,苏轼,咏甘菊,"[[""生死"", 0.4934], [""独秀"", 0.4661], [""香风"", 0.4661], [""先生"", 0.413], [""无人"", 0.3892]]",生死、独秀、香风、先生、无人
932,158,木芙蓉,十月,清,王又曾,酷相思,"[[""木芙蓉"", 0.6759], [""酒痕"", 0.338], [""不尽"", 0.3193], [""玲珑"", 0.293], [""荷花"", 0.293], [""秋色"", 0.2829], [""开花"", 0.2743]]",木芙蓉、酒痕、不尽、玲珑、荷花
905,159,雁来红,十月,明,释道衍,茶轩为陈惟寅赋,"[[""艳照"", 0.4761], [""残红"", 0.4498], [""冰雪"", 0.4498], [""烟水"", 0.4294], [""幽人"", 0.4294]]",艳照、残红、冰雪、烟水、幽人
906,160,雁来红,十月,宋,苏轼,茶轩为陈惟寅赋,"[[""有意"", 0.609], [""盛开"", 0.5813], [""先生"", 0.5397]]",有意、盛开、先生
909,161,山茶,十月,宋,苏轼,邵伯梵行寺山茶,"[[""不会"", 0.4513], [""山茶"", 0.4263], [""独来"", 0.4263], [""相对"", 0.3912], [""细雨"", 0.3912], [""无人"", 0.356]]",不会、山茶、独来、相对、细雨
915,162,山茶花,十月,清,叶申芗,木兰花慢,"[[""花卉"", 0.4349], [""风定"", 0.4349], [""开放"", 0.4108], [""山茶"", 0.4108], [""冉冉"", 0.377], [""牡丹"", 0.377]]",花卉、风定、开放、山茶、冉冉
917,163,木芙蓉,十月,宋,苏轼,王伯扬所藏赵昌芙蓉,"[[""花木"", 0.5582], [""芙蓉"", 0.5273], [""凄凉"", 0.453], [""幽姿"", 0.453]]",花木、芙蓉、凄凉、幽姿
919,164,木芙蓉,十月,明,申时行,芙蓉,"[[""落后"", 0.5009], [""夕阳"", 0.4517], [""群芳"", 0.4517], [""秋色"", 0.4193], [""幽姿"", 0.4065]]",落后、夕阳、群芳、秋色、幽姿
925,165,木芙蓉,十月,宋,张耒,芙 蓉,"[[""古寺"", 0.7071], [""芙蓉"", 0.7071]]",古寺、芙蓉
931,166,木芙蓉,十月,宋,赵昂,婆罗门引,"[[""木芙蓉"", 0.4354], [""烟水"", 0.3926], [""夕阳"", 0.3926], [""惆帐"", 0.3774], [""秋色"", 0.3645], [""寂寞"", 0.3533], [""西风"", 0.3194]]",木芙蓉、烟水、夕阳、惆帐、秋色
937,167,野菊,十月,唐,李商隐,野菊,"[[""善于"", 0.6431], [""李商隐"", 0.4824], [""艺术"", 0.1608], [""野菊"", 0.1608], [""比兴"", 0.1608], [""诗眼"", 0.1608], [""深意"", 0.1519], [""作为"", 0.1519], [""独来"", 0.1519], [""咏物诗"", 0.1519], [""不能"", 0.1519], [""事物"", 0.1519], [""寄托"", 0.145], [""相伴"", 0.145], [""芳心"", 0.1394], [""冉冉"", 0.1394], [""自然"", 0.1305], [""人间"", 0.118]]",善于、李商隐、艺术、野菊、比兴
926,168,木芙蓉,十月,宋,范成大,窗前木芙蓉,"[[""留连"", 0.7071], [""青女"", 0.7071]]",留连、青女
954,169,红梅,十一月,明,僧德辉,题红梅,"[[""杏花"", 0.5428], [""处士"", 0.5182], [""颜色"", 0.481], [""无人"", 0.4533]]",杏花、处士、颜色、无人
960,170,红梅,十一月,宋,苏轼,定风波,"[[""青枝"", 0.484], [""自怜"", 0.484], [""吟咏"", 0.4572], [""绿叶"", 0.4365], [""不知"", 0.3632]]",青枝、自怜、吟咏、绿叶、不知
959,171,红梅,十一月,宋,姜夔,小重山,"[[""断魂"", 0.633], [""相思"", 0.5876], [""东风"", 0.5041]]",断魂、相思、东风
956,172,红梅,十一月,宋,高观国,留春 令,"[[""风月"", 0.4412], [""玉妃"", 0.4412], [""风韵"", 0.4412], [""杏花"", 0.4168], [""江南"", 0.3481], [""胭脂"", 0.3481]]",风月、玉妃、风韵、杏花、江南
957,173,红梅,十一月,宋,毛滂,玉楼春,"[[""相见"", 0.7269], [""满城"", 0.6867]]",相见、满城
944,174,红梅,十一月,宋,范成大,红 梅,"[[""红梅"", 0.555], [""梅花"", 0.5255], [""东君"", 0.4379], [""阆苑"", 0.185], [""神仙"", 0.185], [""归来"", 0.1604], [""笔调"", 0.0925], [""看来"", 0.0925], [""风月"", 0.0925], [""形容"", 0.0925], [""直接"", 0.0925], [""突出"", 0.0925], [""花木"", 0.0925], [""作为"", 0.0874], [""春梦"", 0.0874], [""显得"", 0.0834], [""芬芳"", 0.0834], [""手法"", 0.0834], [""春色"", 0.0774], [""枝头"", 0.0774]]",红梅、梅花、东君、阆苑、神仙
945,175,红梅,十一月,宋,范成大,岭上红梅,"[[""空谷"", 0.371], [""不能"", 0.3505], [""满城"", 0.3505], [""倾城"", 0.3346], [""相对"", 0.3216], [""寂寞"", 0.3011], [""胭脂"", 0.2927], [""江南"", 0.2927], [""桃李"", 0.2665], [""春风"", 0.2612]]",空谷、不能、满城、倾城、相对
946,176,红梅,十一月,宋,梅尧臣,红 梅,[],
947,177,红梅,十一月,宋,苏轼,红 梅,"[[""青枝"", 0.5599], [""绿叶"", 0.505], [""无端"", 0.505], [""不知"", 0.4201]]",青枝、绿叶、无端、不知
958,178,红梅,十一月,宋,真德秀,蝶恋花,"[[""点点"", 0.4162], [""武陵"", 0.4], [""枝头"", 0.3863], [""江南"", 0.3641], [""胭脂"", 0.3641], [""东君"", 0.3641], [""不知"", 0.3463]]",点点、武陵、枝头、江南、胭脂
949,179,红梅,十一月,明,黄肃,红 梅,"[[""惆帐"", 0.7396], [""胭脂"", 0.6731]]",惆帐、胭脂
951,180,红梅,十一月,元,王冕,红梅四首(其一),"[[""罗浮梦"", 1.0]]",罗浮梦
948,181,红梅,十一月,宋,范成大,红 梅,"[[""桃李"", 0.7141], [""春风"", 0.7]]",桃李、春风
955,182,红梅,十一月,清,龚自珍,种红梅一株于竹下赋此,"[[""红妆"", 0.5272], [""萧萧"", 0.498], [""翠袖"", 0.498], [""如许"", 0.4754]]",红妆、萧萧、翠袖、如许
953,183,红梅,十一月,明,李东阳,题延平刘郎中廷信所藏红梅,"[[""相妒"", 0.6386], [""西湖"", 0.5535], [""开时"", 0.5346]]",相妒、西湖、开时
952,184,红梅,十一月,元,王冕,红梅四首(其二),"[[""红梅"", 0.3869], [""江南"", 0.3815], [""梅花"", 0.314], [""瑶池"", 0.2902], [""玉妃"", 0.2902], [""春风"", 0.2724], [""罗浮梦"", 0.1935], [""形容"", 0.1935], [""不能"", 0.1828], [""笔调"", 0.0967], [""仙子"", 0.0967], [""酒痕"", 0.0967], [""生于"", 0.0967], [""芳香"", 0.0967], [""红妆"", 0.0967], [""空灵"", 0.0967], [""白玉"", 0.0967], [""咏物诗"", 0.0914], [""动人"", 0.0914], [""作为"", 0.0914]]",红梅、江南、梅花、瑶池、玉妃
974,185,水仙花,十二月,明,文征明,水 仙,"[[""不见"", 1.0]]",不见
999,186,瑞香,十二月,宋,苏轼,西江月,"[[""春梦"", 0.5861], [""蓬莱"", 0.5861], [""后土"", 0.5595]]",春梦、蓬莱、后土
997,187,瑞香,十二月,宋,朱淑真,咏瑞香,"[[""芳菲"", 0.6276], [""玲珑"", 0.5758], [""东君"", 0.5241]]",芳菲、玲珑、东君
996,188,瑞香,十二月,宋,杨万里,瑞香花新开(五首之一),[],
995,189,瑞香,十二月,宋,范成大,瑞香花,"[[""醉人"", 0.5774], [""青青"", 0.5774], [""落后"", 0.5774]]",醉人、青青、落后
961,190,水仙花,十二月,宋,黄庭坚,王充道送水仙花五十枝,"[[""生尘"", 0.6244], [""倾城"", 0.5631], [""断肠"", 0.5413]]",生尘、倾城、断肠
962,191,水仙花,十二月,宋,刘克庄,水仙花,"[[""脂粉"", 0.5198], [""高雅"", 0.5198], [""萧然"", 0.5198], [""可怜"", 0.4352]]",脂粉、高雅、萧然、可怜
987,192,蜡梅,十二月,宋,黄庭坚,戏咏蜡梅二首,"[[""麝脐"", 0.5417], [""蔷薇"", 0.5417], [""风味"", 0.5117], [""桃李"", 0.3891]]",麝脐、蔷薇、风味、桃李
985,193,蜡梅,十二月,宋,苏轼,蜡梅一首贈赵景貺,"[[""蜜蜂"", 0.5406], [""西湖"", 0.496], [""归来"", 0.496], [""梅花"", 0.4644]]",蜜蜂、西湖、归来、梅花
986,194,蜡梅,十二月,宋,陆游,荀秀才送蜡梅十枝奇甚为赋此诗,"[[""金屋"", 0.7765], [""幽姿"", 0.6301]]",金屋、幽姿
984,195,水仙花,十二月,宋,辛弃疾,贺新郎,"[[""金杯"", 0.3849], [""生尘"", 0.3849], [""萧然"", 0.3849], [""凌波"", 0.3636], [""烟雨"", 0.3636], [""相逢"", 0.3336], [""无人"", 0.3037], [""多情"", 0.2959]]",金杯、生尘、萧然、凌波、烟雨
983,196,水仙花,十二月,宋,王沂孙,庆宫春,"[[""水仙"", 0.4496], [""幽芳"", 0.3172], [""君王"", 0.3172], [""零乱"", 0.3172], [""词人"", 0.3172], [""显得"", 0.2861], [""参差"", 0.2861], [""凄凉"", 0.2575], [""芳香"", 0.1586], [""生活"", 0.1586], [""白玉"", 0.1586], [""怜惜"", 0.1499], [""想象"", 0.1499], [""纤手"", 0.1499], [""婀娜"", 0.1499]]",水仙、幽芳、君王、零乱、词人
982,197,水仙花,十二月,宋,高观国,金人捧露盘,"[[""水仙"", 0.7542], [""花卉"", 0.2661], [""百花"", 0.2661], [""形象"", 0.2514], [""幽香"", 0.2514], [""吟咏"", 0.2514], [""断肠"", 0.2307], [""开花"", 0.216]]",水仙、花卉、百花、形象、幽香
979,198,水仙花,十二月,宋,无名氏,菩萨蛮,"[[""秋光"", 0.5992], [""黄金"", 0.5661], [""蜜蜂"", 0.5661]]",秋光、黄金、蜜蜂
975,199,水仙,十二月,清,陶孚尹,水仙花,"[[""仙子"", 0.6791], [""水仙"", 0.4277], [""花色"", 0.2264], [""高雅"", 0.2264], [""美丽"", 0.2138], [""人们"", 0.2138], [""诗意"", 0.2138], [""吟咏"", 0.2138], [""显得"", 0.2041], [""不知"", 0.1699]]",仙子、水仙、花色、高雅、美丽
966,200,水仙花,十二月,宋,刘攽,水仙花,"[[""徘徊"", 0.5287], [""冰雪"", 0.5287], [""青女"", 0.5287], [""桃李"", 0.4019]]",徘徊、冰雪、青女、桃李
