ID,sample_id,花名,月份,朝代,作者,诗名,top20_words,top5_preview
440,45,蔷薇,三月,宋,周邦彦,六 丑,"[[""落花"", 0.4918], [""相思"", 0.3279], [""风雨"", 0.3112], [""词人"", 0.2576], [""盛开"", 0.2145], [""多情"", 0.1639], [""首词"", 0.1609], [""无情"", 0.1508], [""比作"", 0.1465], [""希望"", 0.1425], [""感叹"", 0.1406], [""零落"", 0.1406], [""曲折"", 0.1388], [""花瓣"", 0.1339], [""全词"", 0.1308], [""引出"", 0.128], [""无限"", 0.1228], [""引起"", 0.1215], [""寂寞"", 0.1204], [""寄托"", 0.1181]]",落花、相思、风雨、词人、盛开
479,46,虞美人,三月,宋,赵以夫,扬州慢,"[[""扬州"", 0.8838], [""琼花"", 0.414], [""词人"", 0.1322], [""春风"", 0.0596], [""历史"", 0.0491], [""出现"", 0.0451], [""至此"", 0.044], [""想象"", 0.033], [""就是"", 0.0311], [""憔悴"", 0.0249], [""韩愈"", 0.0246], [""草木"", 0.0242], [""清香"", 0.0232], [""相对"", 0.0232], [""前人"", 0.0228], [""便是"", 0.0228], [""相似"", 0.0225], [""成为"", 0.0223], [""只能"", 0.0223], [""曲折"", 0.0223]]",扬州、琼花、词人、春风、历史
421,47,兰花,三月,清,秋瑾,兰 花,"[[""兰花"", 0.9001], [""屈原"", 0.3949], [""高洁"", 0.0606], [""美丽"", 0.0412], [""品格"", 0.0408], [""上片"", 0.0384], [""寄托"", 0.0381], [""下片"", 0.0381], [""作品"", 0.0364], [""比喻"", 0.0354], [""显得"", 0.032], [""感情"", 0.0308], [""形象"", 0.0253], [""同样"", 0.023], [""有关"", 0.0224], [""感到"", 0.0224], [""自已"", 0.0224], [""极为"", 0.0224], [""气氛"", 0.0221], [""花卉"", 0.0221]]",兰花、屈原、高洁、美丽、品格
512,48,杨花,三月,宋,周密,声声慢,"[[""柳花"", 0.8201], [""词人"", 0.3918], [""多情"", 0.17], [""杨花"", 0.1331], [""春风"", 0.1286], [""感叹"", 0.0972], [""不禁"", 0.0894], [""时节"", 0.0894], [""仿佛"", 0.0848], [""看到"", 0.0794], [""色彩"", 0.0735], [""令人"", 0.0718], [""感情"", 0.0661], [""无情"", 0.0521], [""白色"", 0.0499], [""清香"", 0.0499], [""深情"", 0.0492], [""细腻"", 0.0486], [""映衬"", 0.0486], [""自已"", 0.048]]",柳花、词人、多情、杨花、春风
515,49,杨花,三月,宋,苏轼,水龙吟,"[[""杨花"", 0.9469], [""苏轼"", 0.1609], [""东坡"", 0.153], [""无情"", 0.0989], [""全词"", 0.0715], [""方面"", 0.0649], [""形态"", 0.0649], [""真是"", 0.0572], [""引出"", 0.0559], [""进一步"", 0.0531], [""毕竟"", 0.0444], [""春色"", 0.0434], [""起来"", 0.0424], [""比作"", 0.032], [""意象"", 0.0307], [""一幅"", 0.0286], [""得到"", 0.0268], [""上片"", 0.0261], [""下片"", 0.0258], [""首词"", 0.0234]]",杨花、苏轼、东坡、无情、全词
516,50,杨花,三月,明,赵南星,水龙吟,"[[""杨花"", 0.9511], [""春风"", 0.1361], [""寄托"", 0.0972], [""落花"", 0.0899], [""秋风"", 0.0752], [""议论"", 0.0603], [""东风"", 0.0594], [""上片"", 0.0491], [""看到"", 0.0473], [""首词"", 0.0441], [""矛盾"", 0.0434], [""东坡"", 0.0427], [""拟人"", 0.0408], [""觉得"", 0.0386], [""极为"", 0.0381], [""感到"", 0.0381], [""人们"", 0.038], [""至此"", 0.0376], [""没有"", 0.0361], [""情绪"", 0.0359]]",杨花、春风、寄托、落花、秋风
521,51,木棉花,三月,清,陈恭尹,木棉花歌,"[[""红色"", 0.3947], [""清人"", 0.2631], [""就是"", 0.2616], [""传说"", 0.2434], [""赞美"", 0.235], [""象征"", 0.2183], [""盛开"", 0.1927], [""令人"", 0.1866], [""石榴"", 0.1638], [""拟人"", 0.1335], [""红花"", 0.1316], [""海棠"", 0.1297], [""希望"", 0.128], [""桃花"", 0.128], [""语言"", 0.128], [""深情"", 0.128], [""面对"", 0.128], [""零落"", 0.1263], [""结尾"", 0.1232], [""至此"", 0.1232]]",红色、清人、就是、传说、赞美
343,52,素馨,四月,宋,刘镇,念奴娇,"[[""词人"", 0.4561], [""现实"", 0.3514], [""点明"", 0.2242], [""品格"", 0.2242], [""观赏"", 0.2131], [""下片"", 0.209], [""人间"", 0.209], [""写出"", 0.1502], [""创造"", 0.1356], [""草木"", 0.1335], [""人生"", 0.1315], [""呼应"", 0.1296], [""相似"", 0.1245], [""风韵"", 0.1245], [""感叹"", 0.1245], [""自已"", 0.1229], [""故事"", 0.1229], [""结尾"", 0.1214], [""至此"", 0.1214], [""气氛"", 0.1214]]",词人、现实、点明、品格、观赏
346,53,木兰,四月,宋,刘,木 兰,"[[""相对"", 0.4378], [""品格"", 0.3838], [""结尾"", 0.2771], [""赞美"", 0.2644], [""看来"", 0.2506], [""自然"", 0.2319], [""正是"", 0.183], [""荷花"", 0.1656], [""神韵"", 0.1501], [""清香"", 0.1459], [""自有"", 0.144], [""特点"", 0.1421], [""自已"", 0.1403], [""娇艳"", 0.1403], [""毕竟"", 0.1369], [""在于"", 0.1337], [""不禁"", 0.1307], [""起来"", 0.1307], [""引出"", 0.1293], [""实际上"", 0.1279]]",相对、品格、结尾、赞美、看来
345,54,剪春罗,四月,清,秋瑾,剪春罗,"[[""春风"", 0.5765], [""就是"", 0.2256], [""诗歌"", 0.1839], [""构思"", 0.1727], [""地方"", 0.1679], [""花儿"", 0.1656], [""语言"", 0.1656], [""同样"", 0.1656], [""感叹"", 0.1634], [""娇艳"", 0.1614], [""艳丽"", 0.1594], [""理解"", 0.1574], [""充满"", 0.1574], [""还有"", 0.1574], [""绿叶"", 0.1556], [""真是"", 0.152], [""美丽"", 0.1487], [""看来"", 0.1441], [""得到"", 0.1427], [""诗意"", 0.1413]]",春风、就是、诗歌、构思、地方
339,55,绣球,四月,明,张新,绣 球,[],
329,56,月季,四月,宋,杨万里,腊前月季,"[[""桃李"", 0.5625], [""胭脂"", 0.4364], [""春风"", 0.3362], [""情趣"", 0.2391], [""境界"", 0.2134], [""显得"", 0.1793], [""意态"", 0.1455], [""地方"", 0.1305], [""特点"", 0.1271], [""显示"", 0.1239], [""寄寓"", 0.121], [""出来"", 0.121], [""赞美"", 0.1182], [""也许"", 0.1144], [""产生"", 0.1132], [""进一步"", 0.1098], [""观赏"", 0.1088], [""情景"", 0.1077], [""显然"", 0.1067], [""正面"", 0.1038]]",桃李、胭脂、春风、情趣、境界
327,57,玉兰,四月,清,陈维崧,东风第一枝,"[[""议论"", 0.4255], [""心情"", 0.4209], [""方面"", 0.3238], [""词人"", 0.2994], [""全词"", 0.19], [""景物"", 0.1859], [""环境"", 0.1699], [""盛开"", 0.1558], [""渲染"", 0.1558], [""风雨"", 0.113], [""红色"", 0.1064], [""月光"", 0.1064], [""相对"", 0.1049], [""自有"", 0.1035], [""摇曳"", 0.1035], [""语言"", 0.1035], [""显示"", 0.0996], [""花卉"", 0.0996], [""至此"", 0.0996], [""艳丽"", 0.0996]]",议论、心情、方面、词人、全词
321,58,李花,四月,元,郑韶,梨 花,"[[""女子"", 0.5561], [""主人公"", 0.4726], [""运用"", 0.1945], [""摇曳"", 0.176], [""手法"", 0.1724], [""凄凉"", 0.1715], [""春光"", 0.1674], [""春风"", 0.1532], [""境界"", 0.1459], [""相思"", 0.135], [""诗歌"", 0.1303], [""相似"", 0.1158], [""自已"", 0.1144], [""气氛"", 0.1129], [""在于"", 0.109], [""产生"", 0.1032], [""进一步"", 0.1001], [""首词"", 0.0883], [""作为"", 0.0883], [""艺术"", 0.0788]]",女子、主人公、运用、摇曳、手法
228,59,桃花,四月,明,赵福元,桃 花,"[[""桃花"", 0.9031], [""憔悴"", 0.1909], [""胭脂"", 0.1316], [""海棠"", 0.1181], [""艺术"", 0.1174], [""生活"", 0.0915], [""东风"", 0.0886], [""起来"", 0.0793], [""咏花"", 0.0777], [""没有"", 0.0716], [""仙女"", 0.0636], [""首诗"", 0.0613], [""读者"", 0.0609], [""人物"", 0.0608], [""姿态"", 0.0583], [""映衬"", 0.0575], [""动人"", 0.0554], [""春色"", 0.0541], [""巧妙"", 0.0502], [""颜色"", 0.0483]]",桃花、憔悴、胭脂、海棠、艺术
291,60,杏花,四月,明,陈子龙,画堂春,"[[""杏花"", 0.8539], [""词人"", 0.2676], [""现实"", 0.1527], [""更为"", 0.1145], [""主人公"", 0.0946], [""感情"", 0.0828], [""特点"", 0.0811], [""丰富"", 0.0811], [""强烈"", 0.0801], [""风姿"", 0.0791], [""暗示"", 0.0791], [""全词"", 0.0755], [""赞美"", 0.0755], [""时间"", 0.0738], [""写出"", 0.0734], [""变化"", 0.0731], [""却是"", 0.0723], [""景象"", 0.0723], [""引起"", 0.0701], [""下片"", 0.0681]]",杏花、词人、现实、更为、主人公
259,61,桃花,四月,宋,贺铸,定风波,"[[""桃花"", 0.826], [""词人"", 0.384], [""落花"", 0.2036], [""咏物"", 0.1402], [""有关"", 0.115], [""可能"", 0.1109], [""春风"", 0.1027], [""没有"", 0.0725], [""仙女"", 0.0644], [""陶渊明"", 0.0644], [""风流"", 0.059], [""表明"", 0.059], [""前人"", 0.059], [""意象"", 0.0582], [""凄凉"", 0.0575], [""特色"", 0.0568], [""传说"", 0.0561], [""情感"", 0.0561], [""花瓣"", 0.0554], [""出来"", 0.0554]]",桃花、词人、落花、咏物、有关
260,62,桃花,四月,宋,王沂孙,露 华,"[[""碧桃"", 0.8184], [""词人"", 0.3255], [""桃花"", 0.1761], [""拟人化"", 0.1638], [""意象"", 0.1545], [""创造"", 0.1262], [""意态"", 0.1105], [""象征"", 0.1001], [""深情"", 0.0978], [""故人"", 0.0936], [""变化"", 0.0869], [""上片"", 0.0818], [""情感"", 0.0744], [""不同"", 0.0691], [""下片"", 0.0649], [""憔悴"", 0.0641], [""呼应"", 0.0603], [""特点"", 0.0579], [""曲折"", 0.0572], [""全词"", 0.0539]]",碧桃、词人、桃花、拟人化、意象
266,63,杏花,四月,宋,王安石,杏‘ 花,"[[""杏花"", 0.7177], [""胭脂"", 0.5162], [""联想"", 0.2607], [""历史"", 0.1403], [""故事"", 0.1272], [""美丽"", 0.1172], [""情景"", 0.1092], [""形象"", 0.0718], [""无情"", 0.0691], [""前人"", 0.0653], [""觉得"", 0.0644], [""出现"", 0.0644], [""娇艳"", 0.0636], [""想到"", 0.0621], [""李白"", 0.0621], [""出来"", 0.0613], [""可能"", 0.0613], [""更加"", 0.0613], [""景物"", 0.0586], [""引出"", 0.0586]]",杏花、胭脂、联想、历史、故事
255,64,桃花,四月,明,陈宪章,潘岳爱桃,"[[""桃花"", 0.7588], [""美的"", 0.2839], [""生活"", 0.2482], [""人们"", 0.205], [""只能"", 0.1848], [""杭州"", 0.1404], [""桃李"", 0.1381], [""历史"", 0.1359], [""思想"", 0.1265], [""盛开"", 0.0952], [""作为"", 0.0952], [""牡丹花"", 0.0809], [""洛阳"", 0.0756], [""矛盾"", 0.0702], [""形象"", 0.0695], [""人物"", 0.0659], [""比作"", 0.065], [""牡丹"", 0.0632], [""深情"", 0.0632], [""映衬"", 0.0624]]",桃花、美的、生活、人们、只能
268,65,杏花,四月,唐,韩愈,杏 花,"[[""杏花"", 0.8361], [""韩愈"", 0.3297], [""草木"", 0.3247], [""赏花"", 0.1652], [""风雨"", 0.1031], [""便是"", 0.0944], [""内容"", 0.0629], [""观赏"", 0.0598], [""方面"", 0.0492], [""呼应"", 0.0485], [""就是"", 0.0482], [""点明"", 0.0419], [""产生"", 0.0415], [""抒情"", 0.0399], [""正面"", 0.038], [""联想"", 0.0377], [""意思"", 0.037], [""作为"", 0.0355], [""似乎"", 0.0306], [""人物"", 0.0246]]",杏花、韩愈、草木、赏花、风雨
286,66,杏花,四月,宋,叶绍翁,游园不值,"[[""杏花"", 0.5248], [""陆游"", 0.4441], [""心理"", 0.4313], [""春色"", 0.2761], [""构思"", 0.2067], [""矛盾"", 0.1834], [""艺术"", 0.1775], [""突出"", 0.1584], [""主人公"", 0.152], [""现实"", 0.1227], [""作为"", 0.0995], [""更加"", 0.0931], [""时间"", 0.089], [""直接"", 0.089], [""感受"", 0.0881], [""抒情"", 0.0837], [""出现"", 0.0652], [""比较"", 0.0614], [""情绪"", 0.0607], [""产生"", 0.0581]]",杏花、陆游、心理、春色、构思
542,67,芍药,四月,宋,韩元吉,浪淘沙,"[[""芍药"", 0.7463], [""扬州"", 0.5835], [""多情"", 0.1527], [""赏花"", 0.0995], [""春色"", 0.0924], [""意态"", 0.075], [""东风"", 0.0673], [""牡丹"", 0.0664], [""时节"", 0.0602], [""产生"", 0.0583], [""自然"", 0.0535], [""联想"", 0.053], [""正是"", 0.0422], [""没有"", 0.0408], [""东坡"", 0.0362], [""憔悴"", 0.0362], [""创造"", 0.0357], [""江南"", 0.0351], [""花儿"", 0.0332], [""表明"", 0.0332]]",芍药、扬州、多情、赏花、春色
543,68,芍药,四月,宋,卢祖皋,水龙吟,"[[""芍药"", 0.8481], [""扬州"", 0.2984], [""牡丹"", 0.2121], [""赏花"", 0.1273], [""内容"", 0.1131], [""拟人"", 0.0885], [""艺术"", 0.0855], [""风流"", 0.0848], [""凄凉"", 0.0827], [""上片"", 0.071], [""下片"", 0.0703], [""形象"", 0.07], [""作为"", 0.0639], [""手法"", 0.0623], [""似乎"", 0.055], [""牡丹花"", 0.0543], [""洛阳"", 0.0507], [""用典"", 0.0463], [""韩愈"", 0.0456], [""红色"", 0.0436]]",芍药、扬州、牡丹、赏花、内容
544,69,芍药,四月,宋,晁补之,望海潮,"[[""芍药"", 0.8412], [""扬州"", 0.4154], [""牡丹"", 0.1417], [""洛阳"", 0.1271], [""苏轼"", 0.0998], [""开花"", 0.0857], [""用典"", 0.0774], [""艺术"", 0.0714], [""全词"", 0.0651], [""美的"", 0.0636], [""词人"", 0.0512], [""石榴"", 0.0454], [""牡丹花"", 0.0454], [""东坡"", 0.0387], [""韩愈"", 0.0381], [""东风"", 0.0359], [""烘托"", 0.0354], [""表明"", 0.0354], [""显出"", 0.035], [""风韵"", 0.035]]",芍药、扬州、牡丹、洛阳、苏轼
559,70,杜鹃,四月,宋,辛弃疾,定风波,"[[""环境"", 0.3506], [""牡丹"", 0.2847], [""似乎"", 0.2308], [""形态"", 0.2227], [""希望"", 0.2135], [""成为"", 0.2081], [""特征"", 0.1983], [""正面"", 0.1721], [""海棠花"", 0.1608], [""咏物诗"", 0.1581], [""词人"", 0.1544], [""方面"", 0.1484], [""相似"", 0.1405], [""传神"", 0.137], [""更加"", 0.1337], [""联系"", 0.1252], [""引起"", 0.1214], [""寄托"", 0.118], [""人间"", 0.118], [""看到"", 0.1148]]",环境、牡丹、似乎、形态、希望
564,71,虞美人,四月,宋,姜夔,赋虞美人草,"[[""虞姬"", 0.8777], [""寂寞"", 0.1484], [""历史"", 0.1416], [""却是"", 0.1158], [""无限"", 0.1135], [""咏物"", 0.1043], [""不能"", 0.096], [""议论"", 0.0903], [""佳人"", 0.0856], [""强烈"", 0.0856], [""传说"", 0.0835], [""真是"", 0.0806], [""说明"", 0.0806], [""美丽"", 0.0789], [""引出"", 0.0789], [""其实"", 0.0789], [""意思"", 0.0689], [""生动"", 0.0684], [""显得"", 0.0612], [""没有"", 0.054]]",虞姬、寂寞、历史、却是、无限
569,72,虞美人,四月,清,许氏,虞美人,"[[""虞姬"", 0.9662], [""春风"", 0.1329], [""美丽"", 0.0823], [""对比"", 0.0588], [""理解"", 0.0581], [""古人"", 0.0567], [""赞美"", 0.0561], [""咏物"", 0.0484], [""词人"", 0.0442], [""人们"", 0.0396], [""多情"", 0.0351], [""历史"", 0.0328], [""无情"", 0.0323], [""便是"", 0.0305], [""姿态"", 0.0305], [""同样"", 0.0305], [""艳丽"", 0.0294], [""动人"", 0.029], [""毕竟"", 0.029], [""充满"", 0.029]]",虞姬、春风、美丽、对比、理解
610,73,石竹,五月,宋,张耒,石竹花,"[[""对象"", 0.3908], [""高洁"", 0.339], [""没有"", 0.316], [""花朵"", 0.308], [""娇艳"", 0.2504], [""无人"", 0.2334], [""象征"", 0.2192], [""人们"", 0.1667], [""咏物诗"", 0.1427], [""自然"", 0.138], [""表明"", 0.1285], [""感叹"", 0.1268], [""极为"", 0.1252], [""意味"", 0.1237], [""情感"", 0.1222], [""深沉"", 0.1222], [""比较"", 0.1193], [""更为"", 0.1193], [""古人"", 0.1193], [""赞美"", 0.118]]",对象、高洁、没有、花朵、娇艳
600,74,榴花,五月,宋,欧阳修,西园石榴开,"[[""榴花"", 0.7653], [""绿叶"", 0.2877], [""赏花"", 0.2041], [""正是"", 0.1946], [""美的"", 0.1833], [""石榴"", 0.1307], [""红花"", 0.1049], [""成为"", 0.0995], [""显示"", 0.0982], [""气氛"", 0.0982], [""情趣"", 0.0948], [""真是"", 0.0937], [""说明"", 0.0937], [""时节"", 0.0927], [""其实"", 0.0917], [""咏花"", 0.0907], [""景象"", 0.0897], [""美好"", 0.0897], [""心理"", 0.0888], [""意境"", 0.0879]]",榴花、绿叶、赏花、正是、美的
595,75,榴花,五月,唐,李白,咏邻女东窗海石榴,"[[""花儿"", 0.4914], [""李白"", 0.4672], [""榴花"", 0.307], [""比喻"", 0.2844], [""咏花"", 0.2183], [""首诗"", 0.1724], [""写出"", 0.1463], [""矛盾"", 0.1364], [""比作"", 0.1263], [""清香"", 0.1245], [""深情"", 0.1229], [""风流"", 0.1229], [""只能"", 0.1197], [""成为"", 0.1197], [""结尾"", 0.1182], [""在于"", 0.1141], [""赞美"", 0.1128], [""真是"", 0.1128], [""不禁"", 0.1115], [""也许"", 0.1092]]",花儿、李白、榴花、比喻、咏花
596,76,榴花,五月,宋,苏辙,赋园中所有,"[[""石榴"", 0.8383], [""首诗"", 0.1723], [""零落"", 0.1616], [""古人"", 0.152], [""境界"", 0.1357], [""花朵"", 0.1308], [""令人"", 0.1193], [""艺术"", 0.1099], [""榴花"", 0.1023], [""人生"", 0.0854], [""拟人"", 0.0854], [""对象"", 0.083], [""花儿"", 0.0819], [""思想"", 0.0819], [""烘托"", 0.0819], [""细腻"", 0.0808], [""有着"", 0.0808], [""毕竟"", 0.0778], [""寄寓"", 0.0769], [""比较"", 0.076]]",石榴、首诗、零落、古人、境界
597,77,榴花,五月,明,吴宽,榴 花,"[[""榴花"", 0.9091], [""石榴"", 0.2483], [""深情"", 0.097], [""有着"", 0.0957], [""更加"", 0.0911], [""生长"", 0.0881], [""联系"", 0.0853], [""看到"", 0.0782], [""不能"", 0.0707], [""没有"", 0.0596], [""多情"", 0.0558], [""桃李"", 0.053], [""性格"", 0.0492], [""牡丹"", 0.0485], [""思想"", 0.0485], [""细腻"", 0.0479], [""冷落"", 0.0479], [""相似"", 0.0479], [""觉得"", 0.0479], [""极为"", 0.0473]]",榴花、石榴、深情、有着、更加
608,78,榴花,五月,宋,苏轼,贺新郎,"[[""榴花"", 0.8499], [""苏轼"", 0.2738], [""石榴"", 0.1658], [""无人"", 0.1176], [""上片"", 0.1084], [""杭州"", 0.1079], [""西风"", 0.1079], [""下片"", 0.1073], [""环境"", 0.1063], [""觉得"", 0.0959], [""引出"", 0.0873], [""落花"", 0.0745], [""首词"", 0.0731], [""东坡"", 0.0707], [""屈原"", 0.0696], [""相对"", 0.0657], [""古人"", 0.0601], [""却是"", 0.057], [""进一步"", 0.0552], [""情景"", 0.0542]]",榴花、苏轼、石榴、无人、上片
598,79,榴花,五月,金,元格,榴 花,"[[""榴花"", 0.6998], [""花儿"", 0.3733], [""比较"", 0.26], [""山茶"", 0.2523], [""认为"", 0.2412], [""东坡"", 0.2038], [""桃花"", 0.1867], [""烘托"", 0.0933], [""理解"", 0.0887], [""在于"", 0.0867], [""真是"", 0.0857], [""说明"", 0.0857], [""赞美"", 0.0857], [""美的"", 0.0838], [""实际上"", 0.0829], [""不可"", 0.0812], [""巧妙"", 0.0804], [""观赏"", 0.0788], [""正面"", 0.0752], [""渲染"", 0.0702]]",榴花、花儿、比较、山茶、认为
615,80,栀子花,五月,宋,朱淑真,栀 子,"[[""栀子花"", 0.9497], [""白色"", 0.1713], [""月光"", 0.0993], [""没有"", 0.0891], [""颜色"", 0.08], [""精神"", 0.0545], [""咏物诗"", 0.0536], [""红花"", 0.0496], [""就是"", 0.0493], [""衬托"", 0.0471], [""人们"", 0.047], [""写法"", 0.0459], [""绿叶"", 0.0454], [""特征"", 0.0448], [""写出"", 0.0431], [""进一步"", 0.0412], [""环境"", 0.0396], [""开花"", 0.0389], [""开放"", 0.0352], [""首诗"", 0.0339]]",栀子花、白色、月光、没有、颜色
599,81,榴花,五月,唐,温庭筠,海 榴,"[[""石榴"", 0.7409], [""榴花"", 0.5063], [""对象"", 0.176], [""咏花"", 0.1543], [""春光"", 0.11], [""内容"", 0.1029], [""得到"", 0.0997], [""一般"", 0.0893], [""开头"", 0.0831], [""人们"", 0.0751], [""写出"", 0.0689], [""意态"", 0.0654], [""性格"", 0.0587], [""姿态"", 0.0579], [""赏花"", 0.0579], [""花儿"", 0.0579], [""感叹"", 0.0571], [""有着"", 0.0571], [""显出"", 0.0571], [""只能"", 0.0564]]",石榴、榴花、对象、咏花、春光
614,82,栀子花,五月,唐,王建,雨过山村,"[[""栀子花"", 0.609], [""显出"", 0.2547], [""意象"", 0.2547], [""时节"", 0.2343], [""美的"", 0.2318], [""诗意"", 0.2201], [""没有"", 0.1587], [""表明"", 0.129], [""语言"", 0.129], [""丰富"", 0.1274], [""气氛"", 0.1242], [""结尾"", 0.1242], [""至此"", 0.1242], [""特色"", 0.1242], [""更加"", 0.1212], [""在于"", 0.1198], [""说明"", 0.1185], [""无人"", 0.1172], [""却是"", 0.1135], [""不可"", 0.1123]]",栀子花、显出、意象、时节、美的
601,83,榴花,五月,宋,朱熹,榴 花,"[[""榴花"", 0.6885], [""花儿"", 0.4408], [""感到"", 0.2148], [""点明"", 0.1958], [""读者"", 0.1535], [""人们"", 0.1429], [""石榴"", 0.1411], [""落花"", 0.1268], [""显出"", 0.1088], [""细腻"", 0.1088], [""风韵"", 0.1088], [""零落"", 0.1088], [""传神"", 0.106], [""意味"", 0.106], [""风姿"", 0.106], [""想到"", 0.1048], [""完全"", 0.1048], [""在于"", 0.1023], [""生长"", 0.1001], [""咏花"", 0.0979]]",榴花、花儿、感到、点明、读者
603,84,榴花,五月,唐,韩愈,榴 花,"[[""榴花"", 0.7784], [""寂寞"", 0.3348], [""韩愈"", 0.1826], [""意境"", 0.1464], [""正是"", 0.1439], [""不同"", 0.1201], [""性格"", 0.1148], [""同样"", 0.1133], [""强烈"", 0.1104], [""显示"", 0.109], [""绿叶"", 0.1064], [""寄寓"", 0.1064], [""无人"", 0.1028], [""咏花"", 0.1006], [""感慨"", 0.0905], [""精神"", 0.0852], [""杏花"", 0.0692], [""木芙蓉"", 0.0692], [""矛盾"", 0.0629], [""咏物诗"", 0.0629]]",榴花、寂寞、韩愈、意境、正是
607,85,榴花,五月,宋,王沂孙,庆清朝,"[[""榴花"", 0.9339], [""石榴"", 0.1367], [""西风"", 0.1185], [""首词"", 0.1071], [""比喻"", 0.0824], [""呼应"", 0.0732], [""凄凉"", 0.0694], [""凋零"", 0.0677], [""无人"", 0.0646], [""引出"", 0.0639], [""意境"", 0.0613], [""下片"", 0.059], [""心情"", 0.0579], [""咏物"", 0.0564], [""落花"", 0.0409], [""用典"", 0.0389], [""韩愈"", 0.0382], [""历史"", 0.0382], [""自然"", 0.0382], [""相对"", 0.0361]]",榴花、石榴、西风、首词、比喻
612,86,石竹,五月,元,蒲道源,赋石竹,"[[""美丽"", 0.5259], [""颜色"", 0.3235], [""栀子花"", 0.3071], [""显得"", 0.2718], [""便是"", 0.1952], [""喜爱"", 0.1926], [""冷落"", 0.1926], [""极为"", 0.1902], [""更为"", 0.1812], [""说明"", 0.1792], [""其实"", 0.1753], [""美的"", 0.1753], [""美好"", 0.1716], [""象征"", 0.1665], [""花朵"", 0.1559], [""一般"", 0.1506], [""想象"", 0.1412], [""首诗"", 0.1369], [""读者"", 0.1359], [""没有"", 0.12]]",美丽、颜色、栀子花、显得、便是
609,87,石竹,五月,唐,王绩,石竹咏,"[[""咏物诗"", 0.4064], [""美好"", 0.3218], [""意思"", 0.2873], [""首诗"", 0.2568], [""形态"", 0.1908], [""思想"", 0.183], [""表明"", 0.183], [""意味"", 0.1761], [""凋零"", 0.174], [""深沉"", 0.174], [""情绪"", 0.168], [""说明"", 0.168], [""品格"", 0.1626], [""感受"", 0.1626], [""点明"", 0.1626], [""产生"", 0.1609], [""心理"", 0.1593], [""得到"", 0.1577], [""象征"", 0.1561], [""抒情"", 0.1546]]",咏物诗、美好、意思、首诗、形态
611,88,石竹,五月,宋,王安石,石竹花,"[[""感慨"", 0.3503], [""冷落"", 0.2885], [""意味"", 0.2813], [""没有"", 0.2695], [""生长"", 0.2654], [""颜色"", 0.2422], [""显得"", 0.2035], [""似乎"", 0.1895], [""自然"", 0.157], [""赏花"", 0.1461], [""丰富"", 0.1442], [""有着"", 0.1442], [""衬托"", 0.1424], [""情态"", 0.1424], [""情感"", 0.1389], [""可爱"", 0.1389], [""寄寓"", 0.1373], [""孤独"", 0.1357], [""更为"", 0.1357], [""说明"", 0.1342]]",感慨、冷落、意味、没有、生长
872,89,菊花,六月,唐,黄巢,题菊花,"[[""菊花"", 0.8314], [""开放"", 0.3149], [""命运"", 0.1714], [""桃花"", 0.162], [""生活"", 0.1272], [""想象"", 0.1172], [""感情"", 0.1088], [""秋风"", 0.1039], [""看来"", 0.094], [""象征"", 0.0921], [""环境"", 0.0887], [""正是"", 0.0686], [""西风"", 0.06], [""陶渊明"", 0.059], [""同样"", 0.054], [""思想"", 0.054], [""语言"", 0.054], [""显出"", 0.0533], [""强烈"", 0.0526], [""独特"", 0.052]]",菊花、开放、命运、桃花、生活
663,90,木芙蓉,六月,唐,陆龟蒙,白 莲,"[[""白莲"", 0.533], [""无情"", 0.4046], [""西湖"", 0.3298], [""牡丹"", 0.2389], [""芍药"", 0.2389], [""莲花"", 0.1649], [""感情"", 0.1604], [""咏物诗"", 0.1592], [""看到"", 0.1541], [""比作"", 0.1473], [""没有"", 0.1469], [""梅花"", 0.145], [""认为"", 0.1235], [""杭州"", 0.1061], [""不能"", 0.1045], [""方面"", 0.0997], [""就是"", 0.0977], [""觉得"", 0.0943], [""无人"", 0.0868], [""品格"", 0.0849]]",白莲、无情、西湖、牡丹、芍药
642,91,荷花,六月,唐,温庭筠,张静婉采莲曲,"[[""零落"", 0.3491], [""女子"", 0.3047], [""手法"", 0.2598], [""风雨"", 0.2575], [""结尾"", 0.2269], [""暗示"", 0.2269], [""动人"", 0.2242], [""可爱"", 0.2242], [""鲜明"", 0.2073], [""形容"", 0.1851], [""显得"", 0.1642], [""正是"", 0.1498], [""芙蓉"", 0.141], [""荷花"", 0.1356], [""莲花"", 0.1356], [""西风"", 0.1309], [""人物"", 0.1229], [""地方"", 0.1195], [""相对"", 0.1195], [""烘托"", 0.1179]]",零落、女子、手法、风雨、结尾
704,92,虞美人,六月,宋,王沂孙,水龙吟白莲,"[[""白莲"", 0.9183], [""意态"", 0.1623], [""拟人化"", 0.1576], [""象征"", 0.143], [""意象"", 0.1064], [""创造"", 0.0901], [""命运"", 0.0887], [""词人"", 0.0779], [""芙蓉"", 0.0716], [""凄凉"", 0.0583], [""人间"", 0.0496], [""首词"", 0.0451], [""莲花"", 0.0413], [""进一步"", 0.0409], [""上片"", 0.0401], [""用典"", 0.0392], [""风雨"", 0.0392], [""江南"", 0.038], [""人物"", 0.0375], [""摇曳"", 0.0359]]",白莲、意态、拟人化、象征、意象
